1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
898,2910490,53.78,87.15,53.7758,87.1458,53.75,87.25,29800,28951,29573,0.774,0.992,C,47,,,898,6744201,46.0375,23.5817,46.0375,23.5817,46.25,23.75,18055,17975,17082,0.701,0.946,C,49
899,2910494,55.38,86.05,55.3767,86.05,55.25,85.75,47400,47192,45689,0.742,0.964,C,45,,,899,6781800,46.8306,29.4711,46.8331,29.4911,47.25,29.25,66100,66392,63406,0.766,0.959,C,40
900,2910510,52.13,83.28,52.1292,83.28,51.75,82.25,20700,20991,23208,0.587,0.892,N,,,,900,6842200,44.16,22.82,44.1525,22.8183,44.25,22.75,584900,574462,579458,0.913,0.991,C,58
901,2910511,52.07,83.2,52.0675,83.2033,51.75,82.25,20000,20070,23208,0.575,0.862,N,,,,901,6842800,43.86,25.95,43.8592,25.9517,43.75,25.75,669900,658737,659379,0.914,0.984,C,58
902,2910512,52.1,82.55,52.1017,82.5533,51.75,82.25,17600,17717,23208,0.612,0.758,N,,,,902,6854100,61.35,22.12,61.3375,22.1175,61.25,22.75,26025,25363,26515,0.738,0.982,C,55
903,2910513,51.72,82.67,51.7092,82.6683,51.75,82.75,13900,13912,21290,0.558,0.653,N,,,,903,6854203,60.6984,26.8175,60.6967,26.8158,60.75,26.75,36275,36411,36111,0.8,0.995,C,59
904,2910514,52.13,83.28,52.1292,83.28,51.75,82.25,20700,20991,23208,0.587,0.892,N,,,,904,6854250,62.245,25.8879,62.2467,25.8879,62.25,25.75,17684,17857,16975,0.739,0.96,C,53
905,2910560,52.52,82.77,52.4758,82.7883,52.25,82.25,18700,15190,15472,0.559,0.827,N,,,,905,6854500,65.0226,25.4734,65.0209,25.4734,64.75,26.25,22841,22766,23936,0.723,0.954,C,53
906,2910561,52.18,81.77,51.6425,81.5009,51.25,81.25,10300,7888,9739,0.418,0.946,N,,,,906,6854591,64.5721,26.7815,64.5713,26.7815,64.25,26.75,19839,19758,19971,0.712,0.993,C,54
907,2910580,55,83.33,55.0008,83.33,55.25,83.75,17300,17217,19626,0.624,0.881,N,,,,907,6854700,65.7833,24.55,65.7917,24.5458,66.25,24.75,50683,50863,53888,0.758,0.941,C,54
908,2910581,55.32,84.1,55.3042,84.1083,55.25,84.25,15700,15483,17860,0.633,0.879,N,,,,908,6854702,66.4241,25.5402,66.4241,25.5402,66.75,25.75,47425,47249,50145,0.755,0.946,C,54
909,2910582,55.23,84.4,55.2333,84.4008,55.25,84.75,13700,14655,16094,0.597,0.851,N,,,,909,6854703,66.3678,26.686,66.3686,26.686,66.25,27.25,29021,28986,31076,0.707,0.934,C,49
910,2910600,59.52,79.47,59.5175,79.47,59.25,79.75,738000,738437,744438,0.933,0.991,C,50,,,910,6855400,61.2167,28.7833,61.2125,28.7858,61.25,28.75,61061,60531,62342,0.808,0.979,C,58
911,2910601,58.3,82.88,58.2917,82.8825,57.75,83.25,486000,482581,479513,0.915,0.987,C,64,,,911,6855401,62.7698,30.1308,62.7706,30.1308,62.75,30.25,20816,20678,22312,0.701,0.933,C,51
912,2910602,57.72,83.55,57.7033,83.55,57.75,83.75,482000,477899,477860,0.918,0.991,N,,,,912,6855402,62.5499,27.7686,62.4492,28.6767,62.75,27.75,16270,16862,16686,0.817,0.975,C,57
913,2910603,55.48,83.28,55.4808,83.28,55.25,82.75,258000,255056,259101,0.89,0.996,C,49,,,913,6935051,47.5594,7.6167,47.5586,7.6167,47.75,8.25,35897,35737,35812,0.828,0.998,C,61
914,2910604,55,82.95,54.9892,82.9425,55.25,82.75,252000,246927,259101,0.866,0.973,N,,,,914,6955430,59.8372,30.5294,59.8356,30.5286,59.75,30.75,281000,282951,285595,0.881,0.984,C,61
915,2910605,54.8,82.95,54.79,82.955,54.75,82.75,232000,220413,223404,0.873,0.963,C,48,,,915,6955610,60.93,34.3,60.9458,34.3033,61.25,34.75,67100,65133,65320,0.799,0.973,C,43
916,2910606,53.8,81.33,53.8108,81.3433,53.75,81.75,216000,212033,212565,0.875,0.984,C,57,,,916,6970100,63.82,38.47,63.8283,38.4733,63.75,38.75,55700,55754,53633,0.823,0.963,C,58
917,2910607,53.4,83.82,53.3925,83.8125,53.25,83.75,169000,173309,170319,0.87,0.992,C,57,,,917,6970101,62.57,39.83,62.5708,39.83,62.25,39.75,40600,38746,39688,0.793,0.978,C,46
918,2910608,52.45,84.92,52.4417,84.9142,52.25,85.25,98200,97762,101483,0.861,0.968,C,49,,,918,6970102,62.15,39.37,62.1625,39.3567,62.25,39.25,29500,29366,32427,0.751,0.91,C,41
919,2910660,53.8,83.57,53.8025,83.5692,53.75,84.25,20600,20423,20218,0.643,0.981,N,,,,919,6970155,64.4333,34.45,64.4225,34.48,64.25,34.25,26500,26456,24835,0.715,0.937,C,32
920,2910661,53.73,84.95,53.7267,84.95,53.75,85.25,15900,15659,16554,0.714,0.96,C,42,,,920,6970250,64.13,41.92,64.1433,41.9058,64.25,41.75,348000,348337,351645,0.875,0.99,C,61
921,2910662,53.47,85.42,53.475,85.42,53.25,85.75,11000,10959,11079,0.696,0.993,N,,,,921,6970251,63.27,42.03,63.2558,42.035,63.25,42.25,285000,284358,286758,0.87,0.994,C,47
922,2911095,60.97,69.07,60.9692,69.0708,60.75,69.25,1200000,1186318,1156841,0.845,0.964,V,48,2911097,50,922,6970252,62.08,45.12,62.0817,45.1133,61.75,45.25,220000,221534,222333,0.831,0.99,C,54
923,2911096,59.6,69.28,59.6008,69.28,59.75,69.75,1120000,1102442,1075340,0.831,0.96,C,38,,,923,6970270,62.52,42.8,62.51,42.795,62.25,42.75,43900,43785,40164,0.784,0.915,C,40
924,2911097,58.2,68.23,61.0817,68.8428,60.75,69.25,1500000,1187668,1156841,0.845,0.771,C,50,,,924,6970272,61.12,42.18,61.12,42.18,60.75,42.25,13200,13154,13601,0.748,0.971,C,44
925,2911098,57.7,71.17,57.7,71.1708,57.75,71.25,564000,604173,553214,0.758,0.981,C,45,,,925,6970400,64.72,43.48,64.7183,43.48,64.75,43.75,36700,36930,31928,0.721,0.87,C,43
926,2911099,56.92,74.53,56.8933,74.5175,56.75,74.75,376000,407325,355436,0.718,0.945,C,34,,,926,6970460,60.67,45.87,60.6717,45.87,60.75,45.75,49200,49154,52787,0.71,0.932,C,45
927,2911100,55.02,73.3,57.8784,70.3879,58.25,69.25,769000,607552,559782,0.755,0.728,V,43,2911098,45,927,6970500,65,45.62,64.99,45.6225,64.75,45.75,56400,56060,55646,0.793,0.987,C,57
928,2911101,54.15,74.8,54.1483,74.7892,53.75,74.75,298000,276570,265058,0.773,0.889,N,,,,928,6970680,61.43,47.65,61.4367,47.6442,61.75,48.25,112000,111382,111881,0.855,0.999,C,46
929,2911150,57.67,69.2,57.6708,69.1967,57.25,69.25,15600,19769,25864,0.566,0.603,N,,,,929,6970681,61.6867,50.8183,61.7217,50.8108,61.75,50.75,66900,67851,69421,0.787,0.964,C,42
930,2911151,57.03,68.92,56.5775,68.5966,55.75,68.25,9740,7844,10529,0.287,0.925,N,,,,930,6970682,61.77,53.67,61.7642,53.67,61.75,53.75,26500,26487,26420,0.705,0.997,C,48
931,2911209,56.1,69.47,56.1,69.4683,56.25,69.75,154000,121347,130192,0.719,0.845,C,34,,,931,6970700,67.58,52.17,67.5983,52.1667,67.25,52.25,312000,310423,312042,0.9,1,C,63
932,2911230,52.97,62.2,52.9658,62.1975,53.25,61.75,10300,10689,13042,0.616,0.79,N,,,,932,6970701,65.47,52.25,65.4167,52.25,65.25,52.25,248000,246628,248507,0.895,0.998,C,62
933,2911303,56.82,70.63,56.8233,70.6317,56.75,70.75,151000,132162,145638,0.705,0.964,C,53,,,933,6970702,65.9613,55.155,65.871,55.0108,66.25,55.25,205000,204109,203015,0.886,0.99,C,41
934,2911304,57.45,70.85,57.4517,70.8483,57.25,70.75,171000,139279,148991,0.718,0.871,V,33,2911303,53,934,6970703,64.27,57.62,64.2642,57.62,64.25,57.75,67500,67386,74096,0.864,0.911,C,52
935,2911305,55.43,65.38,55.4367,65.3808,54.25,64.75,98800,128253,126278,0.736,0.782,C,30,,,935,6970704,62.7058,56.2046,62.7125,56.2096,62.75,56.25,35600,35533,37292,0.835,0.955,C,46
936,2911306,54.47,64.83,54.46,64.8342,54.25,64.25,83800,110229,92439,0.645,0.907,N,,,,936,6970720,62.4929,50.8067,62.4854,50.8092,62.75,50.75,25100,23155,22215,0.73,0.885,C,31
937,2911307,57.82,67.4,57.82,67.3858,57.75,67.25,359000,389258,405725,0.892,0.885,N,,,,937,6970810,65.47,51.37,65.4625,51.3608,65.25,51.25,20900,20770,19088,0.789,0.913,C,43
938,2911308,57.58,67.17,57.5583,67.1667,57.25,66.75,269000,299524,306876,0.874,0.877,C,40,,,938,6970850,66.55,59.42,66.5483,59.4183,66.25,59.75,54700,54441,55429,0.812,0.987,C,48
939,2911309,56.67,66.35,56.67,66.35,56.75,66.25,241000,208678,219050,0.843,0.909,C,57,,,939,6970851,66.47,60.73,66.4708,60.73,66.75,61.75,27500,27246,27855,0.72,0.987,C,44
940,2911390,57.07,73.8,57.0683,73.7983,56.75,74.25,15000,18453,10306,0.344,0.687,N,,,,940,6970852,67.0667,63.0667,67.0658,63.0917,67.25,63.25,14100,13954,15476,0.7,0.911,C,35
941,2911391,56.47,73.67,56.47,73.67,56.75,74.25,11300,15248,10306,0.344,0.912,N,,,,941,6970900,65.0108,53.9221,65.025,53.9079,64.75,53.75,28700,28723,28703,0.8,1,C,37
942,2911397,56.2,72.98,56.1983,72.98,56.25,73.75,9380,13451,8607,0.286,0.918,N,,,,942,6970901,64.53,53.33,64.5308,53.3292,64.25,53.75,22700,22623,22046,0.762,0.971,C,45
943,2911420,55.67,76.75,55.675,76.7483,56.25,77.25,16200,15928,10328,0.394,0.638,N,,,,943,6975010,58.18,38.72,58.2133,38.7433,58.25,38.75,150000,151712,150229,0.857,0.998,C,50
944,2911450,55.02,73.47,55.0133,73.4708,55.25,73.75,52400,62568,45158,0.679,0.862,N,,,,944,6975080,56.505,34.9342,56.51,34.9367,56.25,34.75,21100,21228,20543,0.729,0.974,C,39
945,2911451,55.03,74.1,55.0292,74.1,55.25,73.75,51300,60839,45158,0.673,0.88,N,,,,945,6975110,55.5656,42.0417,55.5847,42.0658,55.25,41.75,188000,186562,182543,0.799,0.971,C,46
946,2911452,55.07,74.58,55.07,74.5775,55.25,74.25,47800,57845,43392,0.662,0.908,N,,,,946,6975140,54.5358,36.2706,54.5008,36.2506,54.25,36.75,54900,54929,52972,0.719,0.965,C,38
947,2911453,55.42,74.93,55.4142,74.9358,55.75,75.25,44100,53037,39860,0.702,0.904,C,33,,,947,6976200,58.5969,49.6583,58.6169,49.6875,58.75,50.25,48300,48088,48216,0.75,0.998,C,41
948,2911454,55.6,76.38,55.6067,76.38,55.75,76.25,39200,43138,36373,0.717,0.928,C,39,,,948,6976400,55.4211,55.5428,55.4278,55.5178,55.25,55.25,121000,121113,121465,0.868,0.996,C,47
949,2911455,55.45,78.32,55.4533,78.3167,55.75,79.25,12200,15257,12139,0.562,0.995,N,,,,949,6976450,54.5428,55.9922,54.6758,55.9855,54.75,56.25,100000,100030,96168,0.841,0.962,C,53
950,2911456,55.68,79.07,55.6875,79.07,55.75,79.25,10200,13244,12139,0.606,0.84,N,,,,950,6977100,48.8047,44.5858,48.8014,44.6383,49.75,45.25,1360000,1363698,1353926,0.936,0.996,C,63
951,2911460,56.38,75.25,56.3808,75.25,56.25,75.25,16400,16846,15334,0.573,0.935,N,,,,951,6978250,47.5408,40.6472,47.5375,40.6506,47.75,40.75,378000,379973,365330,0.856,0.966,C,58
952,2911461,56.47,76.02,56.4617,76.0217,56.75,76.25,14200,14427,11892,0.641,0.837,N,,,,952,6978251,49.7933,41.1467,49.7858,41.14,49.75,40.75,102000,101747,116407,0.811,0.876,C,40
953,2911462,56.57,76.63,56.5567,76.63,56.75,76.75,9220,9899,10193,0.697,0.905,N,,,,953,6983350,45.1911,38.2292,45.1861,38.2258,44.75,38.75,48100,47591,48672,0.764,0.988,C,52
954,2911570,54.67,79.23,54.6683,79.2283,54.75,79.75,9610,10178,10685,0.617,0.899,N,,,,,,,,,,,,,,,,,,
955,2911571,54.78,79.7,54.7825,79.7,54.75,80.25,8850,9064,8897,0.619,0.995,N,,,,,,,,,,,,,,,,,,
956,2911590,52.97,80.18,53.0125,80.1608,53.25,80.25,12300,11992,9291,0.568,0.755,N,,,,,,,,,,,,,,,,,,
957,2911630,57.68,66.18,57.6792,66.1808,57.75,65.75,86100,85208,87139,0.824,0.988,C,42,,,,,,,,,,,,,,,,,
958,2911631,58.03,65.32,58.04,65.3225,58.25,64.75,81000,80854,82225,0.83,0.985,N,,,,,,,,,,,,,,,,,,
959,2911632,58.52,64.53,58.5308,64.5325,58.75,64.25,74200,73965,75750,0.821,0.98,C,39,,,,,,,,,,,,,,,,,
960,2911650,59.17,61.92,59.175,61.9225,59.25,61.75,22100,22039,21898,0.767,0.991,C,42,,,,,,,,,,,,,,,,,
961,2911651,59.32,60.98,59.3642,60.9992,59.75,60.75,11500,11493,12393,0.681,0.928,N,,,,,,,,,,,,,,,,,,
962,2911657,59.63,62.17,59.6275,62.1708,59.75,61.75,17300,17214,18190,0.664,0.951,N,,,,,,,,,,,,,,,,,,
963,2911670,56.48,65.35,56.465,65.3508,56.25,65.25,56000,54978,50500,0.766,0.902,C,48,,,,,,,,,,,,,,,,,
964,2911671,56.15,64.57,56.1467,64.5708,56.25,64.75,52300,50246,48779,0.744,0.933,V,38,2911670,48,,,,,,,,,,,,,,,
965,2911672,56.08,63.63,56.075,63.6317,56.25,63.25,23400,23351,20701,0.734,0.885,C,28,,,,,,,,,,,,,,,,,
966,2911673,56.25,62.92,56.2542,62.9225,56.25,62.25,13100,12507,10283,0.564,0.785,N,,,,,,,,,,,,,,,,,,
967,2911674,56.28,62.58,56.28,62.58,56.25,62.25,12800,12142,10283,0.575,0.803,N,,,,,,,,,,,,,,,,,,
968,2911680,55.95,64.43,55.9433,64.4333,55.75,64.25,21400,21017,19426,0.594,0.908,N,,,,,,,,,,,,,,,,,,
969,2911681,55.38,63.22,55.3942,63.2133,55.25,62.75,14600,14514,14173,0.608,0.971,N,,,,,,,,,,,,,,,,,,
970,2911700,60.33,69,60.3358,69.0017,59.75,68.75,68600,68531,67758,0.786,0.988,V,43,2911701,52,,,,,,,,,,,,,,,
971,2911701,59.82,68.8,59.82,68.8,59.75,68.75,65400,65444,67758,0.793,0.965,C,52,,,,,,,,,,,,,,,,,
972,2911702,60.15,64.83,59.6095,66.5891,59.75,66.25,41200,42054,39524,0.752,0.959,N,,,,,,,,,,,,,,,,,,
973,2911703,60.15,64.83,60.1358,64.8208,60.25,64.75,23400,22691,24057,0.727,0.973,C,39,,,,,,,,,,,,,,,,,
974,2911704,60.23,64.22,60.3083,64.2542,60.25,64.25,13900,13536,13554,0.64,0.975,N,,,,,,,,,,,,,,,,,,
975,2911730,59.52,69.92,59.5117,69.9208,59.75,70.25,32700,33019,35268,0.724,0.927,C,32,,,,,,,,,,,,,,,,,
976,2911731,59.53,70.4,59.5292,70.3967,59.75,70.75,30600,30988,32123,0.742,0.953,C,36,,,,,,,,,,,,,,,,,
977,2911734,58.37,75.43,58.8483,69.3016,58.75,69.75,9970,9959,9713,0.569,0.974,N,,,,,,,,,,,,,,,,,,
978,2911735,58.72,69.57,58.7117,69.5758,58.75,69.75,8660,9234,9713,0.577,0.892,N,,,,,,,,,,,,,,,,,,
979,2911828,56.95,65.83,56.9583,65.83,56.75,65.25,18600,18250,18619,0.526,0.999,N,,,,,,,,,,,,,,,,,,
980,2911830,57.02,63.67,57.0308,63.67,56.75,63.75,11000,10817,11846,0.493,0.929,N,,,,,,,,,,,,,,,,,,
981,2911860,56.08,65.92,56.08,65.9208,56.25,66.25,174000,141337,165130,0.78,0.949,C,38,,,,,,,,,,,,,,,,,
982,2911865,55.82,65.6,55.8083,65.6067,54.75,64.75,104000,132912,137030,0.753,0.759,C,21,,,,,,,,,,,,,,,,,
983,2911870,57.17,65.53,57.1767,65.53,57.25,65.25,58500,57993,59128,0.721,0.989,C,44,,,,,,,,,,,,,,,,,
984,2911875,58.07,63.7,58.0725,63.6983,58.25,63.75,29000,28852,29186,0.769,0.994,C,42,,,,,,,,,,,,,,,,,
985,2911955,57.67,63.08,57.675,63.0817,57.75,63.25,17300,17053,19954,0.673,0.867,N,,,,,,,,,,,,,,,,,,
986,2912550,63.65,62.1,63.6458,62.1,63.75,61.75,65200,64944,63630,0.801,0.976,C,47,,,,,,,,,,,,,,,,,
987,2912551,63.42,61.53,63.4125,61.5275,63.25,61.25,35700,35417,34310,0.773,0.961,C,39,,,,,,,,,,,,,,,,,
988,2912552,62.85,61.65,62.8475,61.65,62.75,61.75,27300,26361,27362,0.734,0.998,C,36,,,,,,,,,,,,,,,,,
989,2912553,62.43,60.88,62.43,60.88,62.25,60.75,9850,9784,10050,0.706,0.98,C,41,,,,,,,,,,,,,,,,,
990,2912555,63.37,63.05,63.3667,63.0475,63.25,62.75,69100,68742,70554,0.811,0.979,C,43,,,,,,,,,,,,,,,,,
991,2912556,63.18,64.4,63.1833,64.4025,63.25,64.25,87800,87550,87721,0.838,0.999,C,55,,,,,,,,,,,,,,,,,
992,2912560,63.8,61.47,63.7992,61.4658,63.75,61.25,26800,26789,27949,0.732,0.959,C,33,,,,,,,,,,,,,,,,,
993,2912561,64.25,60.95,64.255,60.9525,64.25,61.25,18500,18439,19873,0.656,0.931,N,,,,,,,,,,,,,,,,,,
994,2912565,64.35,61.12,64.3533,61.12,64.75,61.75,9010,9015,9129,0.59,0.987,N,,,,,,,,,,,,,,,,,,
995,2912600,66.63,66.6,66.6392,66.6,66.75,67.75,2950000,2491872,2471340,0.915,0.838,C,56,,,,,,,,,,,,,,,,,
996,2912601,64.67,65.63,64.6617,65.63,64.75,65.75,2350000,2408532,2283291,0.872,0.972,N,,,,,,,,,,,,,,,,,,
997,2912602,61.07,68.6,61.065,68.6,61.75,67.75,2690000,2226275,2203116,0.904,0.819,C,55,,,,,,,,,,,,,,,,,
998,2912610,67.27,68.67,67.2675,68.67,67.25,68.25,10600,10529,11807,0.524,0.898,N,,,,,,,,,,,,,,,,,,
999,2912620,64.83,63.97,64.8283,63.9667,64.75,63.75,9880,9728,7783,0.624,0.788,N,,,,,,,,,,,,,,,,,,
1000,2912640,66.03,68.73,66.0283,68.7292,65.75,68.75,15100,15797,14293,0.753,0.947,C,41,,,,,,,,,,,,,,,,,
1001,2912641,65.58,69.03,65.5892,69.0517,65.25,69.75,10700,11626,10475,0.764,0.979,C,31,,,,,,,,,,,,,,,,,
1002,2919100,51.68,55.1,51.7358,55.1383,51.75,55.75,82300,82452,76689,0.768,0.932,C,45,,,,,,,,,,,,,,,,,
1003,2964080,17.77,100.55,17.7692,100.55,18.25,100.75,13300,13117,11735,0.577,0.882,N,,,,,,,,,,,,,,,,,,
1004,2964100,15.67,100.12,15.6725,100.1092,15.75,100.25,110569,108678,112088,0.834,0.986,V,45,2964122,53,,,,,,,,,,,,,,,
1005,2964120,14.5847,100.4533,14.5872,100.4508,15.25,100.25,118541,118541,121041,0.819,0.979,V,45,2964130,53,,,,,,,,,,,,,,,
1006,2964121,15.2714,100.2714,15.1847,100.2122,15.25,100.25,118816,118052,121041,0.819,0.982,N,,,,,,,,,,,,,,,,,,
1007,2964122,15.6708,100.6708,15.5561,100.0808,15.75,100.25,110569,108702,112088,0.834,0.986,C,53,,,,,,,,,,,,,,,,,
1008,2964123,14.5847,100.4533,14.5872,100.4508,15.25,100.25,121069,118541,121041,0.819,1,N,,,,,,,,,,,,,,,,,,
1009,2964124,14.8825,100.4111,14.8808,100.4094,15.25,100.25,119544,118479,121041,0.82,0.988,N,,,,,,,,,,,,,,,,,,
1010,2964125,14.8697,100.4111,14.8697,100.4086,15.25,100.25,119555,118480,121041,0.82,0.988,N,,,,,,,,,,,,,,,,,,
1011,2964127,15.0083,100.3306,15.0083,100.3289,15.25,100.25,119384,118084,121041,0.819,0.986,N,,,,,,,,,,,,,,,,,,
1012,2964128,14.4264,100.4864,14.4256,100.4856,15.25,100.25,121236,118594,121041,0.819,0.998,N,,,,,,,,,,,,,,,,,,
1013,2964130,15.1658,100.1922,15.1675,100.1914,15.25,100.25,120693,118049,121041,0.819,0.997,C,53,,,,,,,,,,,,,,,,,
1014,2966998,13.56,99.83,13.5642,99.8208,13.75,99.75,26449,27225,29994,0.633,0.882,N,,,,,,,,,,,,,,,,,,
1015,2966999,14.4,99.14,14.4,99.1392,14.75,99.25,10880,11008,11957,0.48,0.91,N,,,,,,,,,,,,,,,,,,
1016,2969010,20.2733,100.0833,20.2741,100.09,20.75,100.25,189000,190419,195363,0.751,0.967,C,42,,,,,,,,,,,,,,,,,
1017,2969012,20.2417,100.1333,20.2484,100.1333,20.75,100.25,201000,191595,195363,0.747,0.972,V,35,2969010,42,,,,,,,,,,,,,,,
1018,2969082,16.1,102.5767,16.095,102.5725,15.75,102.25,10200,10897,8939,0.558,0.876,N,,,,,,,,,,,,,,,,,,
1019,2969083,16.35,102.9633,16.3475,102.9616,16.25,102.75,28500,28887,26747,0.777,0.938,C,36,,,,,,,,,,,,,,,,,
1020,2969087,15.3033,103.29,15.3025,103.2883,15.25,102.75,26800,28147,26945,0.743,0.995,C,36,,,,,,,,,,,,,,,,,
1021,2969090,17.8767,102.72,17.8809,102.72,17.75,102.75,302000,304737,306067,0.774,0.987,V,43,2969430,43,,,,,,,,,,,,,,,
1022,2969095,17.3983,104.8033,17.3958,104.7975,17.75,104.75,373000,373298,379599,0.798,0.983,V,45,2969100,51,,,,,,,,,,,,,,,
1023,2969100,16.54,104.7367,16.5417,104.7392,16.75,104.75,391000,390064,397369,0.806,0.984,C,51,,,,,,,,,,,,,,,,,
1024,2969101,15.3183,105.5,15.3233,105.5,15.75,105.75,419000,419352,427106,0.808,0.981,C,46,,,,,,,,,,,,,,,,,
1025,2969124,15.335,104.1617,15.3342,104.1609,15.25,103.75,44600,44917,44880,0.801,0.994,C,43,,,,,,,,,,,,,,,,,
1026,2969150,15.7817,104.1417,15.7834,104.1384,16.25,103.75,43100,46584,41605,0.759,0.965,C,44,,,,,,,,,,,,,,,,,
1027,2969152,16.1933,103.7517,16.1916,103.75,16.25,103.75,39700,40203,41605,0.705,0.954,N,,,,,,,,,,,,,,,,,,
1028,2969153,16.2533,103.0717,16.2525,103.0717,16.25,102.75,28800,29422,26747,0.78,0.929,N,,,,,,,,,,,,,,,,,,
1029,2969200,15.2217,104.8617,15.2225,104.8617,15.25,104.75,104000,106209,101438,0.838,0.975,C,47,,,,,,,,,,,,,,,,,
1030,2969220,15.24,105.2483,15.24,105.2483,15.25,105.25,116000,115636,110405,0.838,0.952,C,42,,,,,,,,,,,,,,,,,
1031,2969221,15.2867,105.47,15.2859,105.4683,15.25,105.25,117000,119397,110405,0.854,0.944,N,,,,,,,,,,,,,,,,,,
1032,2969230,15.3233,103.6783,15.3258,103.6766,15.25,103.25,34800,34603,32930,0.765,0.946,N,,,,,,,,,,,,,,,,,,
1033,2969231,15.3333,103.3833,15.3316,103.38,15.25,102.75,28400,28274,26945,0.74,0.949,N,,,,,,,,,,,,,,,,,,
1034,2969232,15.4333,103.015,15.435,103.015,15.25,102.75,23200,24820,26945,0.766,0.861,N,,,,,,,,,,,,,,,,,,
1035,2969430,17.8967,101.6683,17.9025,101.6675,17.75,101.75,292000,294998,297223,0.77,0.982,C,43,,,,,,,,,,,,,,,,,
1036,2997110,64.8,74.05,64.9258,73.93,64.75,73.75,13500,13897,14977,0.607,0.901,N,,,,,,,,,,,,,,,,,,
1037,2997115,67,78.22,67.0167,78.2033,66.25,78.25,95100,94161,89511,0.797,0.941,C,47,,,,,,,,,,,,,,,,,
1038,2997120,65.97,78.35,65.9758,78.3483,65.75,78.25,80400,79676,80776,0.809,0.995,C,54,,,,,,,,,,,,,,,,,
1039,2997200,65.62,72.67,65.6058,72.655,65.25,72.75,48000,47990,46524,0.811,0.969,C,58,,,,,,,,,,,,,,,,,
1040,2997250,66.6,82.28,66.6083,82.2758,66.25,82.25,100000,112725,105959,0.834,0.944,C,47,,,,,,,,,,,,,,,,,
1041,2997251,66,82.17,65.9958,82.1683,65.75,82.25,89100,101410,102215,0.834,0.872,N,,,,,,,,,,,,,,,,,,
1042,2997252,65.75,82.25,65.7617,82.2917,65.75,82.25,87200,98226,102215,0.815,0.853,N,,,,,,,,,,,,,,,,,,
1043,2997253,63.58,83.85,63.5758,83.85,63.75,83.75,13600,13810,18081,0.65,0.752,N,,,,,,,,,,,,,,,,,,
1044,2997510,64.93,77.8,64.9358,77.7975,64.75,77.25,31400,30684,35434,0.763,0.886,C,39,,,,,,,,,,,,,,,,,
1045,2997520,65.98,84.27,65.985,84.3208,66.25,84.25,10100,10157,9784,0.628,0.969,N,,,,,,,,,,,,,,,,,,
1046,2997580,69.42,88.32,69.4108,88.32,69.25,88.75,19800,19535,24301,0.679,0.815,N,,,,,,,,,,,,,,,,,,
1047,2998300,65.4,151.07,65.405,151.07,65.25,151.25,32000,37298,40014,0.768,0.8,C,25,,,,,,,,,,,,,,,,,
1048,2998320,62.72,150.82,62.7233,150.8225,62.75,150.25,9970,10059,8391,0.625,0.842,N,,,,,,,,,,,,,,,,,,
1049,2998450,69.17,154.5,69.1842,154.49,68.75,154.25,29000,29954,28728,0.651,0.991,N,,,,,,,,,,,,,,,,,,
1050,2998451,68.5,153.42,68.4475,153.3708,68.25,152.75,17700,18174,18495,0.624,0.957,N,,,,,,,,,,,,,,,,,,
1051,2998454,62.1,150.67,62.1033,150.6708,61.75,150.75,13600,13406,11946,0.558,0.878,N,,,,,,,,,,,,,,,,,,
1052,2998500,67.47,153.69,67.4433,153.7158,67.25,153.75,361000,370419,374216,0.92,0.965,C,64,,,,,,,,,,,,,,,,,
1053,2998502,62.43,152.3,62.4417,152.3,62.25,151.75,99400,99560,104146,0.855,0.954,C,54,,,,,,,,,,,,,,,,,
1054,2998504,61.65,148.83,61.6483,148.8325,61.75,148.75,50100,49911,53230,0.825,0.941,N,,,,,,,,,,,,,,,,,,
1055,2998505,62.12,148.47,62.1167,148.465,62.25,148.25,43600,42387,45874,0.778,0.95,C,41,,,,,,,,,,,,,,,,,
1056,2998510,68.73,158.72,68.7125,158.72,68.75,158.75,526000,530686,540757,0.917,0.973,C,55,,,,,,,,,,,,,,,,,
1057,2998511,62.83,146.62,62.8283,146.62,62.75,146.25,9560,9414,9954,0.699,0.96,N,,,,,,,,,,,,,,,,,,
1058,2998520,61.88,153,61.8858,153,61.75,153.25,9090,9331,8870,0.651,0.976,N,,,,,,,,,,,,,,,,,,
1059,2998560,61.9,147.42,61.9008,147.4208,61.75,147.25,10300,10502,13270,0.582,0.776,N,,,,,,,,,,,,,,,,,,
1060,2998702,68.1,164.17,68.1133,164.1808,68.25,164.25,30000,29985,29404,0.706,0.98,C,44,,,,,,,,,,,,,,,,,
1061,2998710,68.47,163.93,68.4642,163.93,68.75,164.25,12000,12108,5615,0.416,0.468,N,,,,,,,,,,,,,,,,,,
1062,2998720,68.15,161.1667,68.155,161.17,67.75,161.75,49600,49207,50044,0.775,0.991,C,53,,,,,,,,,,,,,,,,,
1063,2998735,65.67,162.43,65.6642,162.4275,65.75,162.25,15700,15590,15418,0.701,0.982,C,31,,,,,,,,,,,,,,,,,
1064,2998740,67.13,156.58,67.1325,156.58,67.25,156.75,15400,15370,15949,0.762,0.966,C,40,,,,,,,,,,,,,,,,,
1065,2999100,69.77,135.23,69.77,135.1958,69.75,135.25,216000,217110,213890,0.906,0.99,V,49,2999110,56,,,,,,,,,,,,,,,
