1,2,3,4,5,6
206,1837700,11.85,13.166667,-999,2
207,1837701,11.685,13.313889,-999,2
208,1837801,10.455556,13.230556,-999,2
209,1837810,12.316667,14.116667,-999,2
210,1926610,0.33,6.63,-999,2
211,1926630,0.33,6.23,-999,2
212,1926700,0.33,6.23,23.2,2
213,1989101,-21.28054,55.454726,-999,2
214,1989200,-20.875927,55.444311,-999,2
215,1989250,-21.381913,55.645491,-999,2
216,1989300,-20.978536,55.65421,-999,2
217,1989301,-20.978536,55.65421,-999,2
218,1989350,-21.0333,55.6667,-999,2
219,1989360,-21.0333,55.6833,-999,2
220,1989370,-20.957311,55.277599,-999,2
221,1989380,-21.124051,55.748041,-999,2
222,1989390,-21.00341,55.674925,-999,2
223,1989400,-21.002874,55.675003,-999,2
224,1989410,-20.9667,55.5667,-999,2
225,1989420,-21.284999,55.455477,-999,2
226,1989430,-21.264641,55.611499,-999,2
227,2316204,45,65.27,-999,2
228,2369005,10.2733,105.9,-999,2
229,2369010,10.7067,105.1333,-999,2
230,2369011,10.333,105.445,-999,2
231,2369100,13.25,108.25,-999,2
232,2369904,12.35,107.9333,-999,2
233,2370502,11.080316,107.102737,-999,2
234,2370510,11.138045,107.724306,-999,2
235,2371100,14.3667,108.9833,-999,2
236,2371150,14.9833,108.8333,-999,2
237,2371200,15.013636,108.568478,-999,2
238,2371300,15.7167,108.0167,-999,2
239,2371400,16.546578,107.616853,-999,2
240,2371450,11.2167,108.3167,-999,2
241,2371500,17.4667,106.6333,-999,2
242,2371600,12.9167,108.9167,-999,2
243,2372102,18.8833,105.2833,-999,2
244,2372103,18.646337,105.708305,-999,2
245,2372150,18.1833,105.5833,-999,2
246,2372200,19.55,105.1,-999,2
247,2372201,19.22178,105.412855,-999,2
248,2416870,41.657223,72.636224,-999,2
249,2469131,18.32414,103.997268,-999,2
250,2469146,20.36,102.3,-999,2
251,2469147,20.086706,102.264029,-999,2
252,2569001,11.2603,105.2869,-999,2
253,2569010,11.5617,104.9317,-999,2
254,2851050,27,88,-999,2
255,2903431,72.4,126.35,-999,2
256,2964147,14.5922,100.4731,-999,2
257,2969020,17.97825,102.435528,-999,2
258,2969151,15.141556,103.429264,-999,2
259,2969257,17.834389,102.693111,-999,2
260,2969410,17.168995,104.055707,-999,2
261,2969439,18.989246,101.159529,-999,2
262,2969451,14.982,102.199,-999,2
263,2969453,15.71,104.014,-999,2
264,2969501,16.627245,104.737426,-999,2
265,2969520,15.682,105.083,-999,2
266,3103550,7,-73,-999,2
267,3106100,3,-74,-999,2
268,3107200,4.12,-72.97,-999,2
269,3180100,-21.65,-69.55,-999,2
270,3205100,9,-72,-999,2
271,3205200,8,-71,-999,2
272,3205600,10,-66,-999,2
273,3205700,10,-64,-999,2
274,3206230,8,-70,-999,2
275,3258500,-35.5,-57.5,-999,2
276,3453100,-34.817721,-55.058694,-999,2
277,3469900,-32.83109,-56.42091,-999,2
278,3469910,-32.622451,-55.81326,-999,2
279,3471100,-32.53,-53.47,-999,2
280,3472200,-32.4333333,-54.3333333,-999,2
281,3621100,-2.1003,-66.4169,-999,2
282,3629000,-1.9472,-55.5111,4680000,2
283,3649461,-12.0886,-49.9878,-999,2
284,3649465,-12.4178,-49.5892,-999,2
285,3666505,-16.9253,-56.2236,-999,2
286,3754010,-17.524444,-69.248056,-999,2
287,3754100,-17.280833,-68.611667,-999,2
288,3754200,-17.484722,-68.471111,-999,2
289,3754300,-17.775035,-67.464436,-999,2
290,3754410,-17.520278,-69.248056,-999,2
291,3754420,-17.295278,-68.647778,-999,2
292,3754430,-15.655278,-69.132222,-999,2
293,3933900,-10.00789444,-72.01166667,-999,2
294,3946200,-4.768483333,-80.46861111,-999,2
295,3948100,-16.99054722,-71.65111111,-999,2
296,3948350,-8.650277778,-78.25027778,-999,2
297,3948400,-16.427,-73.10555556,-999,2
298,3948700,-14.196293,-76.271227,-999,2
299,3948850,-13.02830278,-76.19166667,-999,2
300,3954510,-15.432778,-70.137778,-999,2
301,3954520,-15.213889,-69.791944,-999,2
302,3954530,-16.084444,-69.629722,-999,2
303,3954540,-15.251667,-69.871389,-999,2
304,4150935,30.97755,-91.802828,-999,2
305,4151510,29.88,-101.52,-999,2
306,4213490,49.6861,-113.5722,-999,2
307,4214005,65.93,-91.06,-999,2
308,4214590,51.85,-82.97,-999,2
309,4281900,19.67,-75.22,-999,2
310,4355520,18.5472,-100.5875,-999,2
311,4358202,17.9792,-93.275,-999,2
312,4358210,18.04,-96.54,-999,2
313,6150300,42.602313,9.379366,-999,2
314,6220100,50.850091,3.138249,-999,2
315,6220101,50.842823,3.232442,-999,2
316,6220175,50.876556,4.156792,-999,2
317,6220203,50.741192,3.391978,-999,2
318,6220210,50.791197,3.126711,-999,2
319,6220310,51.004141,5.01404,-999,2
320,6220320,50.955485,4.89056,-999,2
321,6220330,50.943358,4.744133,-999,2
322,6220340,51.081997,5.094293,-999,2
323,6220345,51.121712,5.102823,-999,2
324,6220350,51.336139,4.626836,-999,2
325,6220360,50.987653,4.822322,-999,2
326,6220361,50.765692,4.279775,-999,2
327,6220501,50.925233,4.706311,-999,2
328,6228700,42.254381,3.071999,-999,2
329,6228820,41.386565,2.023356,-999,2
330,6228920,42.035163,3.125381,-999,2
331,6238150,51.157318,3.187725,-999,2
332,6262100,37.83,22.17,-999,2
333,6274620,54.906435,26.737921,-999,2
334,6274622,54.916667,26.716667,-999,2
335,6274624,54.9,26.68333333,-999,2
336,6348350,45.701,8.6507,-999,2
337,6348600,45.7834,9.4359,-999,2
338,6349600,46.335,13.1341,-999,2
339,6357520,50.891976,14.802623,-999,2
340,6421103,50.9,5.74,-999,2
341,6421900,50.88,5.68,-999,2
342,6573410,55.76666667,24.26666667,-999,2
343,6574203,54.96666667,22.46666667,-999,2
344,6574362,55.43333333,24.95,-999,2
345,6574391,55.3504,21.5692,-999,2
346,6574813,55.13333333,22.66666667,-999,2
347,6731510,63.274998,11.06141,-999,2
348,6832755,66.0307,24.0211,-999,2
349,6832917,66.78523748,23.91239999,-999,2
350,6970323,64.18,40.58,-999,2
351,6970861,66.65,31.35,-999,2
352,1104480,36.649167,3.4175,829,3
353,1112110,14.5149,-11.21088,25000,3
354,1112330,13.34,-9.53,58000,3
355,1134705,16.130833,-3.219167,362840,3
356,1160376,-33.499722,21.622778,7805,3
357,1160684,-32.505557,27.99056,484,3
358,1286640,-6.190833,35.164166,9669,3
359,1286661,-8.893333,37.136667,788,3
360,1288170,-11.2775,38.651667,716,3
361,1290100,-8.28,32.173611,1119,3
362,1316100,5.2825,-9.300833,761,3
363,1324500,6.43,-8.641667,683,3
364,1338401,5.814167,12.649167,4020,3
365,1348351,3.22,11.92,10340,3
366,1357600,-20.233333,26.166667,6543,3
367,1389250,-19,45,1893,3
368,1396201,-22.563334,27.654167,3507,3
369,1396601,-24.95,26.066667,4167,3
370,1434390,9.5525,-7.505833,1570,3
371,1434510,9.059167,-6.899167,810,3
372,1434700,9.578333,-6.544167,5550,3
373,1447500,-1.400833,15.070833,2261,3
374,1447550,0.88,14.98,1415,3
375,1468050,0.93,30,8000,3
376,1512100,16.92,-12.38,8370,3
377,1547765,-10.134166,31.355,2106,3
378,1577200,8.5675,38.6,2050,3
379,1591410,-16.167433,28.015767,630,3
380,1598003,-26.214722,31.196389,670,3
381,1632500,7.79086,1.29763,995,3
382,1816490,12.809167,-14.280833,815,3
383,1837800,11.5325,13.68,4750,3
384,1931445,12.167372,-2.819227,23700,3
385,1931815,11.695,-1.465833,972,3
386,1993651,-14.118056,33.536611,616,3
387,2106100,23.285278,116.426667,108029,3
388,2180711,37.493348,105.535198,121972,3
389,2181100,31.343333,117.714167,552,3
390,2182050,30.765,113.583333,105535,3
391,2311204,55.5372,68.7257,105000,3
392,2313400,46.804167,70.495833,2960,3
393,2341700,33.835833,71.35,5128,3
394,2816650,39.88,64.250833,2480,3
395,2838100,32.45,75.23,5700,3
396,2854200,15.9175,77.0825,126698,3
397,2901500,60.173333,151.288333,682,3
398,2901900,67.67,-178.9,26700,3
399,2901901,67.42,178.4,26400,3
400,2902500,52.4575,157.018333,649,3
401,2903085,59.18,135.15,4920,3
402,2903217,52.955,112.0075,1680,3
403,2903730,63.4,116.4,11200,3
404,2903735,63.88,113.43,4360,3
405,2903987,64.345833,139.871667,3090,3
406,2907225,51.466667,104.89,2600,3
407,2910285,55.9675,81.503333,1510,3
408,2910297,57.17,84.13,4390,3
409,2911275,56.035,66.848333,2420,3
410,2911415,55.536667,79.4325,852,3
411,2911427,56.633333,77.506667,1430,3
412,2911665,61.08,60.92,4840,3
413,2966400,13.9675,100.705833,5330,3
414,2998550,61.435,149.475,56300,3
415,2999140,69.5,132.09,10800,3
416,2999460,67.1,133.91,16700,3
417,3173100,-27.125833,-69.0081,2272,3
418,3274080,-27.555,-67.008333,1700,3
419,3631500,-3.843567,-50.628867,2682,3
420,3637205,-6.26,-56.738333,37400,3
421,4113361,47.4328,-98.0276,16757,3
422,4208555,59.691024,-111.252934,2020,3
423,4208919,58.8556,-112.7111,1570,3
424,4208989,59.321943,-105.30278,6130,3
425,4213485,49.685033,-97.367733,1820,3
426,4355810,16.598333,-94.766667,13164,3
427,5101120,-17.739611,145.630417,96,3
428,5101163,-18.492083,145.922213,7487,3
429,5101440,-27.99625,153.157917,102,3
430,5104340,-28.035417,152.014256,256,3
431,5109251,-12.454583,142.6377,3290,3
432,5109260,-11.832083,142.42,333,3
433,5148250,1.378333,124.561666,421,3
434,5202160,-35.468933,150.237083,859,3
435,5204243,-29.239583,144.455339,35239,3
436,5204253,-32.966033,142.0585,575318,3
437,5302275,-38.469583,146.555944,21,3
438,5304036,-36.91068,146.700417,415,3
439,5304062,-37.384537,144.45375,38,3
440,5304068,-36.554583,144.6248,246,3
441,5304121,-36.85625,144.915433,288,3
442,5304130,-36.96886,145.785417,122,3
443,5304155,-36.742917,142.788033,125,3
444,5402104,-36.792917,140.534405,411,3
445,5405130,-35.955417,136.6983,187,3
446,5606126,-32.997083,115.921127,19,3
447,5654350,16.360833,121.093333,1270,3
448,5657450,11.1,122.79,534,3
449,5708110,-17.950112,131.660083,44900,3
450,5803089,-42.164583,145.92875,271,3
451,6124420,45.467985,2.151595,1770,3
452,6128210,42.473414,2.670566,1830,3
453,6128720,43.840402,7.142489,130,3
454,6226490,42.769583,-0.33241,1350,3
455,6232100,68.399633,18.825,3294,3
456,6372103,57.1675,25.914167,2230,3
457,6372104,57.5425,26.701667,8510,3
458,6373040,56.751667,24.694167,207,3
459,6373151,56.29,28.17,1700,3
460,6373218,56.6975,22.265833,6510,3
461,6373220,56.219167,25.569167,2060,3
462,6373304,56.403333,24.166667,70500,3
463,6373305,57.0925,21.58,81300,3
464,6373306,57.855,25.054167,82100,3
465,6373430,56.360833,21.208333,5320,3
466,6373442,57.06,22.2875,517,3
467,6373912,56.9775,24.48,1920,3
468,6457990,53.533297,14.635988,15932,3
469,6502150,53.630091,-8.30093,1207,3
470,6731505,63.293333,9.7275,792,3
471,6731755,68.405833,15.709167,67,3
472,6733630,64.998333,13.545833,1769,3
473,6970132,61.567499,38.783333,750,3
474,6970458,59.97125,46.405417,117,3
475,6970625,61.9325,56.121667,380,3
476,6970895,66.73917,53.164169,1160,3
477,6971145,68.6,31.1,2540,3
478,6975120,54.261666,37.469166,755,3
479,3629001,-1.927533,-55.517267,4680000,4
480,1147013,-4.29087,15.27846,3747320,4
481,1147010,-4.286667,15.293333,3475000,4
482,1447150,-4.279167,15.324167,3475000,4
483,4127930,31.006,-91.6237,3250000,4
484,4127800,32.315833,-90.9058,2964255,4
485,2912600,66.639167,66.6,2950000,4
486,4127500,33.5576,-91.230933,2928254,4
487,1362100,29.7,31.28,2900000,4
488,3627000,-3.0758,-59.648633,2854286,4
489,2912602,61.065,68.6,2690000,4
490,3627001,-3.189433,-59.8886,2583079,4
491,2903430,72.354167,126.790833,2460000,4
492,2909150,67.43,86.48,2440000,4
493,2903420,70.713333,127.38,2430000,4
494,2912601,64.661667,65.63,2350000,4
495,3265601,-32.674167,-60.719167,2346000,4
496,3626000,-3.324767,-60.613567,2147736,4
497,3265300,-27.975,-58.83,1950000,4
498,2909151,65.199167,87.89,1870000,4
499,4127501,37.2167,-89.4665,1847188,4
500,4127502,37.901967,-89.8362,1835274,4
501,4127503,38.6289,-90.178967,1805230,4
502,2906901,52.459167,140.3925,1790000,4
503,3625000,-4.054467,-63.031967,1769000,4
504,2909152,61.595833,90.079167,1760000,4
505,2906900,50.601667,137.1625,1730000,4
506,2181900,30.7725,117.619167,1705383,4
507,4208025,67.451669,-133.74472,1660000,4
508,2906700,48.4425,135.0425,1630000,4
509,1673100,15.61,32.4925,1588194,4
510,4208150,65.267221,-126.840837,1570000,4
511,2911097,61.081682,68.842812,1500000,4
512,2181800,30.570833,114.295833,1488036,4
513,2909153,58.463333,92.15,1400000,4
514,6977100,48.801389,44.638333,1360000,4
515,4122900,38.71,-91.4393,1357678,4
516,3635010,-4.890533,-60.0278,1310000,4
517,4122901,38.979233,-92.7538,1296813,4
518,4208005,61.874443,-121.356107,1270000,4
519,4122902,39.112733,-94.588833,1253819,4
520,2911095,60.969167,69.070833,1200000,4
521,3635030,-5.813367,-61.308567,1150000,4
522,3620000,-3.097533,-67.9231,1134540,4
523,2911096,59.600833,69.28,1120000,4
524,3635035,-7.501967,-63.0158,1090000,4
525,4122903,40.0536,-95.420533,1084845,4
526,1673600,9.57,31.643333,1080000,4
527,4122650,40.6819,-95.846067,1072154,4
528,4213711,56.398333,-94.370233,1060000,4
529,4213712,56.384467,-94.6339,1060000,4
530,2908100,58.176698,93.345754,1040000,4
531,2181600,30.696667,111.27,1010000,4
532,4213720,56.033887,-96.528335,1010000,4
533,5404270,-34.1787,140.275,1000001,4
534,1234250,11.88,3.4,1000000,4
535,1734500,11.883367,3.389967,1000000,4
536,4213710,54.775835,-97.930557,1000000,4
537,5204268,-34.190667,141.597,991000,4
538,3623100,-3.435833,-68.756667,990781,4
539,1159105,-28.076663,16.89833,985370,4
540,3635040,-8.749133,-63.920233,976000,4
541,3264500,-27.363333,-55.8725,975000,4
542,4208300,61.267501,-117.54222,970000,4
543,5404271,-34.350067,139.616833,955018,4
544,3635050,-8.770833,-63.916667,950582,4
545,1147011,-0.35,25.4525,948500,4
546,1891500,-16.15,33.590834,940000,4
547,3635041,-9.704767,-65.368033,921000,4
548,2903429,61.770833,129.6625,897000,4
549,1159100,-28.759445,17.721389,866486,4
550,2908101,58.3925,97.45,866000,4
551,1159103,-28.964236,19.151922,859920,4
552,2646100,24.08,89.025,846900,4
553,4121801,41.2589,-95.921667,846306,4
554,2646200,24.08,89.025,846300,4
555,3206720,8.146667,-63.600833,836000,4
556,2846800,25.0225,87.9375,835000,4
557,2335950,25.356667,68.331667,832418,4
558,4103200,61.930367,-162.881233,831390,4
559,1147012,-2.954167,25.928333,810440,4
560,6742900,45.223334,28.716657,807000,4
561,3662200,-24.0542,-54.255833,802200,4
562,3368100,-25.2775,-57.665833,790941,4
563,3206700,7.6775,-64.7825,787000,4
564,2908099,58.065833,102.753333,785000,4
565,4243150,45.006666,-74.794447,774000,4
566,4143550,45.007033,-74.794067,773892,4
567,2903428,60.460833,120.734167,770000,4
568,2911100,57.878181,70.388396,769000,4
569,4103300,64.3296,-158.715233,766640,4
570,4143300,44.705,-75.503333,764600,4
571,3649950,-3.759447,-49.657497,742300,4
572,2910600,59.5175,79.47,738000,4
573,1150200,-3.215833,17.364166,737640,4
574,2908102,56.264167,101.764167,736000,4
575,3649900,-5.1281,-49.317533,731270,4
576,2180800,34.920833,113.65,730036,4
577,4121800,42.865267,-97.3939,723905,4
578,6742800,44.8001,27.820701,709100,4
579,1234150,13.514167,2.09,700000,4
580,2903600,63.298333,132.016667,696000,4
581,3649901,-5.335267,-49.1269,690920,4
582,6842900,44.125833,27.260833,689700,4
583,2180700,34.819167,111.37,688421,4
584,2180710,34.815833,111.153333,687869,4
585,4236010,43.157777,-79.045559,686000,4
586,4103450,64.743833,-155.493567,670810,4
587,6842800,43.859167,25.951667,669900,4
588,4115201,46.183167,-123.184,665371,4
589,2569002,11.5833,104.943333,663000,4
590,2569003,11.993333,105.470833,660000,4
591,6742500,43.626389,25.354444,658400,4
592,6842700,43.628333,25.35,658340,4
593,5204251,-33.7464,142.267167,647200,4
594,2569004,12.4767,106.015833,646000,4
595,2651100,25.168333,89.694167,636130,4
596,2569005,13.534667,105.945,635000,4
597,4352100,32.719167,-114.719167,631960,4
598,3651900,-9.98083,-36.98333,622520,4
599,4152050,32.730867,-114.6319,618715,4
600,4115200,45.6048,-121.1734,613830,4
601,4152100,32.7292,-114.6208,609679,4
602,3617110,-10.794167,-65.349467,609000,4
603,4208400,59.872223,-111.580007,606000,4
604,1537100,12.114167,15.0275,600000,4
605,2908103,52.571667,103.951667,598000,4
606,6842400,43.838333,23.24,588860,4
607,6842200,44.1525,22.818333,584900,4
608,6742200,44.703333,22.415,576232,4
609,5204252,-32.4353,142.38,575000,4
610,2908104,52.250833,104.309167,573000,4
611,2908105,52.2425,104.3125,573000,4
612,6742201,44.814722,21.380277,570896,4
613,6542600,44.8,21.3875,570375,4
614,1134900,15.665867,0.496667,566000,4
615,2911098,57.7,71.170833,564000,4
616,2469261,14.320033,105.875033,549000,4
617,2469260,15.1067,105.8,545000,4
618,2998510,68.7125,158.72,526000,4
619,4123050,37.1451,-88.7409,525770,4
620,6542500,44.83375,20.640416,525009,4
621,1537120,12.083333,15.0525,516633,4
622,4103520,65.508167,-150.175067,516446,4
623,2903601,61.876667,135.513333,514000,4
624,3651800,-9.408367,-40.520867,510800,4
625,4103550,65.8751,-149.7203,508417,4
626,1537130,11.58,15.285833,500000,4
627,1749100,4.3575,18.589167,499000,4
628,5204250,-30.5347,145.114167,489300,4
629,1673800,6.068333,31.598333,488148,4
630,2910601,58.291667,82.8825,486000,4
631,4121802,46.8142,-100.823067,482776,4
632,2910602,57.703333,83.55,482000,4
633,6680802,46.774167,33.181667,482000,4
634,3662100,-20.86667,-51.62806,477027,4
635,3667060,-21.7003,-57.892767,474500,4
636,3667050,-21.41667,-57.909163,470000,4
637,6680800,47.9175,35.119167,463000,4
638,2903700,63.960833,124.8375,452000,4
639,4351900,25.953333,-97.556667,450902,4
640,1537300,10.48,16.72,450000,4
641,1673900,5.201667,31.7675,450000,4
642,2817100,42.311667,59.731667,450000,4
643,2909705,65.626667,90.02,447000,4
644,3638050,-3.235533,-52.190533,446203,4
645,2907401,52.08508,106.66524,445000,4
646,4152103,36.0153,-114.739433,444703,4
647,4119800,38.883333,-90.182567,444185,4
648,2903427,59.731667,113.169167,440000,4
649,2907400,52.014167,107.488333,440000,4
650,2969101,15.3233,105.5,419000,4
651,1896501,-24.744444,33.543056,416522,4
652,1468800,2.42,31.475833,410340,4
653,1357100,-18.278333,21.805,410000,4
654,4125800,34.751767,-92.2738,409453,4
655,4125804,34.7934,-92.358167,409298,4
656,2851300,26.176667,91.700833,405000,4
657,1531700,6.201667,0.096667,394100,4
658,2106500,45.765,126.585,391000,4
659,2969100,16.541667,104.7392,391000,4
660,3637152,-5.156667,-56.8439,387000,4
661,5204255,-30.0879,145.937,386000,4
662,6978250,47.5375,40.650555,378000,4
663,3649419,-5.636067,-48.138867,376660,4
664,2911099,56.893333,74.5175,376000,4
665,2469102,17.391633,104.7992,373000,4
666,2969095,17.3958,104.797467,373000,4
667,6976100,55.756111,52.347222,370000,4
668,1159290,-28.76966,20.724096,366070,4
669,1159300,-28.464445,21.2425,364560,4
