1,2,3,4,5,6
3112,1259103,-24.175333,17.35,9170,4
3113,4148545,34.835467,-80.8795,9169,4
3114,2909321,53.689167,94.168333,9160,4
3115,6142120,48.932267,17.2974,9145,4
3116,6644250,48.095831,22.833334,9140,4
3117,6233754,66.634167,19.818333,9133,4
3118,4121341,41.963567,-95.9728,9132,4
3119,6975050,56.658889,33.831945,9130,4
3120,2903651,57.6425,113.9525,9120,4
3121,4208987,58.965,-108.175,9120,4
3122,2909710,65.655,90.12,9100,4
3123,2910275,57.566667,82.1025,9100,4
3124,4208947,54.014446,-115.839997,9100,4
3125,1160919,-28.445639,32.324306,9099,4
3126,2998520,61.885833,153,9090,4
3127,4213355,51.804102,-96.822187,9090,4
3128,4236600,44.372267,-77.776633,9090,4
3129,1591480,-12.879167,28.2575,9088,4
3130,4122210,39.6997,-96.755533,9088,4
3131,2569026,13.522533,105.2133,9080,4
3132,2909323,53.9025,93.149167,9080,4
3133,1993481,-13.181111,33.704723,9075,4
3134,6742600,48.245,26.813055,9074,4
3135,2908030,57.376667,94.781667,9070,4
3136,4149691,30.7757,-85.826867,9062,4
3137,4149360,31.1028,-88.807467,9052,4
3138,3649449,-15.571367,-51.632733,9045,4
3139,3275220,-33.016667,-69.115833,9040,4
3140,4126851,34.1793,-99.278933,9034,4
3141,3410100,4.810777,-57.4486,9020,4
3142,4147601,41.3092,-74.7953,9013,4
3143,4115261,46.5343,-120.4673,9011,4
3144,2912565,64.353333,61.12,9010,4
3145,4214311,54.945,-95.24,9010,4
3146,4214490,51.823333,-89.6,9010,4
3147,4102750,59.859633,-154.8755,9008,4
3148,1201150,36.120833,8.5,9000,4
3149,3649241,-11.759433,-47.8369,9000,4
3150,1396102,-21.84,27.713334,8980,5
3151,4148230,35.407133,-78.8131,8972,5
3152,1348151,4.216667,14.38,8970,5
3153,2908650,58.805833,97.23,8950,5
3154,4214530,49.615832,-83.263336,8940,5
3155,1159125,-31.43716,20.474169,8938,5
3156,4148320,35.743733,-80.459467,8936,5
3157,4244450,54.625278,-60.977222,8930,5
3158,4355500,24.4872,-106.951367,8919,5
3159,4119285,41.5339,-93.95,8912,5
3160,4208050,65.968611,-134.02777,8910,5
3161,4126350,34.054867,-98.2967,8907,5
3162,1434850,10.625,-6.215,8900,5
3163,1643320,0.309167,12.189167,8900,5
3164,1870500,-2,30,8900,5
3165,2423850,31.516667,50.420278,8900,5
3166,3650650,-6.66917,-38.962503,8900,5
3167,6213770,40.13715,-3.58017,8890,5
3168,6970452,59.982501,45.794999,8890,5
3169,4132200,46.702467,-92.417967,8884,5
3170,4150585,28.7366,-99.1448,8881,5
3171,4214310,54.854721,-95.120003,8880,5
3172,1197001,-25.681389,31.781667,8864,5
3173,1258400,-22.275,16.415,8860,5
3174,4115102,44.2704,-123.175367,8858,5
3175,2911571,54.7825,79.7,8850,5
3176,1591440,-13.826666,27.381667,8849,5
3177,4113351,48.9897,-97.557,8832,5
3178,4152700,40.503533,-108.030633,8832,5
3179,4208427,60.504168,-109.64889,8830,5
3180,4214036,57.254967,-71.078867,8830,5
3181,3652660,-19.491667,-41.16167,8810,5
3182,1234650,13.663333,6.77,8800,5
3183,1643500,-1.641667,13.53,8800,5
3184,2910111,62.1575,73.608333,8800,5
3185,3650410,-7.531667,-46.03,8800,5
3186,3650415,-7.535233,-46.0358,8800,5
3187,2903220,54.296877,114.307982,8790,5
3188,2910720,53.703333,87.828333,8790,5
3189,2910237,58.76,86.0675,8740,5
3190,4213975,51.635567,-102.3697,8740,5
3191,2911591,53.263333,80.78,8720,5
3192,2909362,55.6475,95.478333,8710,5
3193,2588556,35.939167,139.941945,8705,5
3194,4213675,51.449167,-99.967533,8700,5
3195,6970856,66.8425,59.5175,8700,5
3196,3649210,-12.391133,-48.7131,8690,5
3197,3844400,-1.7,-79.995556,8690,5
3198,1159660,-30.829723,26.920556,8689,5
3199,4147720,40.479233,-77.128267,8687,5
3200,4113350,48.913067,-97.917,8676,5
3201,2911735,58.711667,69.575833,8660,5
3202,6373219,56.611667,25.840833,8660,5
3203,4119201,42.610033,-89.069867,8651,5
3204,2369900,12.611667,107.929133,8650,5
3205,2369901,12.611667,107.929133,8650,5
3206,5141100,-7.48,112.201667,8650,5
3207,6854102,61.309254,23.749779,8641,5
3208,6971401,68.45,35.33,8640,5
3209,3618200,0.5153,-60.4661,8639,5
3210,5109204,-16.545683,143.784017,8638,5
3211,1445600,-4.251667,14.046667,8620,5
3212,4122211,39.777467,-96.8584,8609,5
3213,2588550,36.144167,139.703333,8588,5
3214,5101162,-18.633533,146.142167,8585,5
3215,5101161,-18.634433,146.143667,8581,5
3216,6342925,48.674583,12.692014,8578,5
3217,1261200,35.388333,9.718333,8575,5
3218,6233521,60.0638,13.5582,8575,5
3219,4121430,46.833067,-100.9746,8573,5
3220,2469098,17.075867,104.9825,8560,5
3221,4208225,61.530277,-125.409717,8560,5
3222,4123250,38.709533,-84.311333,8547,5
3223,6854705,67.1985,27.7855,8538,5
3224,2311330,51.820833,68.376667,8530,5
3225,1253100,-4.043333,30.580833,8525,5
3226,6216610,39.0003,-5.75856,8508,5
3227,6545150,45.0675,16.388333,8507,5
3228,3265680,-32.615833,-62.6775,8500,5
3229,3275140,-31.878333,-69.688333,8500,5
3230,4205110,60.747467,-137.5053,8500,5
3231,6970800,67.029167,51.13,8500,5
3232,4103570,63.006933,-141.8069,8495,5
3233,6233223,62.027833,14.282667,8482,5
3234,2907081,50.405833,103.945833,8480,5
3235,1197507,-25.398889,31.610556,8473,5
3236,4119251,41.6567,-91.541,8472,5
3237,2311550,50.6075,81.8725,8470,5
3238,2911421,56.076667,77.3,8470,5
3239,6338140,52.732975,7.241933,8469,5
3240,4147110,44.0723,-70.207267,8451,5
3241,3268220,-24.355,-64.994167,8440,5
3242,2428800,28.785556,57.548611,8420,5
3243,2908160,52.57,103.870833,8420,5
3244,4150461,30.661533,-99.1092,8410,5
3245,3669050,-28.21083,-50.757777,8400,5
3246,4120311,48.426367,-111.8897,8397,5
3247,4116400,44.041567,-116.9252,8392,5
3248,4214030,56.461667,-74.218333,8390,5
3249,2903486,54.665833,120.9825,8380,5
3250,2517940,39.27,71.38,8370,5
3251,6842550,43.610833,24.395,8370,5
3252,6338100,52.734167,7.239167,8369,5
3253,4122271,38.223333,-94.668,8366,5
3254,2311340,53.68,69.634167,8360,5
3255,2901195,65.192533,167.989133,8360,5
3256,2909550,61.300833,88.48,8360,5
3257,5708142,-14.4633,132.2567,8357,5
3258,5302365,-38.334567,142.625,8355,5
3259,1339011,3.769167,12.245833,8350,5
3260,6246601,46.75,15.568334,8340,5
3261,2469142,18.543,102.562667,8330,5
3262,6373010,56.9865,21.959867,8320,5
3263,4244400,53.2278,-66.205033,8310,5
3264,2909262,52.5025,89.246667,8300,5
3265,1734550,10.98,3.250833,8298,5
3266,1734560,10.98,3.250833,8298,5
3267,2999474,66.745,136.8,8290,5
3268,5204302,-33.981667,148.936,8290,5
3269,6140250,49.959433,14.088233,8286,5
3270,4215100,48.930832,-119.420837,8280,5
3271,2587400,42.799167,143.519167,8277,5
3272,2909700,58.2275,108.4225,8270,5
3273,1159305,-30.534722,24.9625,8266,5
3274,3652879,-21.54222,-42.179727,8245,5
3275,4122281,38.3889,-91.820167,8236,5
3276,4120100,48.171733,-105.1789,8221,5
3277,6970813,64.7525,32.115,8220,5
3278,4149122,32.280567,-90.1789,8213,5
3279,1733400,7.115833,2.32,8210,5
3280,1321880,7.067,-10.88,8194,5
3281,2910290,56.56,83.6125,8190,5
3282,2418700,36.31,59.712778,8186,5
3283,2910445,50.1,88.3725,8180,5
3284,2998701,67.253333,167.973333,8180,5
3285,3275210,-32.8475,-69.268333,8180,5
3286,4355340,25.888333,-107.9811,8179,5
3287,1734400,11.2225,2.650833,8170,5
3288,1734410,11.2225,2.650833,8170,5
3289,2217470,36.580833,67.780833,8170,5
3290,1259450,-23.111667,18.69,8160,5
3291,6457250,51.810556,18.682222,8156,5
3292,6457840,51.600278,18.743333,8156,5
3293,4151650,36.073067,-106.1117,8143,5
3294,2910105,60.521667,74.455,8130,5
3295,2589501,37.245833,138.808333,8126,5
3296,3635301,-9.9256,-63.0714,8110,5
3297,4101400,70.2814,-148.9628,8107,5
3298,4147902,39.538067,-78.455567,8104,5
3299,1737080,6.3325,16.351667,8100,5
3300,1597001,-25.943611,31.749444,8090,5
3301,2180600,34.725,104.885833,8080,5
3302,3624500,-5.108367,-63.985533,8078,5
3303,5104230,-25.793633,146.586,8070,5
3304,4146180,40.4915,-124.0998,8063,5
3305,4121150,44.3266,-100.3843,8047,5
3306,2910247,59.005,78.421667,8040,5
3307,3649630,-12.884433,-50.830533,8039,5
3308,4123111,38.0612,-88.158967,8034,5
3309,1259111,-26.8895,18.103333,8030,5
3310,4203780,60.342223,-132.545553,8030,5
3311,4152570,41.545267,-109.6935,8029,5
3312,6217300,37.55806,-5.07775,8028,5
3313,1326300,4.451667,9.97,8026,5
3314,2707050,48.744167,98.263333,8012,5
3315,4146080,48.4448,-122.3354,8011,5
3316,4147381,42.948933,-71.4634,8008,5
3317,4118320,35.8486,-116.23,8003,5
3318,6211500,42.45282,-7.7152,7982,5
3319,6865100,42.154169,24.75,7981,5
3320,2903111,56.0475,119.12,7980,5
3321,6502101,53.192352,-7.993166,7980,5
3322,6970930,63.323333,41.4,7980,5
3323,1837255,10.930866,9.60565,7977,5
3324,2311220,53.8,62.185833,7970,5
3325,2910583,54.941667,85.67,7960,5
3326,1655107,-13.771667,15.505,7954,5
3327,1259152,-29.591667,28.714166,7952,5
3328,1495220,-21.134167,31.265833,7950,5
3329,2908148,58.77,102.72,7950,5
3330,4214470,53.715033,-87.9444,7950,5
3331,2908020,55.514167,97.615833,7940,5
3332,6971600,66.51,36.315833,7940,5
3333,6854602,65.364041,26.990895,7934,5
3334,2911853,58.455833,61.75,7920,5
3335,6335601,49.075064,9.156499,7916,5
3336,1134080,10.7975,-7.669167,7900,5
3337,1491700,-16.951667,30.363333,7900,5
3338,4148546,34.985733,-80.974,7900,5
3339,6970740,62.237222,52.499165,7890,5
3340,4150465,31.2132,-98.7195,7889,5
3341,6348200,44.946833,8.6857,7885,5
3342,2588700,38.66,141.2875,7869,5
3343,4213041,51.049167,-114.05,7860,5
3344,2907021,52.155833,109.7525,7850,5
3345,2969234,15.0208,102.2817,7850,5
3346,4208181,63.903609,-123.323613,7850,5
3347,2908170,52.453333,104.28,7840,5
3348,6172200,58.380833,26.726111,7840,5
3349,1159510,-27.398333,26.613056,7801,5
3350,2588701,38.761667,141.274167,7800,5
3351,2907025,52.106667,109.735,7800,5
3352,2910365,57.043333,91.381667,7800,5
3353,4203210,64.042778,-139.40778,7800,5
3354,1159511,-27.399722,26.625556,7794,5
3355,4146140,42.564067,-121.8795,7770,5
3356,4213043,51.0994,-114.2253,7770,5
3357,5222500,4.821667,100.966667,7770,5
3358,3651400,-17.501667,-46.571933,7760,5
3359,4122370,40.2347,-100.877367,7744,5
3360,5109203,-16.472013,144.290486,7734,5
3361,4214286,57.582233,-104.201967,7730,5
3362,1258202,-20.201667,16.134167,7720,5
3363,2903040,61.826667,136.08,7720,5
3364,2910320,57.855833,86.285,7720,5
3365,2911560,53.771667,78.05,7720,5
3366,5231200,5.115,115.92,7718,5
3367,1196540,-22.911026,29.611039,7712,5
3368,4148091,36.915933,-78.7408,7710,5
3369,4147726,41.3245,-77.7505,7705,5
3370,3822100,-1.389722,-78.421111,7690,5
3371,2903418,63.328333,141.368333,7680,5
3372,4213182,52.5589,-112.3328,7680,5
3373,6854103,61.5003,23.7629,7672,5
3374,2217201,36.934166,70.865834,7670,5
3375,2998250,64.379167,157.314167,7670,5
3376,2311474,54.084167,61.395833,7660,5
3377,1577101,8.378333,38.78,7656,5
3378,3512100,3.411667,-53.876667,7650,5
3379,2909570,59.433333,89.296667,7640,5
3380,6216630,38.90985,-5.49226,7640,5
3381,1931695,11.435833,-1.1775,7600,5
3382,2903340,54.705,104.855,7600,5
3383,4215101,49.113867,-119.564733,7590,5
3384,4244945,50.3775,-64.424967,7590,5
3385,3634140,-10.653067,-68.507767,7579,5
3386,2999475,67.144167,134.679167,7570,5
3387,3180510,-27.9772,-70.001133,7568,5
3388,4116470,43.826,-111.904167,7563,5
3389,1813780,12.548333,-12.18,7550,5
3390,2912645,63.68,69.65,7540,5
3391,3669310,-26.93833,-52.905,7535,5
3392,2910235,58.981667,85.104167,7530,5
3393,4149681,32.296533,-84.044633,7511,5
3394,4213193,49.030567,-98.2778,7510,5
3395,1234050,14.601667,0.285833,7500,5
3396,1159815,-27.802778,28.7675,7497,5
3397,2218300,34.219999,63.0025,7490,5
3398,5708094,-17.176667,129.0925,7490,5
3399,6606600,52.950943,-1.076789,7486,5
3400,1196447,-25.129393,27.62858,7483,5
3401,6970175,63.410834,34.066667,7480,5
3402,4149955,27.2259,-80.9626,7475,5
3403,2548320,28.984167,81.133333,7460,5
3404,4150670,29.8763,-95.0938,7457,5
3405,2910254,57.7025,81.009167,7440,5
3406,1337200,7.434167,15.433333,7430,5
3407,4208100,66.112221,-129.274447,7410,5
3408,2311300,51.105833,71.46,7400,5
3409,4208397,58.270832,-121.46389,7400,5
3410,6970841,65.084167,31.105,7400,5
3411,4351150,27.1417,-104.9153,7395,5
3412,4146115,41.0499,-123.672,7389,5
3413,3179920,-28.675233,-70.647233,7384,5
3414,4125552,36.297,-104.4939,7382,5
3415,4152301,33.7975,-110.5041,7379,5
3416,2314500,43.368333,79.110833,7370,5
3417,4122280,37.9298,-91.976567,7356,5
3418,3650540,-3.6825,-39.244167,7350,5
3419,2357400,7.92,81.09,7343,5
3420,1814070,12.43,-14.5,7340,5
3421,4152200,32.727,-108.676433,7327,5
3422,4208305,58.484724,-122.82972,7320,5
3423,5224600,4.190833,102.14,7320,5
3424,6401120,63.935287,-20.63135,7314,5
3425,4121304,46.8897,-98.6817,7304,5
3426,4122230,39.0042,-97.873367,7304,5
3427,2910175,61.750833,79.144167,7300,5
3428,6139770,46.922428,5.350136,7290,5
3429,4115450,46.8319,-114.054833,7288,5
3430,4127700,32.348333,-90.697533,7283,5
3431,2589260,34.819167,135.64,7281,5
3432,4207810,50.329723,-121.22556,7280,5
3433,4208330,60.131111,-124.88917,7280,5
3434,4208979,59.544443,-104.319453,7280,5
3435,2336400,34.365833,73.470833,7278,5
3436,4147501,43.268667,-73.5959,7278,5
3437,3649151,-14.451633,-47.0472,7277,5
3438,4213232,53.4911,-110.3975,7270,5
3439,4122160,40.631667,-95.6258,7268,5
3440,1495801,-19.7725,32.4,7265,5
3441,5607410,-21.6162,115.9225,7263,5
3442,3179530,-37.7106,-71.9017,7252,5
3443,4116460,43.661033,-116.279,7252,5
3444,4203510,61.994446,-132.37778,7250,5
3445,3613010,1.0025,-52.056667,7246,5
3446,1107700,35.145,-1.448333,7245,5
3447,4244940,50.685,-64.580833,7230,5
3448,4148310,34.0571,-79.247833,7226,5
3449,4148410,34.595367,-81.421167,7226,5
3450,4148750,31.2213,-81.8673,7226,5
3451,6742452,45.991667,25.300556,7225,5
3452,6970481,61.608743,43.950827,7210,5
3453,6337501,52.681167,9.704,7209,5
3454,3179900,-28.7225,-70.521667,7187,5
3455,2423350,33.215278,48.890556,7174,5
3456,4358700,20.391198,-97.249893,7172,5
3457,1290210,-8.734166,32.379166,7165,5
3458,4152900,33.0495,-109.2959,7164,5
3459,2678100,36.465278,127.128056,7150,5
3460,4208941,53.696945,-116.16167,7150,5
3461,4126850,34.2276,-100.0737,7133,5
3462,3664102,-25.681387,-52.983607,7130,5
3463,4772250,12.900833,-84.901667,7125,5
3464,2911910,56.105,62.744167,7120,5
3465,4215700,49.910557,-115.737227,7120,5
3466,4148855,29.505267,-81.807333,7115,5
3467,2903325,54.858333,105.4525,7100,5
3468,2912647,63.705,67.25,7100,5
3469,3265010,-25.265,-65.388333,7100,5
3470,1159417,-28.117222,26.719167,7092,5
3471,2903455,67.104167,126.2,7090,5
3472,2910257,57.835,80.145833,7090,5
3473,4146081,48.5243,-121.771,7089,5
3474,6545100,46.0715,15.182033,7084,5
3475,2910700,53.331667,87.229167,7080,5
3476,3179330,-35.820033,-71.824967,7079,5
3477,6401701,66.035267,-16.447533,7074,5
3478,4148570,33.0279,-80.392333,7071,5
3479,4355600,16.9292,-99.619133,7067,5
3480,2588702,38.949167,141.17,7065,5
3481,4127201,38.612533,-89.357033,7042,5
3482,3650928,-8.000837,-35.046667,7040,5
3483,6970110,61.6875,39.286667,7040,5
3484,4147050,45.0517,-69.8862,7032,5
3485,4115282,44.4987,-121.3212,7006,5
3486,6213780,40.39521,-3.50944,7005,5
3487,6335530,49.834192,10.941275,7005,5
3488,1259110,-26.799167,18.215833,7000,5
3489,2589550,37.738611,139.272222,6997,5
3490,1159415,-28.144444,26.417222,6994,5
3491,4115225,44.112367,-120.7956,6993,5
3492,4203910,60.852222,-135.74167,6990,5
3493,6336900,49.408927,6.647589,6983,5
3494,3652210,-14.61,-41.13806,6980,5
3495,6970521,63.450001,47.920001,6980,5
3496,1837430,11.611367,8.377333,6975,5
3497,4103451,64.7922,-155.562467,6975,5
3498,4148121,35.2582,-77.5855,6972,5
3499,2903060,60.971667,135.000833,6970,5
3500,4149350,31.144967,-88.5494,6967,5
3501,1733200,7.560833,2.0525,6950,5
3502,2217480,36.199167,65.95,6950,5
3503,4116401,43.9304,-116.4426,6941,5
3504,4131031,47.113133,-69.088967,6941,5
3505,4147031,47.113133,-69.088967,6941,5
3506,1234120,13.85,1.468333,6940,5
3507,4207300,52.070833,-123.53667,6940,5
3508,4208251,59.187222,-129.211387,6940,5
3509,6349200,46.404169,11.31,6926,5
3510,6971150,66.758085,34.300539,6920,5
3511,3947700,-4.298611,-80.151944,6912,5
3512,1160773,-30.860139,29.072083,6906,5
3513,1813350,13.819167,-13.900833,6900,5
3514,4208326,59.186945,-124.700557,6900,5
3515,1160320,-32.502778,19.535,6895,5
3516,4126100,33.918767,-94.3877,6895,5
3517,1837450,11.9049,8.412467,6890,5
3518,6642100,48.309999,25.936665,6890,5
3519,4121130,45.1978,-102.1565,6889,5
3520,4150470,31.378267,-100.610133,6871,5
3521,1216450,8.570033,-11.262533,6870,5
3522,6970881,62.4325,58.51,6870,5
3523,4148610,32.1916,-81.4159,6864,5
3524,2311821,49.331667,85.17,6860,5
3525,4208110,65.296387,-127.68028,6860,5
3526,4215102,49.3406,-119.579467,6860,5
3527,2910520,52.3475,84.82,6850,5
3528,1199310,-27.36325,31.782611,6846,5
3529,5101390,-25.767467,152.526167,6845,5
3530,4769250,13.536667,-85.829167,6844,5
3531,4119317,41.3845,-88.790033,6843,5
3532,4358530,25.25,-105.450833,6842,5
3533,4243080,47.082767,-75.752767,6840,5
3534,4119070,45.0866,-93.7341,6838,5
3535,4355320,18.800833,-103.619967,6835,5
3536,5202111,-32.3475,150.574167,6818,5
3537,4116350,42.771,-115.721233,6812,5
3538,1336500,5.754167,9.32,6810,5
3539,1531680,8.468333,-0.213333,6810,5
3540,2998800,68.525,174.15,6810,5
3541,4203850,59.6,-133.81334,6810,5
3542,1813400,13.68,-13.1775,6800,5
3543,3650310,-4.03222,-45.778337,6800,5
3544,3650350,-6.372533,-44.359433,6800,5
3545,3652060,-11.80722,-39.38639,6795,5
3546,6246611,47.1644,15.318067,6792,5
3547,4213740,52.776946,-96.75361,6790,5
3548,6794210,32.678661,35.624661,6790,5
3549,5109220,-16.533167,142.06,6789,5
3550,5709105,-14.962067,133.242067,6784,5
3551,4120953,45.112733,-110.7944,6783,5
3552,2911715,58.405833,67.465,6780,5
3553,6970722,63.688891,51.774166,6780,5
3554,6864100,41.853331,23.134167,6777,5
3555,5606130,-32.7722,116.0843,6773,5
3556,4203420,61.871943,-134.83333,6760,5
3557,6139284,44.084737,6.011976,6760,5
3558,4214519,49.41,-82.43,6759,5
3559,1737200,6.5,18.266667,6750,5
3560,1993490,-13.289167,33.5675,6737,5
3561,4118110,39.1527,-119.0982,6734,5
3562,1196500,-23.065756,29.578913,6731,5
3563,1631200,10.2025,0.4475,6730,5
3564,4203080,66.427223,-138.406103,6730,5
3565,6457670,50.121944,18.229722,6728,5
3566,4208515,55.414093,-123.630191,6720,5
3567,4382100,19.760833,-71.56,6718,5
3568,1160303,-33.897778,20.011667,6713,5
3569,3634100,-11.000533,-68.7617,6712,5
3570,1426180,8.098333,-6.301667,6700,5
3571,6970771,60.327499,49.611666,6700,5
3572,6842300,43.1825,24.001667,6697,5
3573,3664100,-25.772223,-52.933703,6696,5
3574,6233740,65.068767,17.089867,6693,5
3575,2217410,36.5275,64.889166,6685,5
3576,4214560,51.079165,-80.760003,6680,5
3577,1389490,-20.2775,46.819167,6675,5
3578,6681500,47.513334,32.353333,6670,5
3579,4208140,58.45,-116.267783,6660,5
3580,6343500,48.158628,12.834335,6655,5
3581,1426250,8.24,-4.848333,6650,5
3582,2911470,57.065833,74.521667,6650,5
3583,5865600,-39.776865,175.145375,6643,5
3584,5202080,-31.918333,152.31,6642,5
3585,1104200,35.4975,0.68,6635,5
3586,2549300,28.014167,83.600833,6630,5
3587,1396200,-22.571667,27.654167,6623,5
3588,3179060,-39.013567,-73.0828,6623,5
3589,4123095,35.9301,-87.7431,6623,5
3590,4120800,47.350233,-106.3578,6615,5
3591,2910270,57.483333,82.22,6610,5
3592,1427600,5.259167,-6.055,6600,5
3593,2997517,63.376667,78.298333,6600,5
3594,6258226,52.084115,23.669987,6590,5
3595,3618600,-0.859433,-60.518333,6589,5
3596,4208258,59.064445,-127.846387,6580,5
3597,6971445,68.005556,39.704722,6570,5
3598,2908152,51.714167,102.593333,6560,5
3599,1837431,11.468333,8.406667,6553,5
3600,2517750,39.15,71.581667,6550,5
3601,6246610,47.264999,15.316667,6548,5
3602,2911658,60.63,60.529167,6530,5
3603,4115223,44.8138,-119.4317,6527,5
3604,4148535,34.013167,-81.0879,6527,5
3605,2421200,35.854167,47.897222,6525,5
3606,1258501,-23.266667,15.799167,6520,5
3607,2311325,52.779167,66.801667,6520,5
3608,2903732,62.4175,114.365833,6520,5
3609,1389670,-15.981667,47.685,6515,5
3610,1389430,-21.308333,45.995,6510,5
3611,5607520,-21.095133,119.316467,6503,5
3612,4113355,48.179467,-99.2212,6501,5
3613,2910210,59.365,82.835833,6500,5
3614,2911400,57.626667,72.915833,6500,5
3615,2911457,55.861667,80.036667,6500,5
3616,4772210,12.785,-85.120833,6500,5
3617,2589701,38.879167,139.91,6497,5
3618,4147715,42.0023,-76.6347,6490,5
3619,4220500,48.985033,-110.4694,6490,5
3620,5654500,15.168333,120.78,6487,5
3621,3634500,-7.4647,-64.242467,6482,5
3622,2903331,57.126067,105.0097,6480,5
3623,3650710,-5.5933,-37.6842,6480,5
3624,4245295,55.32,-126.628333,6480,5
3625,2335210,33.1275,72.33,6475,5
3626,4116200,46.7585,-118.1488,6475,5
3627,4121340,42.4722,-95.7972,6475,5
3628,1289451,-7.290833,38.164167,6472,5
3629,3649450,-16.3025,-51.470033,6471,5
3630,2910562,51.18,81.190833,6450,5
3631,3275010,-28.733333,-68.254167,6450,5
3632,6970125,60.930833,38.85,6450,5
3633,6970502,63.635002,49.45,6450,5
3634,6337510,52.682167,9.602333,6443,5
3635,2589502,36.73,138.308333,6442,5
3636,2911501,54.7,78.670833,6440,5
3637,6444380,48.103333,20.838333,6440,5
3638,4355310,27.0192,-108.415033,6439,5
3639,2423300,32.933333,48.765,6432,5
3640,4119290,39.611467,-91.4085,6423,5
3641,1547300,-10.1833,30.9667,6418,5
3642,4664200,14.07,-89.13,6413,5
3643,1427400,6.545833,-7.479167,6400,5
3644,1634610,11.236667,-10.589167,6400,5
3645,1643520,-1.63,13.61,6400,5
3646,4136300,43.179767,-77.6275,6390,5
3647,4213240,50.1342,-98.582467,6390,5
3648,6458715,51.498056,22.644444,6390,5
3649,6855470,62.851004,30.441535,6389,5
3650,4203410,62.049166,-136.279993,6370,5
3651,4213956,49.954767,-93.3972,6370,5
3652,4150605,32.966,-96.9444,6369,5
3653,6337507,51.227,9.469,6366,5
3654,1531300,7.981633,-0.8833,6355,5
3655,3651650,-12.41056,-45.12222,6350,5
3656,5870600,-41.833416,171.69936,6350,5
3657,6217500,37.88131,-3.21164,6349,5
3658,4103620,64.2176,-149.280933,6346,5
3659,1897550,-25.168333,32.07,6345,5
3660,1931160,10.918333,-3.65,6345,5
3661,6233692,65.673167,18.1433,6323,5
3662,4116310,46.5043,-116.3204,6320,5
3663,4208942,53.651667,-116.279167,6310,5
3664,6457205,53.054722,16.730278,6307,5
3665,6235530,47.451389,9.663611,6301,5
3666,1427250,7.868333,-7.555,6300,5
3667,2707800,47.889167,106.918333,6300,5
3668,6227130,39.51777,-0.50406,6294,5
3669,2903665,58.198333,109.329167,6290,5
3670,3660109,-21.298333,-44.615003,6280,5
3671,6372100,57.5362,25.424233,6280,5
3672,2589700,38.756667,140.069167,6271,5
3673,2910650,54.6175,83.4025,6270,5
3674,3179280,-34.274767,-71.373367,6265,5
3675,6742912,44.695555,26.578333,6265,5
3676,2469268,15.3317,105.825867,6260,5
3677,6855480,63.417819,30.471495,6259,5
3678,2911463,56.628365,77.509953,6250,5
3679,3637400,-6.8197,-56.850867,6240,5
3680,4203300,61.985001,-140.554727,6240,5
3681,3179700,-31.587767,-71.4606,6234,5
3682,4213910,49.866667,-91.489169,6230,5
3683,6340200,51.227339,11.684707,6218,5
3684,4134300,43.5953,-84.234667,6216,5
3685,6246612,47.4106,15.283333,6214,5
3686,1670101,-3.36,29.9858,6212,5
3687,1447400,-1.888333,15.860833,6200,5
3688,1813320,13.201667,-13.613333,6200,5
3689,1309720,34.588333,-5.251667,6190,5
3690,6731920,69.826302,23.517648,6187,5
3691,3618740,1.75,-62.284133,6182,5
3692,1597002,-26.033333,31.104722,6174,5
3693,6340600,51.591,12.581,6171,5
3694,6340610,52.368,13.997,6171,5
3695,2469266,15.3783,105.821633,6170,5
3696,4355700,23.941433,-106.597467,6166,5
3697,4208980,59.548889,-106.409443,6150,5
3698,4213810,55.9958,-97.358067,6130,5
3699,2427500,28.599167,53.4475,6120,5
3700,1196106,-24.925639,29.323389,6119,5
3701,6935500,47.3831,9.641733,6119,5
3702,1491680,-17.105833,30.315833,6110,5
3703,2909250,52.084167,92.730833,6110,5
3704,6854104,61.853322,23.910677,6102,5
3705,2469049,19.783367,102.180867,6100,5
3706,1269400,-2.639167,33.54,6093,5
3707,2218203,34.521667,65.254167,6090,5
3708,4214690,51.534433,-78.097733,6090,5
3709,4215103,49.4956,-119.616967,6090,5
3710,4120125,44.837967,-108.434,6086,5
3711,4122636,41.7769,-99.3796,6086,5
3712,5405090,-31.954,138.1,6077,5
3713,3179310,-35.556667,-71.7067,6072,5
3714,4123206,38.9826,-85.8991,6063,5
3715,2969013,19.921633,99.848333,6060,5
3716,4122155,42.0097,-106.5131,6055,5
3717,6233680,65.532533,17.476933,6054,5
3718,1931890,11.520833,1.440833,6050,5
3719,4119170,41.767,-90.5349,6050,5
3720,4213141,49.2328,-102.2281,6050,5
3721,6970750,61.589724,51.577221,6040,5
3722,3651530,-14.312767,-44.4594,6030,5
3723,4208320,62.172501,-109.859997,6030,5
3724,4122120,42.4577,-107.1964,6027,5
3725,5101305,-25.743867,149.3299,6026,5
3726,3634450,-9.111133,-68.9933,6025,5
3727,4123251,38.5978,-84.2666,6024,5
3728,2588552,36.1925,139.51,6018,5
3729,4122639,41.0314,-98.7406,6009,5
3730,2588703,39.165,141.164167,6006,5
3731,4135205,41.2375,-84.3991,6004,5
3732,6233523,60.9512,12.544633,6002,5
3733,4133700,43.435533,-85.6653,5991,5
3734,2903222,54.9175,113.373333,5990,5
3735,4208916,57.650833,-111.20139,5990,5
3736,6972400,58.848333,29.905834,5990,5
