1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
2549,3268030,-22.8,-64.48,-22.7992,-64.5158,-22.79,-64.54,1700,1644,1739,0.795,0.978,N,,,,2549,4208295,60.2097,-129.55,60.2089,-129.55,60.21,-129.54,5100,6367,6467,0.877,0.789,C,43
2550,3268050,-22.9,-64.55,-22.9,-64.5492,-22.87,-64.62,2950,2945,2685,0.783,0.91,N,,,,2550,4208300,61.2608,-117.5447,61.2675,-117.5422,61.29,-117.54,970000,971551,973943,0.983,0.996,C,54
2551,3268100,-22.72,-64.37,-22.7217,-64.3733,-22.62,-64.46,4450,4863,4914,0.854,0.906,C,52,,,2551,4208305,58.4839,-122.8297,58.4847,-122.8297,58.46,-122.87,7320,7246,7352,0.878,0.996,C,40
2552,3268130,-22.58,-64.23,-22.5775,-64.24,-22.54,-64.21,10460,10309,10016,0.897,0.958,N,,,,2552,4208311,63.925,-125.2983,63.9225,-125.2983,63.96,-125.37,15400,15417,15285,0.922,0.993,C,59
2553,3268150,-23.1,-64.22,-23.0992,-64.22,-23.12,-64.21,24931,23470,23533,0.933,0.944,N,,,,2553,4208317,63.17,-123.69,63.1717,-123.6892,63.21,-123.71,1230,1276,1288,0.842,0.955,C,36
2554,3268220,-24.35,-65,-24.355,-64.9942,-24.37,-65.04,8440,8144,8241,0.855,0.976,N,,,,2554,4208320,62.1725,-109.8608,62.1725,-109.86,62.21,-109.71,6030,8407,8462,0.86,0.713,C,26
2555,3268250,-24.43,-64.83,-24.4292,-64.8308,-24.54,-64.87,4100,4876,4515,0.798,0.908,N,,,,2555,4208325,58.8556,-125.3805,58.8547,-125.3805,58.87,-125.46,2570,2548,2608,0.846,0.985,C,57
2556,3268270,-23.73,-64.47,-23.7025,-64.4842,-23.62,-64.46,25800,22204,23954,0.876,0.928,C,54,,,2556,4208326,59.1878,-124.7014,59.1869,-124.7006,59.12,-124.71,6900,6865,6820,0.906,0.988,C,43
2557,3268500,-22.45,-62.37,-22.4558,-62.3658,-22.54,-62.21,96000,87793,89414,0.93,0.931,C,52,,,2557,4208330,60.1311,-124.8892,60.1311,-124.8892,60.12,-124.87,7280,7311,7446,0.875,0.978,C,53
2558,3268900,-26.3,-59.38,-26.2967,-59.3858,-26.12,-59.54,65736,98740,98941,0.947,0.664,C,42,,,2558,4208335,61.1397,-119.8358,61.1356,-119.8383,61.12,-119.87,9270,9037,8941,0.892,0.965,C,57
2559,3269300,-29.83,-57.68,-29.8317,-57.68,-29.79,-57.71,10056,9947,9804,0.907,0.975,C,56,,,2559,4208345,61.8939,-121.6117,61.8939,-121.6117,61.87,-121.62,2050,2135,2253,0.825,0.91,C,50
2560,3269500,-31.4,-58.02,-31.4125,-58.0133,-31.37,-57.96,249312,242700,242802,0.972,0.974,N,,,,2560,4208350,63.1081,-116.9739,63.1081,-116.9731,63.12,-117.04,13900,13776,13873,0.901,0.998,C,57
2561,3274030,-28.08,-67.58,-28.0617,-67.545,-27.96,-67.62,14000,14436,14838,0.904,0.944,N,,,,2561,4208353,63.7956,-116.1211,63.7956,-116.1219,63.79,-116.12,4850,4043,4088,0.81,0.843,C,34
2562,3274100,-27.4,-65.98,-27.4,-65.9758,-27.37,-65.96,1000,878,989,0.712,0.989,N,,,,2562,4208357,63.9742,-115.4333,63.9725,-115.4333,63.96,-115.54,13300,12071,11983,0.88,0.901,C,54
2563,3274140,-26.52,-65.22,-26.5192,-65.22,-26.46,-65.21,3720,4159,4230,0.806,0.879,N,,,,2563,4208358,63.1786,-115.1981,63.1778,-115.1972,63.21,-115.04,3400,3598,3603,0.818,0.944,C,36
2564,3274150,-27.58,-64.5,-27.58,-64.47,-27.46,-64.62,20200,26098,25772,0.921,0.784,N,,,,2564,4208360,58.7883,-122.6592,58.7883,-122.6592,58.79,-122.71,20300,20174,20078,0.941,0.989,C,62
2565,3274800,-31.1,-65.18,-31.0992,-65.1192,-31.12,-65.12,2000,1612,1685,0.796,0.843,N,,,,2565,4208365,58.6708,-122.6375,58.6708,-122.6383,58.62,-122.54,22800,22377,22776,0.921,0.999,C,50
2566,3274830,-31.37,-64.45,-31.3733,-64.4508,-31.37,-64.46,1350,1621,1612,0.816,0.837,N,,,,2566,4208370,62.5456,-114.1639,62.5572,-114.1797,62.62,-114.21,16300,15799,15903,0.934,0.976,C,60
2567,3274950,-32.78,-65.5,-32.81,-65.4708,-32.79,-65.46,1130,1090,1226,0.679,0.922,N,,,,2567,4208371,62.6708,-114.2633,62.67,-114.2633,62.71,-114.29,11300,10951,10744,0.911,0.951,C,58
2568,3275010,-28.75,-68.25,-28.7333,-68.2542,-28.71,-68.29,6450,6569,6486,0.847,0.994,N,,,,2568,4208376,62.4908,-113.5231,62.4917,-113.5231,62.46,-113.37,3630,3626,3769,0.878,0.963,C,54
2569,3275050,-30.22,-68.83,-30.1975,-68.8308,-30.21,-68.87,25500,24283,23893,0.914,0.937,C,42,,,2569,4208386,62.6506,-122.9,62.6497,-122.9008,62.71,-122.87,20200,21198,21283,0.92,0.949,C,57
2570,3275080,-30.97,-69.53,-30.9733,-69.5533,-30.96,-69.54,5280,4925,4937,0.862,0.935,C,35,,,2570,4208397,58.2708,-121.4639,58.2708,-121.4639,58.29,-121.37,7400,7493,7637,0.887,0.969,C,53
2571,3275100,-31.52,-68.63,-31.5067,-68.6267,-31.46,-68.71,25000,27814,27580,0.921,0.906,C,55,,,2571,4208400,59.8722,-111.5833,59.8722,-111.58,59.87,-111.54,606000,604882,606122,0.981,1,C,64
2572,3275130,-31.92,-69.68,-31.895,-69.6967,-31.87,-69.79,4790,4869,4602,0.818,0.961,C,47,,,2572,4208410,62.8947,-108.4675,62.8947,-108.4675,62.87,-108.46,26600,26729,26870,0.927,0.99,C,61
2573,3275140,-31.88,-69.68,-31.8783,-69.6883,-31.87,-69.71,8500,8465,8158,0.855,0.96,C,54,,,2573,4208415,64.1469,-108.9172,64.1511,-108.9164,64.21,-108.96,1780,1816,1868,0.842,0.953,C,36
2574,3275150,-31.95,-69.7,-31.945,-69.7183,-31.96,-69.71,3710,3488,3483,0.821,0.939,C,52,,,2574,4208420,60.6497,-111.947,60.6489,-111.947,60.62,-111.96,58700,56634,56608,0.95,0.964,C,52
2575,3275200,-32.85,-69.77,-32.8642,-69.7658,-32.96,-69.79,1800,1769,1941,0.784,0.927,N,,,,2575,4208422,61.8756,-107.67,61.8789,-107.6667,61.87,-107.62,9660,10289,10164,0.886,0.95,C,51
2576,3275210,-32.85,-69.27,-32.8475,-69.2683,-32.87,-69.29,8180,6988,7288,0.872,0.891,C,52,,,2576,4208426,61.8158,-107.8697,61.815,-107.8689,61.87,-107.79,2050,1883,1890,0.8,0.922,C,32
2577,3275220,-33.02,-69.12,-33.0167,-69.1158,-33.04,-69.12,9040,7927,8225,0.878,0.91,C,39,,,2577,4208427,60.505,-109.6489,60.5042,-109.6489,60.71,-109.71,8830,10736,10420,0.85,0.847,C,36
2578,3275250,-33.78,-69.25,-33.7783,-69.2508,-33.79,-69.29,2380,2461,2425,0.808,0.981,C,54,,,2578,4208440,60.7431,-115.8578,60.7431,-115.8586,60.71,-115.87,52300,50904,51076,0.934,0.977,C,60
2579,3275270,-33.38,-67.17,-33.3717,-67.1575,-33.21,-67.21,102120,136336,134014,0.942,0.762,C,50,,,2579,4208441,59.1494,-117.6342,59.1494,-117.6342,59.12,-117.71,36900,36743,36517,0.934,0.99,C,59
2580,3275280,-34.67,-69.33,-34.6758,-69.3275,-34.71,-69.37,2753,2761,2831,0.809,0.972,C,51,,,2580,4208450,59.1139,-112.4264,59.1122,-112.4264,59.12,-112.46,293000,299107,299375,0.972,0.979,C,62
2581,3275290,-34.57,-68.57,-34.5917,-68.5642,-34.62,-68.62,4150,4899,5093,0.822,0.815,N,,,,2581,4208452,58.38,-116.03,58.3892,-116.0317,58.37,-116.12,223000,226486,226950,0.971,0.983,C,63
2582,3275400,-35.03,-68.87,-35.0792,-68.8417,-35.21,-69.04,3800,4048,4291,0.786,0.886,N,,,,2582,4208455,55.9192,-118.6053,55.92,-118.6053,55.96,-118.62,130000,135279,135464,0.969,0.96,C,61
2583,3275450,-35.87,-69.88,-35.8717,-69.8817,-35.87,-69.87,5020,5020,4888,0.834,0.974,C,50,,,2583,4208456,56.12,-120.05,56.1267,-120.05,56.12,-120.12,118000,122148,121417,0.961,0.972,C,56
2584,3275500,-36.73,-69.95,-36.7317,-69.9475,-36.71,-69.96,2900,3179,3245,0.829,0.894,C,49,,,2584,4208457,56.1358,-120.6703,56.1375,-120.6703,56.12,-120.71,97100,100717,100923,0.966,0.962,C,62
2585,3275700,-37.1,-69.73,-37.0933,-69.7225,-37.04,-69.79,15300,14810,14768,0.888,0.965,C,56,,,2585,4208458,56.1994,-120.8117,56.1986,-120.8117,56.21,-120.87,83900,87189,87235,0.959,0.962,C,58
2586,3275750,-38.83,-64.83,-38.8258,-64.83,-38.79,-64.96,223000,300886,301316,0.946,0.74,C,48,,,2586,4208461,58.5967,-118.3333,58.5958,-118.3342,58.54,-118.37,10400,10364,10565,0.896,0.984,C,58
2587,3275800,-38.53,-69.42,-38.5367,-69.4083,-38.46,-69.46,30200,30672,30471,0.92,0.991,C,60,,,2587,4208470,60.7122,-114.903,60.7122,-114.9056,60.71,-114.87,18500,18427,18468,0.935,0.998,C,44
2588,3275900,-40.53,-70.43,-40.53,-70.4308,-40.54,-70.46,26400,26437,26134,0.933,0.99,C,46,,,2588,4208472,60.0503,-112.6978,60.0536,-112.6953,59.96,-112.87,3330,3259,3309,0.827,0.994,C,43
2589,3275910,-40.53,-70.67,-40.5633,-70.63,-40.54,-70.62,9800,9871,10005,0.91,0.98,C,51,,,2589,4208475,60.0047,-115.5789,60.0047,-115.5797,59.96,-115.62,3410,3679,3757,0.858,0.908,C,35
2590,3275950,-41.07,-71.15,-41.0567,-71.1483,-41.04,-71.21,3900,3941,3959,0.842,0.985,C,56,,,2590,4208477,60.9403,-117.4217,60.9403,-117.4217,60.96,-117.46,15600,15548,15713,0.914,0.993,C,60
2591,3275990,-40.43,-63.67,-40.4533,-63.685,-40.37,-63.87,95000,113187,111608,0.927,0.851,C,53,,,2591,4208485,56.4672,-123.9333,56.4664,-123.9333,56.54,-123.96,2220,2187,2169,0.834,0.977,C,51
2592,3276100,-42.1,-71.17,-42.1,-71.17,-42.04,-71.12,1200,1299,1409,0.773,0.852,N,,,,2592,4208487,57.1911,-124.8989,57.1903,-124.8981,57.21,-124.87,1700,1677,1722,0.81,0.987,C,51
2593,3276150,-42.7,-70.53,-42.7267,-70.5358,-42.71,-70.62,2800,1480,1391,0.697,0.497,N,,,,2593,4208491,57.1278,-125.25,57.1278,-125.2508,57.12,-125.29,16000,15641,15753,0.912,0.985,C,57
2594,3276200,-43.85,-68.5,-43.8458,-68.495,-43.79,-68.62,16400,29197,28453,0.897,0.576,C,37,,,2594,4208495,57.45,-125.6375,57.4492,-125.635,57.54,-125.62,2410,2493,2445,0.833,0.986,C,45
2595,3276300,-44.97,-71.35,-44.96,-71.3508,-44.96,-71.29,1300,1024,976,0.642,0.751,N,,,,2595,4208500,55.9192,-124.5644,55.9175,-124.5661,55.87,-124.54,5490,5430,5516,0.852,0.995,C,55
2596,3276320,-45.45,-69.42,-45.6304,-69.7526,-45.54,-69.79,17500,16691,16878,0.862,0.964,N,,,,2596,4208505,56.2439,-124.6433,56.2439,-124.6433,56.29,-124.71,2980,2942,2914,0.814,0.978,C,51
2597,3276800,-50.27,-71.9,-50.26,-71.8975,-50.21,-72.04,15550,17014,17137,0.93,0.907,C,56,,,2597,4208507,56.1264,-124.7964,56.1272,-124.7964,56.12,-124.79,1960,1932,2021,0.811,0.97,C,50
2598,3289050,-43.7,-71.3,-43.7008,-71.3008,-43.71,-71.29,1500,1307,1426,0.637,0.951,N,,,,2598,4208510,56.7269,-125.1106,56.7278,-125.1106,56.71,-125.21,4200,4137,4054,0.854,0.965,C,53
2599,3290500,-43.13,-71.58,-43.1367,-71.5808,-43.12,-71.62,4650,4541,4679,0.848,0.994,N,,,,2599,4208515,55.2,-124.2333,55.4141,-123.6302,55.37,-123.62,6720,6722,6976,0.874,0.963,C,53
2600,3308100,7.64,-60.06,7.6333,-60.0667,7.62,-60.12,2490,2547,2627,0.841,0.948,C,34,,,2600,4208516,55.435,-123.6161,55.201,-124.2269,55.21,-124.29,4350,4314,4515,0.849,0.963,C,48
2601,3308300,6.38,-60.38,6.38,-60.3792,6.37,-60.37,14000,12199,12844,0.837,0.917,C,36,,,2601,4208520,54.9958,-123.0356,54.9967,-123.0372,54.96,-123.04,3690,3933,3789,0.849,0.974,C,52
2602,3308400,6.43,-58.82,6.4283,-58.82,6.46,-58.87,53400,52970,52877,0.939,0.99,C,42,,,2602,4208530,56.6772,-121.2208,56.6772,-121.2208,56.71,-121.21,1750,1772,1746,0.822,0.998,C,56
2603,3308600,5.85,-58.58,5.85,-58.59,5.79,-58.62,66600,67765,67825,0.94,0.982,C,48,,,2603,4208540,55.5564,-121.2042,55.5522,-121.2025,55.54,-121.21,5620,5525,5440,0.874,0.968,C,54
2604,3309300,5.31,-58.53,5.31,-58.5325,5.29,-58.54,2460,2532,2640,0.79,0.932,N,,,,2604,4208545,55.5428,-121.6244,55.5436,-121.6261,55.46,-121.62,2510,2585,2559,0.843,0.981,C,54
2605,3309400,4.88,-58.23,4.8733,-58.2433,4.87,-58.21,5100,3848,4092,0.755,0.802,N,,,,2605,4208550,56.0275,-121.8989,56.03,-121.8997,55.96,-122.04,70200,73159,73132,0.951,0.96,C,60
2606,3368100,-25.27,-57.67,-25.2775,-57.6658,-25.12,-57.46,790941,878152,873208,0.916,0.906,N,,,,2606,4208555,59.8764,-111.5208,59.691,-111.2529,59.71,-111.12,2020,4440,4656,0.847,0.434,C,14
2607,3410100,4.83,-57.73,4.8108,-57.4486,4.79,-57.37,9020,9209,9293,0.872,0.971,N,,,,2607,4208561,56.2511,-121.6275,56.2511,-121.6275,56.29,-121.62,9350,9320,9054,0.919,0.968,C,59
2608,3410500,5.8,-57.12,5.8033,-57.1367,5.62,-57.12,51600,63568,63322,0.939,0.815,N,,,,2608,4208562,56.5083,-122.2411,56.5083,-122.2411,56.54,-122.29,3780,3742,3732,0.879,0.987,C,55
2609,3411100,5.1,-56.52,5.1058,-56.5242,5.12,-56.54,5160,5064,5367,0.862,0.961,N,,,,2609,4208565,56.28,-120.7,56.2783,-120.7008,56.29,-120.71,15600,15478,15524,0.927,0.995,C,61
2610,3411300,4.9,-56.12,4.9,-56.1192,4.87,-56.12,12300,12036,11935,0.903,0.97,N,,,,2610,4208570,55.72,-121.2078,55.72,-121.2078,55.71,-121.21,12100,12066,12192,0.902,0.992,C,60
2611,3411500,4.9,-55.57,4.9,-55.565,4.87,-55.54,3520,3525,3495,0.775,0.993,N,,,,2611,4208580,55.9569,-120.5625,55.9569,-120.5642,55.96,-120.62,3570,3601,3622,0.864,0.986,C,58
2612,3412700,3.66,-54.22,3.2166,-54.1699,3.12,-54.21,4930,5080,4867,0.853,0.987,N,,,,2612,4208590,55.0781,-122.9047,55.0781,-122.9047,55.04,-122.87,4900,4893,4873,0.89,0.994,C,58
2613,3412800,5,-54.4,5.0367,-54.4258,5.04,-54.46,63700,62463,62464,0.954,0.981,N,,,,2613,4208596,55.0722,-118.8028,55.0722,-118.8028,55.04,-118.87,11300,11224,11045,0.907,0.977,C,59
2614,3458100,-34.37,-56.25,-34.3642,-56.25,-34.37,-56.29,4913,4913,4898,0.862,0.997,C,41,,,2614,4208630,56.2447,-117.3128,56.2447,-117.3078,56.21,-117.37,186000,193809,191382,0.959,0.972,C,61
2615,3469050,-31.38,-57.93,-31.3808,-57.98,-31.37,-57.96,244000,242642,242802,0.972,0.995,C,50,,,2615,4208635,54.3722,-118.5944,54.3714,-118.5961,54.37,-118.62,3300,3283,3483,0.819,0.947,C,38
2616,3469100,-33.12,-57.18,-33.12,-57.18,-33.12,-57.21,63000,62032,61801,0.954,0.981,N,,,,2616,4208640,55.7156,-117.6219,55.7156,-117.6219,55.71,-117.71,50300,49970,49777,0.952,0.99,C,62
2617,3469150,-33.22,-56.9,-33.1975,-56.9017,-33.21,-56.87,12668,12767,12893,0.904,0.983,C,40,,,2617,4208641,53.9461,-119.1611,53.9461,-119.1611,53.96,-119.21,3840,3816,3788,0.844,0.986,C,56
2618,3469200,-32.23,-55.4,-32.2292,-55.415,-32.21,-55.46,14038,13855,14030,0.926,0.999,C,42,,,2618,4208645,55.4569,-117.1611,55.4569,-117.1628,55.46,-117.12,11100,10874,10523,0.885,0.948,C,57
2619,3469210,-31.88,-55.47,-31.88,-55.4725,-31.87,-55.46,6591,6591,6811,0.887,0.968,C,42,,,2619,4208649,55.1417,-118.175,55.1392,-118.18,55.12,-118.12,5050,5024,4942,0.854,0.979,C,55
2620,3469300,-32.13,-55,-32.1317,-54.9967,-32.12,-54.96,1097,883,874,0.605,0.797,N,,,,2620,4208657,55.1892,-119.4356,55.1892,-119.4356,55.21,-119.46,1610,1603,1523,0.819,0.946,C,52
2621,3469400,-32.42,-55.2,-32.4467,-55.2208,-32.46,-55.21,11773,11611,11787,0.897,0.999,C,40,,,2621,4208715,54.0131,-116.9631,54.0139,-116.9631,53.96,-117.12,4740,5637,5661,0.864,0.837,C,45
2622,3471200,-32.12,-53.73,-32.125,-53.7367,-32.12,-53.71,4578,4578,4450,0.867,0.972,C,41,,,2622,4208725,54.1125,-114.3986,54.1117,-114.4003,54.12,-114.46,2380,2380,2331,0.813,0.979,C,52
2623,3471300,-33.83,-54.77,-33.83,-54.77,-33.79,-54.79,2893,2893,2995,0.854,0.966,C,40,,,2623,4208730,56.7806,-111.4,56.7806,-111.405,56.71,-111.37,133000,132258,132654,0.953,0.997,C,62
2624,3471400,-33.25,-54.4,-33.25,-54.3975,-33.21,-54.37,4678,4678,4958,0.851,0.944,C,39,,,2624,4208733,54.2069,-116.0625,54.2086,-116.0625,54.21,-116.21,19600,19728,19918,0.909,0.984,C,60
2625,3512100,3.42,-53.87,3.4117,-53.8767,3.37,-53.79,7650,7676,7683,0.886,0.996,N,,,,2625,4208734,53.4231,-117.5706,53.4247,-117.5706,53.37,-117.62,9780,9782,9942,0.896,0.984,C,59
2626,3512400,4.98,-54.43,4.975,-54.44,4.96,-54.46,60930,62193,62123,0.955,0.981,C,52,,,2626,4208770,55.3167,-115.4083,55.2725,-115.3817,55.21,-115.37,1900,1858,1881,0.872,0.99,C,58
2627,3513300,4.97,-53.03,4.9692,-53.03,4.96,-53.04,5150,5151,5710,0.807,0.902,N,,,,2627,4208780,55.4472,-116.4917,55.4022,-116.5175,55.29,-116.54,1163,1142,1087,0.806,0.935,C,52
2628,3514800,3.82,-51.88,3.8167,-51.8675,3.79,-51.87,25120,24126,24332,0.928,0.969,C,49,,,2628,4208781,55.4167,-116.3389,55.4175,-116.3389,55.37,-116.37,1460,1423,1482,0.822,0.985,C,56
2629,3613010,0.98,-52.05,1.0025,-52.0567,1.04,-52.21,7246,10087,9742,0.883,0.744,C,40,,,2629,4208793,55.3053,-114.7522,55.3028,-114.7539,55.29,-114.79,13600,13516,13772,0.923,0.988,C,61
2630,3613050,0.7075,-51.4389,0.7092,-51.4406,0.71,-51.46,29820,30561,30335,0.941,0.983,C,61,,,2630,4208797,55.1556,-114.2361,55.1547,-114.2353,55.12,-114.21,2600,2796,2829,0.862,0.919,C,54
2631,3613060,0.9006,-52.01,0.8989,-52.015,0.96,-52.04,10570,10765,10596,0.89,0.998,C,57,,,2631,4208821,57.875,-115.3889,57.875,-115.3897,57.87,-115.46,35800,36630,36622,0.939,0.978,C,59
2632,3613150,-0.1833,-51.8,-0.1708,-51.7683,-0.21,-51.62,4270,2282,2393,0.723,0.56,N,,,,2632,4208822,56.3242,-113.7861,56.3233,-113.7861,56.29,-113.79,14300,14668,14554,0.909,0.983,C,43
2633,3617100,-11.06,-64.08,-11.0675,-64.0758,-11.04,-64.04,1141,1058,1091,0.754,0.956,N,,,,2633,4208835,58.3222,-113.068,58.3206,-113.0664,58.29,-113.12,9860,11149,10875,0.904,0.907,C,55
2634,3617110,-10.7925,-65.3478,-10.7942,-65.3495,-10.79,-65.29,609000,609323,609730,0.984,0.999,C,63,,,2634,4208850,54.82,-112.7761,54.82,-112.7761,54.79,-112.79,1450,1398,1497,0.812,0.969,C,53
2635,3617120,-10.9175,-65.0433,-10.9175,-65.0425,-10.87,-65.04,4410,4415,4285,0.856,0.972,C,52,,,2635,4208855,54.9361,-112.5028,54.9369,-112.5028,54.96,-112.37,4860,5196,5336,0.842,0.911,C,36
2636,3617130,-11.0667,-64.0833,-11.0684,-64.0766,-11.04,-64.04,1050,1058,1091,0.754,0.962,N,,,,2636,4208858,55.0108,-111.8544,55.0117,-111.8553,55.04,-111.87,3080,3072,3302,0.816,0.933,C,48
2637,3617800,-15.2,-59.33,-15.2108,-59.3492,-15.21,-59.46,5050,2983,4047,0.631,0.801,N,,,,2637,4208865,55.8389,-110.8667,55.8389,-110.8667,55.79,-110.87,4860,4484,4515,0.863,0.929,C,51
2638,3617805,-12.8514,-62.8992,-12.8539,-62.8992,-12.87,-62.87,110000,110330,109866,0.96,0.999,C,59,,,2638,4208870,54.7222,-113.2861,54.7231,-113.2861,54.79,-113.37,74600,74548,74780,0.951,0.998,C,62
2639,3617810,-12.83,-62.93,-12.8392,-62.93,-12.71,-63.04,116731,110347,110366,0.957,0.945,V,50,3617805,59,2639,4208871,58.2,-111.39,58.2017,-111.39,58.12,-111.37,155000,154243,154940,0.958,1,C,61
2640,3617811,-12.4267,-64.4253,-12.4275,-64.4286,-12.46,-64.46,341000,339975,341075,0.974,1,C,59,,,2640,4208880,56.6853,-111.2542,56.6844,-111.2542,56.71,-111.21,30800,30788,30611,0.925,0.994,C,61
2641,3617812,-13.4858,-61.05,-13.4866,-61.0492,-13.46,-61.04,54200,51884,52193,0.933,0.963,C,56,,,2641,4208881,56.6611,-110.9278,56.6628,-110.9278,56.62,-110.87,17000,16730,16606,0.912,0.977,C,59
2642,3617813,-15.0092,-59.9581,-15.0092,-59.9573,-15.04,-59.96,22500,22468,22572,0.904,0.997,C,58,,,2642,4208882,57.3306,-108.7639,57.3314,-108.7622,57.37,-108.79,4250,4235,4164,0.853,0.98,C,41
2643,3617814,-15.2153,-59.3539,-15.2161,-59.3539,-15.21,-59.37,2990,2984,3057,0.781,0.978,N,,,,2643,4208890,57.2106,-111.6933,57.2106,-111.695,57.21,-111.71,5570,5005,4991,0.859,0.896,C,50
2644,3617820,-11.9306,-62.1528,-11.9306,-62.152,-11.96,-62.12,1430,1437,1589,0.685,0.9,N,,,,2644,4208891,56.7597,-112.6139,56.7606,-112.6139,56.71,-112.62,1010,1017,994,0.822,0.984,C,37
2645,3618051,-0.4817,-64.8272,-0.4917,-64.8297,-0.54,-64.87,279945,286500,287471,0.971,0.974,C,59,,,2645,4208916,57.6508,-111.2014,57.6508,-111.2014,57.62,-111.21,5990,6499,6408,0.879,0.935,C,54
2646,3618052,-0.2006,-66.8022,-0.1948,-66.8005,-0.12,-66.87,194462,193615,194137,0.961,0.998,C,60,,,2646,4208920,52.91,-118.057,52.9108,-118.0578,52.87,-118.04,3900,3865,4036,0.837,0.966,C,55
2647,3618053,0.3717,-67.3128,0.3709,-67.3103,0.46,-67.29,110862,124304,124310,0.956,0.892,C,54,,,2647,4208941,53.6969,-116.1617,53.6969,-116.1617,53.62,-116.21,7150,6997,6895,0.882,0.964,C,54
2648,3618090,1.2153,-66.8525,1.2153,-66.85,1.37,-66.87,61781,74669,73806,0.922,0.837,C,50,,,2648,4208947,54.0128,-115.8383,54.0144,-115.84,53.96,-115.87,9100,8992,8933,0.897,0.982,C,58
2649,3618110,1.0744,-67.5947,1.0736,-67.5947,1.04,-67.62,22282,23219,23242,0.917,0.959,C,55,,,2649,4208960,53.605,-115.0039,53.605,-115.0047,53.54,-115.04,4430,4435,4542,0.815,0.975,C,54
2650,3618115,1.3392,-68.6858,1.3392,-68.685,1.29,-68.71,4708,4526,4358,0.836,0.926,C,43,,,2650,4208962,54.4514,-113.9917,54.4514,-113.9925,54.46,-113.96,13100,12952,12752,0.885,0.973,C,58
2651,3618120,0.2094,-69.3781,0.2094,-69.3789,0.21,-69.46,4198,4567,4616,0.846,0.909,C,49,,,2651,4208971,59.1472,-105.5389,59.1489,-105.5397,59.12,-105.54,50700,49845,49847,0.95,0.983,C,62
2652,3618121,0.2494,-69.785,0.2494,-69.7858,0.29,-69.87,1617,1969,1966,0.762,0.822,N,,,,2652,4208975,58.8583,-105.8194,58.8583,-105.8194,58.87,-105.79,20700,20751,21043,0.935,0.984,C,46
2653,3618130,-0.2461,-67.0092,-0.3781,-67.5749,-0.37,-67.62,10228,10671,10599,0.898,0.965,C,54,,,2653,4208978,58.3861,-104.6083,58.3861,-104.6075,58.37,-104.62,3160,2872,2970,0.835,0.94,C,51
2654,3618150,0.8842,-62.6219,0.8842,-62.6219,1.04,-62.79,14756,17720,17346,0.9,0.851,C,48,,,2654,4208979,59.4444,-104.3611,59.5444,-104.3195,59.62,-104.21,7280,6796,6813,0.884,0.936,C,41
2655,3618200,0.5178,-60.4661,0.5153,-60.4661,0.37,-60.62,8639,5631,6923,0.752,0.801,N,,,,2655,4208980,59.5472,-106.4111,59.5489,-106.4094,59.54,-106.37,6150,5099,5445,0.85,0.885,C,37
2656,3618500,1.8214,-61.1236,1.8197,-61.1211,1.87,-61.04,124980,125022,125604,0.955,0.995,C,61,,,2656,4208986,58.8139,-109.0028,58.8147,-109.0028,58.79,-108.96,4030,4342,4448,0.847,0.906,C,38
2657,3618600,-0.8586,-60.52,-0.8594,-60.5183,-0.79,-60.46,6589,7070,7009,0.875,0.94,C,53,,,2657,4208987,58.9667,-108.175,58.965,-108.175,58.96,-108.21,9120,8642,8705,0.888,0.954,C,56
2658,3618700,5.03,-60.5,4.6241,-60.4658,4.62,-60.46,3340,3226,3407,0.76,0.98,N,,,,2658,4208988,58.9278,-107.4889,58.9244,-107.4906,58.96,-107.46,2700,2813,3000,0.841,0.9,C,38
2659,3618710,4.6306,-60.4706,4.6306,-60.4706,4.62,-60.46,3075,3218,3407,0.758,0.903,N,,,,2659,4209150,68.6322,-128.4133,68.6272,-128.4233,68.54,-128.54,56300,56959,57321,0.951,0.982,C,59
2660,3618711,4.1675,-60.5281,4.1683,-60.5281,4.21,-60.54,5815,5836,5964,0.817,0.975,C,52,,,2660,4209155,68.3936,-128.9497,68.3911,-128.9497,68.37,-128.96,21500,21833,21894,0.929,0.982,C,44
2661,3618715,4.1961,-60.7939,4.1953,-60.7939,4.21,-60.79,2428,2280,2557,0.76,0.95,N,,,,2661,4209200,69.1,-118.47,69.1017,-118.4692,69.04,-118.46,3050,2881,2927,0.847,0.96,C,36
2662,3618720,3.2078,-60.5711,3.2095,-60.5686,3.21,-60.54,50985,49318,49656,0.926,0.974,C,57,,,2662,4209400,65.4144,-114.0081,65.4161,-114.0081,65.37,-114.04,19300,20184,20264,0.92,0.952,C,58
2663,3618721,3.4381,-61.0367,3.4398,-61.0367,3.46,-61.04,37430,36077,36350,0.914,0.971,C,56,,,2663,4209401,67.2289,-115.8869,67.2281,-115.8869,67.21,-115.87,46800,47403,47571,0.927,0.984,C,56
2664,3618722,3.5497,-63.1692,3.5472,-63.1675,3.62,-63.12,16065,15295,15529,0.876,0.967,C,53,,,2664,4209402,67.74,-115.37,67.7408,-115.3708,67.71,-115.37,50700,50892,51141,0.926,0.991,C,43
2665,3618730,2.8708,-61.4406,2.8708,-61.4398,2.87,-61.46,13658,12459,12552,0.874,0.919,C,52,,,2665,4209500,67.635,-111.9025,67.635,-111.9033,67.54,-111.96,5960,5705,5788,0.864,0.971,C,56
