no	GRDC_No	lat	lon	areaGRDC	newlat	newlon	newarea	UPS_Indicator	dist_Indicator	Indicator	shapefile
6005	4213603	51.852779	-99.547226	55100	51.852779	-99.547226	54514.08	1.063379083	0	1.063379083	1
6006	4213605	49.104443	-99.322777	1520	49.104443	-99.32361033	1544.0663	1.58330817	0.92	3.42330817	1
6007	4213610	49.900002	-99.208336	293	49.902502	-99.213336	200.67596	31.50990978	6.171547618	43.85300501	1
6008	4213620	48.93	-98.95	184	48.93666667	-98.94083333	146.52617	20.3662126	12.51335287	45.39291833	1
6009	4213630	49.9389	-110.0472	436	49.9414	-110.0397	473.06332	8.500762379	8.727886342	25.95653506	1
6010	4213635	51.8144	-104.2031	121	51.85273333	-104.2339333	118.649826	1.942292521	54.31117749	29.09788126	1
6011	4213640	51.8844	-116.6881	249	51.8844	-116.6889333	245.38583	1.451472393	0.92	3.291472393	1
6012	4213645	51.9694	-110.575	1440	51.97023333	-110.575	1430.5933	0.653245714	0.92	2.493245714	1
6013	4213650	49.869167	-97.402779	153000	49.86833367	-97.402779	150062.78	1.919750817	0.92	3.759750817	1
6014	4213660	53.5411	-109.5272	875	53.54193333	-109.5263667	890.234	1.741029576	1.301076477	4.343182531	1
6015	4213665	53.9342	-110.7767	36.5	53.9342	-110.7767	39.251537	7.538458419	0	7.538458419	1
6016	4213670	50.2556	-113.5542	838	50.25476667	-113.5567	973.69116	16.19226278	2.909295447	22.01085368	1
6017	4213675	51.45	-99.9667	8700	51.44916667	-99.96753333	8689.611	0.119410022	1.301076477	2.721562976	1
6018	4213680	49.008335	-97.211113	104000	49.01166833	-97.21194633	92070.44	11.47073317	3.793257176	19.05724752	1
6019	4213681	50.1078	-96.9317	278000	50.1078	-96.9317	264610.6	4.816333183	0	4.816333183	1
6020	4213682	49.7861	-97.1369	122000	49.78693333	-97.1369	111464.68	8.635508453	0.92	10.47550845	1
6021	4213683	49.5536	-97.1847	115000	49.55443333	-97.18553333	106196.25	7.655434783	1.301076477	10.25758774	1
6022	4213684	50.14	-96.86	287000	50.145	-96.86166667	264651.8	7.786824913	5.818590895	19.4240067	0
6023	4213690	49.18861	-96.996109	5150	49.19527667	-96.99444233	4510.7993	12.41166376	7.586514351	27.58469246	1
6024	4213700	55.488888	-98.186111	883	55.491388	-98.18694433	889.5819	0.745403078	2.909295447	6.563993973	1
6025	4213710	54.775002	-97.930557	1000000	54.77583533	-97.930557	973814.7	2.61853125	0.92	4.45853125	1
6026	4213711	56.3975	-94.3694	1060000	56.39833333	-94.37023333	1294031.5	22.0784434	1.301076477	24.68059635	1
6027	4213712	56.3803	-94.6339	1060000	56.38446667	-94.6339	1292533.2	21.93709906	4.6	31.13709906	1
6028	4213715	56.3444	-94.6833	1090	56.34273333	-94.6833	1087.1511	0.261364858	1.84	3.941364858	1
6029	4213720	56.038887	-96.525002	1010000	56.033887	-96.52833533	983039.75	2.669331683	6.634214347	15.93776038	1
6030	4213730	53.78611	-97.672226	4400	53.78694333	-97.672226	3469.7712	21.14156272	0.92	22.98156272	1
6031	4213740	52.777779	-96.752777	6790	52.77694567	-96.75361033	7667.285	12.92025267	1.301076477	15.52240562	1
6032	4213745	51.8	-93.52	5730	51.8075	-93.52416667	5792.58	1.09214796	9.47197973	20.03610742	0
6033	4213750	50.861668	-96.252777	712	50.861668	-96.252777	691.24695	2.91475446	0	2.91475446	1
6034	4213760	52.8683	-113.9575	91.7	52.8683	-113.9575	84.73059	7.600228113	0	7.600228113	1
6035	4213765	52.8203	-115.5194	875	52.81946667	-115.5194	865.48157	1.087820871	0.92	2.927820871	1
6036	4213770	50.090279	-96.429443	1580	50.090279	-96.429443	1500.365	5.040190491	0	5.040190491	1
6037	4213780	49.938889	-95.955559	3700	49.93972233	-95.95639233	3687.5833	0.335587785	1.301076477	2.93774074	1
6038	4213790	49.209721	-96.283333	414	49.209721	-96.28249967	433.78772	4.779642446	0.92	6.619642446	1
6039	4213795	48.99	-95.66	455	48.99	-95.65916667	474.6213	4.312375247	0.92	6.152375247	1
6040	4213800	50.224998	-95.570831	126000	50.22416467	-95.56999767	127697.57	1.347278026	1.301076477	3.949430981	1
6041	4213801	50.3981	-95.9972	134000	50.40393333	-95.99386667	137089.3	2.305445429	7.417277128	17.13999969	1
6042	4213802	50.5675	-96.1775	136000	50.56833333	-96.1775	138686.52	1.975379136	0.92	3.815379136	1
6043	4213803	50.1167	-94.8708	-999	50.11586667	-94.8708	72260.83	1.471939236	0.92	3.311939236	1
6044	4213804	49.7833	-94.5139	70400	49.7833	-94.51223333	70367.92	0.045565518	1.84	3.725565518	1
6045	4213810	55.9958	-97.3564	6130	55.9958	-97.35806667	6092.8047	0.606775082	1.84	4.286775082	1
6046	4213815	53.1542	-101.1083	3350	53.01693	-100.840645	2278.2432	31.99274137	5.20430591	42.40135319	1
6047	4213820	51.4339	-116.1722	306	51.4339	-116.1730333	301.27176	1.545176787	0.92	3.385176787	1
6048	4213825	53.5994	-113.1636	106	53.5994	-113.1644333	97.4946	8.023963784	0.92	9.863963784	1
6049	4213830	49.5644	-112.8278	772	49.56606667	-112.8278	628.3835	18.60317566	1.84	22.28317566	1
6050	4213835	52.3653	-115.4258	1860	52.36613333	-115.4258	1866.2151	0.33414451	0.92	2.17414451	1
6051	4213840	57.025833	-93.448334	2280	57.02249967	-93.44750067	2194.159	3.764958967	3.793257176	11.35147332	1
6052	4213845	56.67	-93.64	1560	56.675	-93.63583333	1540.2224	1.267794096	7.185429702	15.6386535	0
6053	4213850	50.508335	-93.258331	1690	50.50750167	-93.258331	1626.5765	3.752867569	0.92	5.592867569	1
6054	4213860	53.8969	-112.9961	1550	53.8969	-112.9961	1638.335	5.699029738	0	5.699029738	1
6055	4213865	51.7169	-113.3631	57.2	51.71773333	-113.3631	57.051056	0.260391769	0.92	2.100391769	1
6056	4213870	52.755	-110.4833	2810	52.755	-110.4824667	2487.5205	11.47613851	0.92	13.31613851	1
6057	4213875	52.93	-115.01	551	52.93083333	-115.01	545.9276	0.920578529	0.92	2.760578529	1
6058	4213880	48.849998	-92.724998	4870	48.849998	-92.72166467	5132.744	5.395156892	3.68	12.75515689	1
6059	4213885	48.08	-91.65	4510	48.08333333	-91.65166667	3642.7864	19.22868344	4.114365079	27.4574136	0
6060	4213890	48.383335	-92.17778	13400	48.36416833	-92.17444667	13322.505	0.57832177	21.47761626	43.53355428	1
6061	4213900	51.2933	-113.0106	3580	51.2933	-113.0106	3554.4666	0.713224784	0	0.713224784	1
6062	4213905	48.7444	-92.2847	5880	48.74356667	-92.28386667	6007.536	2.168981851	1.301076477	4.771134805	1
6063	4213910	49.875	-91.458336	6230	49.86666667	-91.48916933	7165.1865	15.01101964	35.26133293	32.6416861	1
6064	4213911	50.6333	-93.2083	26400	50.6283	-93.2158	27829.148	5.413441051	9.95132152	25.31608409	1
6065	4213920	51.8	-116.5831	20.7	51.8	-116.5831	21.781414	5.224222377	0	5.224222377	1
6066	4213925	51.1597	-115.5544	749	51.1597	-115.5544	746.4615	0.338920318	0	0.338920318	1
6067	4213930	53.3114	-114.0506	584	53.3114	-114.0506	589.0986	0.873043113	0	0.873043113	1
6068	4213935	53.5875	-104.1611	4650	53.58583333	-104.1627667	4502.696	3.167832241	2.602152955	8.372138151	1
6069	4213940	49.9764	-113.6853	440	49.98973333	-113.6978	438.25653	0.396243009	20.17717522	40.75059346	1
6070	4213945	50.9083	-93.1	2370	50.91163333	-93.09666667	2333.564	1.53738545	5.20430591	11.94599727	1
6071	4213950	51.2792	-100.0108	2880	51.28086667	-100.0141333	2800.4036	2.763765123	4.114365079	10.99249528	1
6072	4213955	49.8292	-92.8708	2300	49.82503333	-92.87746667	2399.1821	4.312266474	8.679262641	21.67079176	1
6073	4213956	49.9556	-93.3972	6370	49.95476667	-93.3972	6699.3213	5.169878949	0.92	7.009878949	1
6074	4213960	54.1231	-112.7828	312	54.1231	-112.7844667	347.11554	11.25498063	1.84	14.93498063	1
6075	4213970	52.9578	-113.2792	235	52.95946667	-113.2792	235.77513	0.329843075	1.84	4.009843075	1
6076	4213975	51.6364	-102.3697	8740	51.63556667	-102.3697	8997.092	2.94155374	0.92	4.78155374	1
6077	4214010	64.2636	-99.5936	67300	64.26443333	-99.5936	67168.99	0.194662426	0.92	2.034662426	1
6078	4214020	63.591389	-105.15361	5810	63.59305567	-105.15361	5815.6694	0.097580613	1.84	3.777580613	1
6079	4214025	56.431946	-92.788612	103000	56.43611267	-92.79277867	102233.016	0.744645024	6.505382387	13.7554098	1
6080	4214030	56.45	-74.23	8390	56.46166667	-74.21833333	9466.636	12.8323688	18.21507068	49.26251017	0
6081	4214035	57.67	-69.62	42700	57.68083333	-69.62	40274.824	5.679568574	11.96	29.59956857	1
6082	4214036	57.2583	-71.0797	8830	57.25496667	-71.07886667	6813.4907	22.83702466	3.793257176	30.42353901	1
6083	4214040	57.43	-69.25	86800	57.43	-69.24666667	87672.18	1.004815308	3.68	8.364815308	1
6084	4214050	64.530281	-101.36222	65300	64.52861433	-101.3630533	65508.65	0.319522875	2.057182539	4.433887954	1
6085	4214051	64.77861	-97.053612	152000	64.77611	-97.051112	151202.98	0.524352385	3.903229432	8.330811249	1
6086	4214060	64.4	-96.41	154000	64.4025	-96.405	152907.8	0.709222808	6.171547618	13.05231804	1
6087	4214070	60.785831	-98.776947	27000	60.78999767	-98.776947	27282.336	1.045688657	4.6	10.24568866	1
6088	4214075	62.4717	-95.0528	12400	62.47253333	-95.05196667	12480.202	0.64679152	1.301076477	3.248944474	1
6089	4214080	53.091667	-85.008331	36000	53.07000033	-85.008331	37787.105	4.964181858	23.92	16.92418186	1
6090	4214090	63.6525	-95.851944	72300	63.65166667	-95.85111067	68423.414	5.361806276	1.301076477	7.963959231	1
6091	4214091	61.2536	-100.9739	21400	61.25776667	-100.9739	21062.697	1.576181002	4.6	10.776181	1
6092	4214100	64.314163	-93.909721	30100	64.316663	-93.91305433	29626.104	1.574406925	4.6	10.77440692	1
6093	4214105	58.891666	-96.275276	48100	58.89083267	-96.275276	48192.637	0.192591931	0.92	2.032591931	1
6094	4214106	58.1431	-98.2278	13000	58.1456	-98.2278	12961.755	0.294193209	2.76	5.814193209	1
6095	4214107	58.8444	-98.2889	18400	58.8469	-98.29056667	18655.545	1.388831097	3.317107173	8.023045444	1
6096	4214200	54.707779	-111.00056	725	54.71194567	-111.00056	737.02325	1.658379916	4.6	10.85837992	1
6097	4214210	54.354168	-110.21667	14500	54.35500133	-110.2150033	14276.554	1.54100889	2.057182539	5.655373969	1
6098	4214220	54.13	-108.39	3340	54.1375	-108.3958333	3346.6355	0.198667606	10.48961391	21.17789543	0
6099	4214250	56.05	-101.85	1420	56.05166667	-101.855	1380.8395	2.757783272	5.818590895	14.39496506	1
6100	4214260	56.150002	-100.45834	228000	56.14916867	-100.45834	229282.12	0.562335526	0.92	2.402335526	1
6101	4214261	57.25	-96.7972	271000	55.689963	-98.959142	10554.735	96.10526371	1000	346.1052637	1
6102	4214262	56.4936	-100.0486	244000	56.4911	-100.0477667	243873.23	0.051953125	2.909295447	5.87054402	1
6103	4214263	55.5233	-102.3183	212000	55.5333	-102.3241333	212185.9	0.087691627	12.78104847	25.64978857	1
6104	4214264	55.6464	-104.7347	119000	55.6464	-104.7355333	116447.19	2.145220588	0.92	3.985220588	1
6105	4214265	55.925	-107.7278	78700	55.925	-107.7278	78327	0.473951715	0	0.473951715	1
6106	4214270	58.120834	-94.625	287000	55.677403	-98.960296	28968.068	89.90659639	1000	339.9065964	1
6107	4214271	55.35	-104.5	15522	55.35166667	-104.5	16379.823	5.526499434	1.84	9.206499434	0
6108	4214275	56.9367	-95.7631	5810	56.93836667	-95.76893333	5925.807	1.993238019	6.697701098	15.38864022	1
6109	4214280	57.6528	-95.6639	4250	57.65363333	-95.66473333	4248.949	0.024724265	1.301076477	2.626877219	1
6110	4214281	58	-101.39	28400	58.005	-101.3925	29156.986	2.665444817	6.171547618	15.00854005	0
6111	4214285	56.1931	-103.1594	63300	56.1931	-103.1594	64657.67	2.144821288	0	2.144821288	1
6112	4214286	57.5889	-104.2028	7730	57.58223333	-104.2019667	8048.9224	4.125774428	7.417277128	18.96032868	0
6113	4214287	57.0889	-103.7111	10200	57.09056667	-103.7119333	10657.901	4.48922909	2.057182539	8.603594169	1
6114	4214290	56.2444	-106.5611	3680	56.24273333	-106.5619333	3647.6804	0.878249459	2.057182539	4.992614537	1
6115	4214295	55.7097	-109.3856	2330	55.70886667	-109.3864333	2333.0288	0.129991785	1.301076477	2.73214474	1
6116	4214297	55.4081	-108.0403	4730	55.40726667	-108.0411333	4759.8423	0.63091512	1.301076477	3.233068074	1
6117	4214298	54.9303	-107.7436	2960	54.93196667	-107.7486	2847.3176	3.806836927	5.818590895	15.44401872	1
6118	4214300	54.8192	-107.8106	45000	54.8192	-107.8089333	44611.633	0.863038194	1.84	4.543038194	1
6119	4214301	54.2964	-108.6044	20500	54.29556667	-108.6044	19745.857	3.678744284	0.92	5.518744284	1
6120	4214305	54.4672	-111.1856	4910	54.46636667	-111.1864333	4887.0566	0.467278195	1.301076477	3.06943115	1
6121	4214310	54.856388	-95.120003	8880	54.85472133	-95.120003	8652.465	2.562332841	1.84	6.242332841	1
6122	4214311	54.94	-95.24	9010	54.945	-95.24	8462.563	6.075877064	5.52	17.11587706	0
6123	4214320	58.015	-94.1956	1880	58.015	-94.1956	1882.5074	0.133374803	0	0.133374803	1
6124	4214330	54.059444	-94.659447	14000	54.06111067	-94.659447	14211.0205	1.507289342	1.84	5.187289342	1
6125	4214350	55.02639	-93.836113	25900	55.02722333	-93.836113	27564.713	6.427462898	0.92	8.267462898	1
6126	4214351	55.85	-92.0986	65500	55.85333333	-92.0961	66127.164	0.957502385	4.6	10.15750239	1
6127	4214360	53.35	-91.79	10800	53.35	-91.79	10938.833	1.285490813	0	1.285490813	0
6128	4214380	52.655556	-92.537498	619	52.65388933	-92.537498	615.0849	0.632487899	1.84	4.312487899	1
6129	4214390	53.490833	-91.515274	36500	53.490833	-91.515274	35584.11	2.509289384	0	2.509289384	1
6130	4214400	51.166668	-91.597221	5390	51.166668	-91.59805433	5386.1846	0.070787193	0.92	1.910787193	1
6131	4214410	49.623611	-90.571945	1170	49.623611	-90.57361167	1095.5962	6.35929988	1.84	10.03929988	1
6132	4214420	52.580555	-90.188889	5960	52.580555	-90.188889	5833.0464	2.130094183	0	2.130094183	1
6133	4214430	52.308334	-88.754166	4900	52.29500067	-88.756666	5088.112	3.839016661	14.97651495	33.79204656	1
6134	4214440	55.375	-88.324997	94300	55.375	-88.32416367	90329.9	4.210075888	0.92	6.050075888	1
6135	4214450	54.516666	-87.23333	50000	54.51083267	-87.22666333	49865.062	0.269875	9.779734148	19.8293433	1
6136	4214460	53.8	-84.92	10400	53.80583333	-84.92083333	8384.525	19.37956355	6.505382387	32.39032833	0
6137	4214470	53.7167	-87.9444	7950	53.71503333	-87.9444	7882.562	0.848276582	1.84	4.528276582	1
6138	4214475	54.2833	-85.65	4710	54.28663333	-85.65333333	4807.6006	2.072199277	5.20430591	12.4808111	1
6139	4214480	52.087502	-87.078331	24200	52.08833533	-87.078331	24237.49	0.154918324	0.92	1.994918324	1
6140	4214490	51.82	-89.6	9010	51.82333333	-89.6	8958.457	0.572064026	3.68	7.932064026	0
6141	4214500	49.778889	-84.529999	2410	49.783889	-84.53166567	2031.1558	15.71967794	5.818590895	27.35685973	1
6142	4214505	49.7667	-85.2333	2020	49.76336667	-85.22663333	1896.9839	6.089906598	8.228730157	22.54736691	1
6143	4214507	50.8667	-88.9306	11200	50.87003333	-88.93226667	10446.519	6.727512905	4.114365079	14.95624306	1
6144	4214510	49.74	-84.1	3780	49.74083333	-84.10166667	4317.418	14.21740658	2.057182539	18.33177166	1
6145	4214513	48.4	-81.44	5565.7	48.40583333	-81.44666667	5609.9062	0.794262177	9.779734148	20.35373047	0
6146	4214515	49.8819	-81.5667	22900	49.8819	-81.5667	21938.55	4.198468204	0	4.198468204	1
6147	4214517	49.31	-82.04	12402.7	49.31166667	-82.04166667	12388.297	0.116128948	2.602152955	5.320434857	0
6148	4214519	49.41	-82.43	6759.3	49.41	-82.43	6672.192	1.288714889	0	1.288714889	0
6149	4214520	51.330555	-83.83889	118000	51.328055	-83.83722333	117667	0.28220339	3.317107173	6.916417737	1
6150	4214530	49.616665	-83.263336	8940	49.61583167	-83.263336	9917.784	10.93718322	0.92	12.77718322	1
6151	4214531	50.5833	-82.1167	22900	50.57996667	-82.1167	24168.51	5.539343955	3.68	12.89934395	1
6152	4214540	51.64	-86.39	32400	51.64	-86.38833333	32384.842	0.046784578	1.84	3.726784578	0
6153	4214550	50.813889	-81.294444	61100	50.82055567	-81.29861067	61711.3	1.000492277	8.679262641	18.35901756	1
6154	4214551	50.743332	-81.458336	60100	50.740832	-81.45666933	61634.96	2.554011543	3.317107173	9.18822589	1
6155	4214555	50.6	-81.41	27500	50.6025	-81.41166667	26655.799	3.069822443	3.317107173	9.70403679	0
6156	4214560	51.083332	-80.76667	6680	51.07916533	-80.76000333	6586.635	1.397683149	8.679262641	18.75620843	1
6157	4214565	51.15	-80.8667	4250	51.16	-80.8617	3598.8794	15.32048483	12.34309524	40.00667531	1
6158	4214570	50.42	-84.38	26200	50.41916667	-84.38166667	31470.787	20.11750805	2.057182539	24.23187313	0
6159	4214580	50.66	-86.53	5304.3	50.65833333	-86.53083333	4887.565	7.856551451	2.057182539	11.97091653	0
6160	4214610	48.600555	-78.109444	3680	48.600555	-78.109444	3651.305	0.779757292	0	0.779757292	1
6161	4214620	48.35	-77.27	2010	48.35	-77.27333333	1903.8608	5.280555232	3.68	12.64055523	1
6162	4214621	49.7531	-77.6144	22200	49.75393333	-77.6144	22344.977	0.653047579	0.92	2.493047579	1
6163	4214650	50.13	-77.42	57500	50.13	-77.42166667	58307.9	1.405040761	1.84	5.085040761	1
6164	4214655	49.8575	-77.1872	31900	49.85666667	-77.18803333	32336.389	1.367989567	1.301076477	3.970142522	1
6165	4214670	50.7458	-76.3878	9820	50.74663333	-76.3878	9923.447	1.053434477	0.92	2.893434477	1
6166	4214680	51.448612	-76.866386	40900	51.44777867	-76.86555267	39695.992	2.943784383	1.301076477	5.545937337	1
6167	4214690	51.5336	-78.0969	6090	51.53443333	-78.09773333	6144.3647	0.89268877	1.301076477	3.494841725	1
6168	4214700	52.25	-78.07	44300	52.24333333	-78.07	45060.426	1.716536752	7.36	16.43653675	1
6169	4214701	52.1711	-74.5922	21400	52.17026667	-74.5922	21462.986	0.294328636	0.92	2.134328636	1
6170	4214750	53.63	-74.53	37000	53.6275	-74.53083333	38461.22	3.949239865	2.909295447	9.76783076	1
6171	4214760	53.1675	-74.4731	13200	53.16666667	-74.47226667	12807.278	2.97516424	1.301076477	5.577317195	1
6172	4214770	53.73	-78.57	96300	53.7325	-78.56583333	96675.47	0.38989486	5.364475743	11.11884635	1
6173	4214775	54.24	-76.16	9320	54.245	-76.16	8630.997	7.392735297	5.52	18.4327353	0
6174	4214800	55.28	-77.58	42200	55.2825	-77.57916667	39537.9	6.308297541	2.909295447	12.12688844	1
6175	4214801	55.2375	-76.9839	36300	55.24	-76.9839	32526.389	10.39562349	2.76	15.91562349	1
6176	4214810	55.008335	-77.063889	4660	55.005835	-77.06555567	4683.1646	0.497093364	3.317107173	7.131307711	1
6177	4214820	55.6842	-74.34	10400	55.68253333	-74.34	11170.135	7.405141977	1.84	11.08514198	1
6178	4214830	54.849167	-73.983612	21000	54.85000033	-73.983612	20143.936	4.076497396	0.92	5.916497396	1
6179	4214900	57.883335	-67.583336	29800	57.87666833	-67.58750267	29788.516	0.038538171	8.679262641	17.39706345	1
6180	4214905	56.7931	-65.7583	24200	56.788481	-64.887175	2.116934	99.99125234	1000	349.9912523	1
6181	4214910	58.5	-77.95	1200	58.42333333	-77.8825	1283.7952	6.982930501	112.7703862	63.36812359	1
6182	4214920	57.910557	-66.37278	3680	57.90889033	-66.37528	3865.0046	5.027299964	3.317107173	11.66151431	1
6183	4214930	59.98	-71.9	26900	59.99083333	-71.90166667	26719.605	0.67061164	12.10071072	24.87203309	1
6184	4214940	58.6403	-70.4206	41700	58.6428	-70.42643333	40072.03	3.904001799	7.006511257	17.91702431	1
6185	4214943	58.28	-71.28	33900	58.285	-71.28083333	33555.53	1.016132006	5.596141528	12.20841506	0
6186	4214945	58.03	-73.25	3860	58.03583333	-73.25083333	3167.6697	17.93601871	6.505382387	30.94678349	1
6187	4214950	58.1547	-65.8436	35200	58.15386667	-65.84193333	34972.7	0.645740856	2.057182539	4.760105934	1
6188	4215010	49.46611	-120.97667	256	49.46611	-120.9775033	252.77039	1.261568069	0.92	3.101568069	1
6189	4215011	49.4575	-120.5181	1760	49.45833333	-120.5181	1776.7511	0.951766968	0.92	2.791766968	1
6190	4215030	49.77	-120.77	409	49.76916667	-120.7708333	407.22327	0.434409144	1.301076477	3.036562099	1
6191	4215040	49.209167	-119.98972	1050	49.209167	-119.9905533	1051.7948	0.170933315	0.92	2.010933315	1
6192	4215050	49.377499	-120.15167	5590	49.377499	-120.15167	5666.853	1.374830543	0	1.374830543	1
6193	4215051	49.4597	-120.5019	1850	49.46053333	-120.5035667	1808.468	2.244972023	2.057182539	6.359337101	1
6194	4215070	50.212223	-119.53861	112	50.21305633	-119.53861	110.052315	1.73900468	0.92	3.57900468	1
6195	4215090	49.249443	-119.32111	117	49.249443	-119.32111	117.110985	0.094858805	0	0.094858805	1
6196	4215100	48.930832	-119.41917	8280	48.930832	-119.4208367	8179.114	1.218432735	1.84	4.898432735	1
6197	4215101	49.1147	-119.5639	7590	49.11386667	-119.5647333	7535.0747	0.723653399	1.301076477	3.325806354	1
6198	4215102	49.3406	-119.5778	6860	49.3406	-119.5794667	6687.3623	2.51658448	1.84	6.19658448	1
6199	4215103	49.4956	-119.6153	6090	49.4956	-119.6169667	6068.912	0.346270782	1.84	4.026270782	1
6200	4215110	49.86	-119.38	74	49.83833333	-119.3666667	76.4767	3.346891661	28.08638104	17.39008218	0
6201	4215120	49.8789	-119.4131	811	49.87806667	-119.4131	787.43823	2.905273438	0.92	4.745273438	1
6202	4215125	49.0442	-118.4386	2050	49.04253333	-118.4394333	2035.4598	0.709276153	2.057182539	4.823641231	1
6203	4215130	49.564445	-119.05222	144	49.56527833	-119.05222	145.1463	0.796042548	0.92	2.636042548	1
6204	4215150	49.907501	-118.12528	201	49.90666767	-118.1269467	182.44215	9.232759238	2.057182539	13.34712432	1
6205	4215160	50.2775	-117.7481	337	50.2775	-117.7481	332.08664	1.457970503	0	1.457970503	1
6206	4215165	50.7358	-117.7289	99.5	50.68663333	-117.6597333	113.304794	13.87416514	93.68654119	60.71743573	1
6207	4215180	48.984444	-118.21528	9840	48.98527733	-118.2161133	10019.31	1.822251731	1.301076477	4.424404686	1
6208	4215181	49.23	-118.9275	2150	49.23	-118.9275	2153.6492	0.169728834	0	0.169728834	1
6209	4215185	49.17	-118.9744	1870	49.16916667	-118.9752333	1896.5232	1.418352586	1.301076477	4.020505541	1
6210	4215200	49.177776	-117.71639	88100	49.177776	-117.7155567	87294.93	0.913814203	0.92	2.753814203	1
6211	4215210	49.000832	-117.62778	155000	49.00249867	-117.6294467	154995.95	0.002610887	2.602152955	5.206916797	1
6212	4215220	48.99889	-117.3525	65300	48.99889	-117.3525	65494.074	0.29720401	0	0.29720401	1
6213	4215230	49.046944	-117.29361	1230	49.04777733	-117.2944433	1242.582	1.02292937	1.301076477	3.625082325	1
6214	4215250	49.697498	-117.45	178	49.697498	-117.45	180.34279	1.316173425	0	1.316173425	1
6215	4215260	49.460556	-117.56445	3320	49.45972267	-117.5652833	3312.4575	0.227183147	1.301076477	2.829336101	1
6216	4215270	49.907501	-116.95194	453	49.907501	-116.95194	443.38443	2.122642399	0	2.122642399	1
6217	4215300	48.997223	-116.56805	251	48.997223	-116.56805	238.54332	4.962820836	0	4.962820836	1
6218	4215320	48.904999	-116.40195	34700	48.90416567	-116.4027833	33884.64	2.349738833	1.301076477	4.951891788	1
6219	4215335	49.5956	-117.245	52.9	49.59476667	-117.2458333	53.126797	0.428727264	1.301076477	3.030880218	1
6220	4215340	48.999443	-116.17861	1620	49.00027633	-116.1802767	1553.1033	4.129427686	2.057182539	8.243792765	1
6221	4215350	50.0814	-116.7847	461	50.0814	-116.7847	583.8942	26.65818353	0	26.65818353	1
6222	4215400	50.773613	-117.67667	1020	50.773613	-117.6775033	1014.2059	0.568051806	0.92	2.408051806	1
6223	4215425	50.29	-116.95	2160	50.2925	-116.9375	2132.7722	1.260545519	14.07329386	29.40713323	1
6224	4215426	50.2322	-116.955	4070	50.23136667	-116.955	4005.371	1.587933814	0.92	3.427933814	1
6225	4215430	50.263054	-116.96722	1620	50.263054	-116.9688867	1563.85	3.46605089	1.84	7.14605089	1
6226	4215440	50.158333	-116.57528	118	50.15916633	-116.57528	118.43035	0.364704455	0.92	2.204704455	1
6227	4215450	49.741665	-116.45	206	49.741665	-116.4491667	205.96135	0.018762385	0.92	1.858762385	1
6228	4215460	49.608055	-116.16861	1480	49.60888833	-116.16861	1476.4775	0.238004117	0.92	2.078004117	1
6229	4215610	52.728054	-119.40833	298	52.728054	-119.4074967	295.64297	0.790948036	0.92	2.630948036	0
6230	4215650	51.676945	-117.71667	427	51.676945	-117.7183367	428.23422	0.289045061	1.84	3.969045061	1
6231	4215660	51.483334	-117.17917	9710	51.483334	-117.17917	9707.002	0.030875869	0	0.030875869	1
6232	4215670	51.298332	-116.94444	1850	51.298332	-116.94444	1835.5378	0.781738281	0	0.781738281	1
6233	4215675	50.57	-115.98	21.2	50.5725	-115.9825	17.820517	15.9409595	3.903229432	23.74741836	1
6234	4215680	50.323612	-115.8625	891	50.32277867	-115.8633333	907.34705	1.834685286	1.301076477	4.436838241	1
6235	4215690	49.9	-115.77	637	49.91083333	-115.7725	652.7065	2.465695751	12.27433094	27.01435763	1
6236	4215700	49.910557	-115.73556	7120	49.910557	-115.7372267	7139.735	0.277175046	1.84	3.957175046	1
6237	4215705	49.42	-115.42	13600	49.4225	-115.4183333	13629.511	0.216990751	3.317107173	6.851205098	1
6238	4215706	49.6119	-115.6344	11400	49.6119	-115.6344	11404.609	0.040433114	0	0.040433114	1
6239	4215710	49.51	-115.0714	3110	49.51083333	-115.0714	3164.0784	1.738854313	0.92	3.578854313	1
6240	4215750	50.886112	-116.04305	420	50.886112	-116.0447167	434.00772	3.335171654	1.84	7.015171654	1
6241	4215800	49.843334	-114.86	84	49.843334	-114.8608333	82.76681	1.468086243	0.92	3.308086243	1
6242	4215900	49.000557	-114.47639	1110	49.00139033	-114.47639	1121.2645	1.014822195	0.92	2.854822195	1
6243	4220100	48.9694	-106.8389	839	48.97023333	-106.8389	827.4269	1.379394531	0.92	3.219394531	1
6244	4220200	49	-107.3017	5510	49	-107.3033667	5271.4775	4.328901287	1.84	8.008901287	1
6245	4220201	49.4103	-108.0125	3080	49.40946667	-108.0125	2985.5132	3.067753779	0.92	4.907753779	1
6246	4220210	49.3072	-107.7033	494	49.30553333	-107.7024667	494.69403	0.140492057	2.057182539	4.254857136	1
6247	4220300	48.9903	-105.6961	928	48.9878	-105.6986	1067.0093	14.97944799	3.903229432	22.78590685	1
6248	4220310	48.9994	-105.4089	1400	48.9994	-105.4097333	1377.5898	1.600725446	0.92	3.440725446	1
6249	4220400	49.0019	-109.4217	2580	49.0019	-109.4217	2546.0496	1.315908506	0	1.315908506	1
6250	4220401	49.1644	-109.4644	2210	49.16356667	-109.4644	2176.3176	1.524089278	0.92	3.364089278	1
6251	4220402	49.2867	-109.5228	1850	49.28586667	-109.5228	1861.3467	0.613334037	0.92	2.453334037	1
