No	GRDC_No	similarity	areaGRDC	area	lat	lon	area5min	lat5min	lon5move	lat30move	lon5min	indloc	upsloc	ind	indups	ups1	indshape	shapeloc	ind	indups	ups2	indshape
4698	4123255	 0.707	   1002	    999	38.8045	-83.4218	     1002	  38.888	-83.422	  38.87	-83.46	17	17	 0.293	 1.000	   1002	 0.707	17	 0.293	 1.000	   1002	 0.707
4699	4123260	 0.893	  13289	  13217	39.2115	-82.8638	    13437	  39.211	-82.864	  39.21	-82.87	12	16	 0.118	 0.991	  13171	 0.882	12	 0.108	 0.989	  13437	 0.893
4700	4123265	 0.724	   1013	   1012	38.1798	-81.7115	     1016	  38.096	-81.712	  38.12	-81.71	7	7	 0.276	 0.997	   1016	 0.724	7	 0.276	 0.997	   1016	 0.724
4701	4123268	 0.902	  21681	  21676	38.1374	-81.2135	    21682	  38.137	-81.213	  38.12	-81.21	12	12	 0.098	 1.000	  21682	 0.902	12	 0.098	 1.000	  21682	 0.902
4702	4123270	 0.802	   4193	   4200	37.6401	-80.8043	     4195	  37.640	-80.804	  37.62	-80.79	12	12	 0.198	 1.000	   4195	 0.802	12	 0.198	 1.000	   4195	 0.802
4703	4123271	 0.790	   3533	   3592	37.7251	-80.6415	     3719	  37.808	-80.558	  37.79	-80.54	18	18	 0.216	 0.950	   3719	 0.790	18	 0.216	 0.950	   3719	 0.790
4704	4123272	 0.751	   1399	   1396	38.1852	-80.1298	     1482	  38.185	-80.130	  38.21	-80.12	12	12	 0.255	 0.944	   1482	 0.751	12	 0.255	 0.944	   1482	 0.751
4705	4123275	 0.743	   1023	   1023	37.5440	-81.0096	     1092	  37.544	-81.010	  37.54	-81.04	12	7	 0.300	 0.999	   1024	 0.700	12	 0.265	 0.937	   1092	 0.743
4706	4123277	 0.852	   5703	   5716	36.9368	-80.7456	     5582	  36.937	-80.829	  36.96	-80.79	11	12	 0.159	 0.997	   5719	 0.841	11	 0.150	 0.979	   5582	 0.852
4707	4123278	 0.826	   2929	   2949	36.6466	-80.9782	     3038	  36.647	-80.978	  36.62	-80.96	12	16	 0.183	 0.987	   2969	 0.818	12	 0.178	 0.964	   3038	 0.826
4708	4123280	 0.808	   2442	   2438	39.3290	-82.0876	     2384	  39.329	-82.088	  39.29	-82.12	12	13	 0.210	 0.996	   2451	 0.790	12	 0.193	 0.976	   2384	 0.808
4709	4123290	 0.742	   1186	   1187	39.4751	-80.9980	     1130	  39.475	-80.998	  39.46	-80.96	12	11	 0.293	 0.992	   1196	 0.707	12	 0.262	 0.952	   1130	 0.742
4710	4123300	 0.972	 236130	 236285	38.2828	-85.8008	   237077	  38.283	-85.801	  38.29	-85.79	12	19	 0.030	 0.999	 236269	 0.970	12	 0.028	 0.996	 237077	 0.972
4711	4123301	 0.953	  63766	  63717	40.1034	-80.7067	    63911	  40.103	-80.707	  40.12	-80.71	12	17	 0.047	 0.999	  63845	 0.953	12	 0.047	 0.998	  63911	 0.953
4713	4123320	 0.795	   1285	   1311	40.6759	-80.5406	     1366	  40.676	-80.541	  40.71	-80.54	12	12	 0.214	 0.941	   1366	 0.795	12	 0.214	 0.941	   1366	 0.795
4714	4123330	 0.770	   2367	   2352	39.1504	-80.0395	     2141	  39.150	-80.040	  39.12	-80.04	12	18	 0.320	 0.957	   2475	 0.683	12	 0.249	 0.905	   2141	 0.770
4715	4123331	 0.613	   1052	   1077	39.0285	-79.9367	      938	  38.945	-79.937	  38.96	-79.96	7	12	 0.403	 0.955	   1004	 0.599	7	 0.402	 0.891	    938	 0.613
4718	4123340	 0.772	   2432	   2416	39.3470	-79.6661	     2606	  39.264	-79.749	  39.29	-79.71	6	1	 0.275	 0.983	   2473	 0.725	6	 0.238	 0.933	   2606	 0.772
4719	4123341	 0.695	   1870	   1854	39.1237	-79.6812	     2273	  39.124	-79.681	  39.12	-79.71	12	12	 0.352	 0.823	   2273	 0.695	12	 0.352	 0.823	   2273	 0.695
4722	4123350	 0.812	   4165	   4117	42.1565	-78.7153	     4218	  42.157	-78.715	  42.12	-78.71	12	12	 0.189	 0.987	   4218	 0.812	12	 0.189	 0.987	   4218	 0.812
4723	4123351	 0.707	   1424	   1419	41.9642	-78.3861	     1347	  41.881	-78.386	  41.87	-78.37	7	7	 0.298	 0.946	   1347	 0.707	7	 0.298	 0.946	   1347	 0.707
4724	4123352	 0.934	  29552	  29468	40.6153	-79.7167	    29727	  40.699	-79.717	  40.71	-79.71	17	17	 0.066	 0.994	  29727	 0.934	17	 0.066	 0.994	  29727	 0.934
4725	4123355	 0.801	   2662	   2669	41.4376	-79.9551	     2756	  41.438	-80.038	  41.46	-80.04	11	16	 0.212	 0.987	   2627	 0.788	11	 0.202	 0.966	   2756	 0.801
4726	4123357	 0.724	   1368	   1377	40.9953	-79.3942	     1360	  40.995	-79.394	  40.96	-79.37	12	12	 0.276	 0.994	   1360	 0.724	12	 0.276	 0.994	   1360	 0.724
4729	4123370	 0.728	   3818	   3814	36.4251	-83.3982	     4055	  36.425	-83.398	  36.46	-83.37	12	19	 0.304	 0.992	   3848	 0.696	12	 0.278	 0.941	   4055	 0.728
4730	4123375	 0.773	   1979	   1939	35.9831	-84.5580	     2014	  36.066	-84.558	  36.04	-84.54	17	17	 0.227	 0.983	   2014	 0.773	17	 0.227	 0.983	   2014	 0.773
4731	4123380	 0.812	   2448	   2446	35.6093	-82.5785	     2380	  35.609	-82.579	  35.62	-82.54	12	12	 0.190	 0.972	   2380	 0.812	12	 0.190	 0.972	   2380	 0.812
4732	4123381	 0.782	   1751	   1751	35.5021	-82.5923	     1821	  35.502	-82.509	  35.54	-82.54	13	13	 0.221	 0.961	   1821	 0.782	13	 0.221	 0.961	   1821	 0.782
4734	4123385	 0.788	   2085	   2078	36.1765	-82.4574	     2015	  36.093	-82.457	  36.12	-82.46	7	12	 0.225	 0.999	   2084	 0.775	7	 0.215	 0.966	   2015	 0.788
4735	4123400	 0.933	  19223	  19236	39.6443	-81.8499	    19503	  39.728	-81.850	  39.71	-81.87	17	22	 0.070	 0.992	  19371	 0.930	17	 0.069	 0.986	  19503	 0.933
4736	4123510	 0.792	   1352	   1353	39.5795	-85.1572	     1385	  39.663	-85.157	  39.62	-85.12	17	17	 0.209	 0.976	   1385	 0.792	17	 0.209	 0.976	   1385	 0.792
4738	4123810	 0.768	   1305	   1299	37.4857	-81.8437	     1093	  37.486	-81.760	  37.46	-81.79	13	12	 0.321	 0.994	   1297	 0.679	13	 0.284	 0.837	   1093	 0.768
4739	4123811	 0.780	   3077	   3075	37.8168	-82.3888	     2998	  37.817	-82.389	  37.79	-82.37	12	17	 0.245	 0.982	   3134	 0.756	12	 0.221	 0.974	   2998	 0.780
4741	4125010	 0.783	   2484	   2462	35.9229	-94.9236	     2289	  35.923	-94.840	  35.96	-94.87	13	7	 0.242	 0.949	   2359	 0.764	13	 0.230	 0.921	   2289	 0.783
4742	4125020	 0.836	   3015	   2999	37.2456	-94.5669	     2940	  37.329	-94.567	  37.29	-94.54	17	17	 0.166	 0.975	   2940	 0.836	17	 0.166	 0.975	   2940	 0.836
4743	4125025	 0.870	   9889	   9899	37.8917	-95.4308	    10242	  37.892	-95.431	  37.87	-95.46	12	17	 0.137	 0.992	   9971	 0.864	12	 0.135	 0.966	  10242	 0.870
4744	4125026	 0.884	  12704	  12678	37.3401	-95.1092	    12962	  37.340	-95.109	  37.37	-95.12	12	16	 0.130	 0.999	  12689	 0.870	12	 0.118	 0.980	  12962	 0.884
4745	4125027	 0.889	  15219	  15321	36.9287	-94.9575	    15697	  36.929	-94.957	  36.96	-94.96	12	16	 0.123	 0.987	  15423	 0.878	12	 0.115	 0.970	  15697	 0.889
4746	4125028	 0.916	  29873	  29945	36.2320	-95.1827	    30337	  36.315	-95.099	  36.29	-95.12	18	17	 0.092	 0.998	  29922	 0.908	18	 0.085	 0.985	  30337	 0.916
4747	4125050	 0.928	  16923	  16693	36.3073	-95.6980	    16407	  36.391	-95.698	  36.37	-95.71	17	12	 0.079	 0.974	  16476	 0.926	17	 0.078	 0.970	  16407	 0.928
4748	4125055	 0.826	   2344	   2345	36.2784	-95.9542	     2554	  36.278	-95.954	  36.29	-95.96	12	12	 0.193	 0.918	   2554	 0.826	12	 0.193	 0.918	   2554	 0.826
4749	4125060	 0.907	  46237	  41865	35.9593	-97.0320	    41990	  35.959	-96.949	  35.96	-96.96	13	19	 0.132	 0.926	  42823	 0.890	11	 0.134	 0.899	  41573	 0.912
4750	4125061	 0.897	  46566	  42187	35.9859	-96.9131	    42823	  36.069	-96.913	  36.04	-96.87	17	19	 0.132	 0.929	  43239	 0.889	11	 0.132	 0.902	  41990	 0.912
4751	4125062	 0.883	  40697	  36237	35.9517	-97.9137	    37404	  35.952	-97.914	  35.96	-97.87	12	9	 0.144	 0.928	  37752	 0.875	11	 0.143	 0.888	  36150	 0.911
4752	4125063	 0.892	  34535	  30232	36.5165	-98.8795	    30961	  36.350	-98.713	  36.37	-98.71	4	4	 0.150	 0.897	  30961	 0.892	12	 0.152	 0.878	  30339	 0.908
4753	4125064	 0.898	  22108	  21820	36.9560	-100.0276	    21969	  36.956	-100.028	  36.96	-100.04	12	14	 0.107	 1.000	  22106	 0.893	12	 0.102	 0.994	  21969	 0.898
4755	4125070	 0.885	   4869	   4854	37.2242	-96.9948	     4961	  37.224	-96.995	  37.21	-96.96	12	12	 0.116	 0.981	   4961	 0.885	12	 0.116	 0.981	   4961	 0.885
4756	4125075	 0.815	   2864	   3238	36.9267	-102.9591	     3434	  36.843	-102.959	  36.87	-102.96	7	11	 0.339	 0.959	   2747	 0.664	7	 0.249	 0.834	   3434	 0.815
4757	4125080	 0.826	   4815	   4848	36.8114	-97.2773	     5129	  36.895	-97.277	  36.87	-97.29	17	21	 0.242	 0.980	   4717	 0.759	17	 0.185	 0.939	   5129	 0.826
4758	4125100	 0.859	   5563	   6302	38.2008	-99.3476	     6286	  38.201	-99.431	  38.21	-99.46	11	10	 0.182	 0.904	   6151	 0.845	11	 0.182	 0.885	   6286	 0.859
4759	4125110	 0.707	   2038	   2326	37.8628	-98.0148	     2647	  37.863	-98.098	  37.87	-98.12	11	10	 0.472	 0.933	   1901	 0.533	12	 0.381	 0.751	   2715	 0.712
4760	4125200	 0.836	   4576	   4622	35.1657	-94.6522	     4645	  35.166	-94.652	  35.12	-94.62	12	12	 0.165	 0.985	   4645	 0.836	12	 0.165	 0.985	   4645	 0.836
4763	4125500	 0.966	 193253	 191554	36.1423	-96.0047	   190717	  36.142	-96.005	  36.12	-96.04	12	4	 0.042	 0.996	 192456	 0.958	12	 0.037	 0.987	 190717	 0.966
4764	4125550	 0.950	 123222	 122783	35.2632	-95.2394	   123375	  35.263	-95.239	  35.29	-95.21	12	11	 0.050	 1.000	 123165	 0.950	12	 0.050	 0.999	 123375	 0.950
4765	4125551	 0.945	  59223	  57527	35.9350	-100.3707	    57418	  35.935	-100.371	  35.96	-100.37	12	9	 0.066	 0.979	  57975	 0.937	12	 0.063	 0.970	  57418	 0.945
4766	4125552	 0.778	   7382	   7191	36.2970	-104.4939	     8827	  36.297	-104.494	  36.29	-104.46	12	12	 0.276	 0.836	   8827	 0.778	12	 0.276	 0.836	   8827	 0.778
4767	4125555	 0.902	  37011	  38158	35.2639	-96.2061	    39013	  35.347	-96.289	  35.37	-96.29	16	15	 0.111	 0.952	  38873	 0.900	16	 0.110	 0.949	  39013	 0.902
4768	4125560	 0.916	  20604	  21052	36.8222	-100.5193	    21056	  36.822	-100.603	  36.79	-100.62	11	10	 0.091	 0.985	  20919	 0.910	12	 0.090	 0.969	  21263	 0.916
4769	4125561	 0.809	   5540	   5601	36.7214	-101.4896	     5927	  36.721	-101.573	  36.71	-101.54	11	10	 0.203	 0.946	   5858	 0.804	11	 0.202	 0.935	   5927	 0.809
4770	4125565	 0.846	   5227	   5190	35.6740	-96.0678	     5092	  35.674	-96.068	  35.71	-96.04	12	7	 0.170	 0.999	   5231	 0.830	11	 0.161	 0.947	   4952	 0.847
4771	4125570	 0.830	   3919	   4123	36.5439	-101.0810	     4233	  36.461	-101.164	  36.46	-101.12	6	1	 0.197	 0.957	   4095	 0.807	6	 0.185	 0.926	   4233	 0.830
4772	4125580	 0.918	  32334	  33601	36.0778	-98.5968	    33637	  36.161	-98.763	  36.12	-98.79	15	15	 0.090	 0.961	  33637	 0.918	17	 0.091	 0.950	  34053	 0.925
4773	4125800	 0.976	 409453	 407004	34.7518	-92.2738	   407165	  34.752	-92.274	  34.79	-92.29	12	4	 0.026	 0.996	 407942	 0.975	12	 0.024	 0.994	 407165	 0.976
4774	4125801	 0.952	 113217	 116113	37.0564	-97.0584	   115382	  37.140	-97.142	  37.12	-97.12	16	21	 0.056	 0.989	 114494	 0.945	16	 0.052	 0.981	 115382	 0.952
4775	4125802	 0.949	 100777	 101112	37.9456	-97.7750	   100265	  37.946	-97.858	  37.96	-97.87	11	9	 0.054	 0.998	 100536	 0.946	11	 0.052	 0.995	 100265	 0.949
4776	4125803	 0.909	  12095	  11933	38.2717	-104.7180	    12092	  38.272	-104.801	  38.29	-104.79	11	11	 0.091	 1.000	  12092	 0.909	11	 0.091	 1.000	  12092	 0.909
4777	4125804	 0.976	 409298	 406849	34.7934	-92.3582	   406954	  34.793	-92.358	  34.79	-92.37	12	4	 0.026	 0.997	 407871	 0.974	12	 0.024	 0.994	 406954	 0.976
4778	4125810	 0.828	   3437	   3318	37.8422	-97.4064	     3308	  37.842	-97.406	  37.87	-97.37	12	12	 0.176	 0.962	   3308	 0.828	12	 0.176	 0.962	   3308	 0.828
4779	4125900	 0.955	  60686	  60128	34.7904	-91.4460	    60636	  34.874	-91.446	  34.87	-91.46	17	12	 0.045	 1.000	  60706	 0.955	17	 0.045	 0.999	  60636	 0.955
4780	4125901	 0.955	  51437	  51420	35.6059	-91.2887	    51675	  35.606	-91.289	  35.62	-91.29	12	12	 0.045	 0.995	  51675	 0.955	12	 0.045	 0.995	  51675	 0.955
4781	4125902	 0.941	  28671	  28591	35.7590	-91.6412	    28542	  35.759	-91.641	  35.79	-91.62	12	7	 0.060	 0.998	  28612	 0.940	12	 0.059	 0.996	  28542	 0.941
4782	4125903	 0.888	  10417	  10376	36.5968	-93.2952	    10427	  36.597	-93.295	  36.62	-93.29	12	12	 0.112	 0.999	  10427	 0.888	12	 0.112	 0.999	  10427	 0.888
4783	4125904	 0.688	   1036	   1030	36.0739	-94.0813	     1113	  36.074	-94.081	  36.04	-94.04	12	12	 0.320	 0.931	   1113	 0.688	12	 0.320	 0.931	   1113	 0.688
4784	4125910	 0.865	   5278	   5309	36.6228	-90.8468	     5477	  36.706	-90.847	  36.71	-90.87	17	21	 0.167	 0.999	   5270	 0.833	17	 0.140	 0.964	   5477	 0.865
4785	4125911	 0.867	   4318	   4323	36.9914	-91.0148	     4515	  36.991	-91.015	  36.96	-91.04	12	17	 0.188	 0.966	   4172	 0.815	12	 0.140	 0.956	   4515	 0.867
4786	4125915	 0.846	   3064	   3006	36.2053	-91.1713	     3178	  36.205	-91.171	  36.21	-91.21	12	14	 0.985	 0.989	   3029	 0.015	12	 0.158	 0.964	   3178	 0.846
4787	4125917	 0.818	   2937	   2890	36.3459	-91.1135	     2821	  36.346	-91.114	  36.37	-91.12	12	7	 0.217	 0.992	   2960	 0.783	12	 0.186	 0.961	   2821	 0.818
4788	4125918	 0.758	   2054	   2026	36.6479	-91.2010	     2062	  36.648	-91.201	  36.62	-91.21	12	12	 0.242	 0.996	   2062	 0.758	17	 0.260	 0.870	   1787	 0.775
4789	4125920	 0.798	   2147	   2146	35.9848	-92.7457	     2225	  35.985	-92.829	  35.96	-92.79	11	11	 0.205	 0.965	   2225	 0.798	11	 0.205	 0.965	   2225	 0.798
4790	4125925	 0.826	   2556	   2562	36.8053	-93.4616	     2467	  36.889	-93.462	  36.87	-93.46	17	12	 0.193	 0.981	   2605	 0.808	17	 0.177	 0.965	   2467	 0.826
4791	4125930	 0.781	   1365	   1367	36.4275	-93.6218	     1456	  36.344	-93.622	  36.37	-93.62	7	7	 0.227	 0.938	   1456	 0.781	7	 0.227	 0.938	   1456	 0.781
4792	4125940	 0.943	  21803	  21787	35.7650	-91.2938	    22018	  35.848	-91.210	  35.87	-91.21	18	18	 0.057	 0.990	  22018	 0.943	18	 0.057	 0.990	  22018	 0.943
4793	4125941	 0.941	  19086	  19059	36.1025	-91.0973	    19310	  36.103	-91.014	  36.12	-91.04	13	13	 0.060	 0.988	  19310	 0.941	13	 0.060	 0.988	  19310	 0.941
4794	4125942	 0.841	   4530	   4572	36.4028	-90.5415	     4519	  36.486	-90.458	  36.46	-90.46	18	18	 0.159	 0.998	   4519	 0.841	18	 0.159	 0.998	   4519	 0.841
4795	4125943	 0.823	   3225	   3224	36.7595	-90.3882	     3349	  36.760	-90.388	  36.79	-90.37	12	16	 0.196	 0.996	   3211	 0.804	12	 0.181	 0.963	   3349	 0.823
4796	4125944	 0.807	   1254	   1273	37.3370	-90.7887	     1362	  37.337	-90.789	  37.37	-90.79	12	17	 0.222	 0.969	   1294	 0.780	12	 0.209	 0.920	   1362	 0.807
4797	4125950	 0.688	   1031	   1048	37.1542	-91.3587	     1097	  37.154	-91.359	  37.12	-91.37	12	12	 0.318	 0.940	   1097	 0.688	12	 0.318	 0.940	   1097	 0.688
4798	4126100	 0.900	   6895	   6936	33.9188	-94.3877	     7093	  33.919	-94.388	  33.96	-94.37	12	12	 0.104	 0.972	   7093	 0.900	12	 0.104	 0.972	   7093	 0.900
4799	4126150	 0.792	   2202	   2289	32.7496	-94.4988	     2231	  32.833	-94.582	  32.79	-94.54	16	16	 0.208	 0.987	   2231	 0.792	16	 0.208	 0.987	   2231	 0.792
4800	4126300	 0.858	   5887	   5845	34.0260	-95.7510	     5804	  34.026	-95.668	  34.04	-95.71	13	13	 0.143	 0.986	   5804	 0.858	13	 0.143	 0.986	   5804	 0.858
4801	4126301	 0.784	   2815	   2809	34.2715	-95.9122	     2686	  34.272	-95.912	  34.29	-95.87	12	7	 0.234	 0.979	   2757	 0.767	12	 0.220	 0.954	   2686	 0.784
4802	4126350	 0.863	   8907	   8874	34.0549	-98.2967	     8557	  34.055	-98.380	  34.04	-98.37	11	13	 0.148	 0.977	   8699	 0.854	11	 0.142	 0.961	   8557	 0.863
4803	4126351	 0.856	   5403	   5285	33.7601	-99.1428	     4994	  33.760	-99.226	  33.79	-99.21	11	14	 0.206	 0.984	   5494	 0.794	11	 0.163	 0.924	   4994	 0.856
4804	4126352	 0.869	   4854	   4760	33.7004	-99.3887	     4566	  33.700	-99.472	  33.71	-99.46	11	14	 0.185	 0.986	   4923	 0.816	11	 0.143	 0.941	   4566	 0.869
4805	4126700	 0.948	  39622	  39703	32.5062	-92.1257	    39975	  32.506	-92.126	  32.54	-92.12	12	12	 0.053	 0.991	  39975	 0.948	12	 0.053	 0.991	  39975	 0.948
4806	4126701	 0.918	  13875	  13434	33.5965	-92.8174	    13275	  33.596	-92.901	  33.62	-92.87	11	11	 0.093	 0.957	  13275	 0.918	11	 0.093	 0.957	  13275	 0.918
4807	4126702	 0.944	  27938	  28051	33.0329	-92.0879	    27681	  33.033	-92.088	  33.04	-92.12	12	7	 0.063	 0.999	  27897	 0.937	17	 0.057	 0.988	  27609	 0.944
4808	4126750	 0.869	   5444	   5449	33.7009	-92.0260	     5247	  33.701	-92.026	  33.71	-92.04	12	12	 0.136	 0.964	   5247	 0.869	12	 0.136	 0.964	   5247	 0.869
4809	4126800	 0.962	 174825	 174018	31.3130	-92.4429	   174086	  31.396	-92.443	  31.37	-92.46	17	9	 0.039	 0.997	 174306	 0.961	17	 0.038	 0.996	 174086	 0.962
4810	4126801	 0.955	 124398	 124151	33.5521	-94.0413	   123623	  33.552	-94.125	  33.54	-94.12	11	13	 0.046	 0.995	 123766	 0.954	11	 0.045	 0.994	 123623	 0.955
4811	4126802	 0.961	 115335	 114988	33.8759	-95.5019	   114596	  33.876	-95.502	  33.87	-95.54	12	14	 0.043	 1.000	 115309	 0.957	12	 0.040	 0.994	 114596	 0.961
4812	4126803	 0.946	  53276	  53115	34.1076	-98.5342	    53333	  34.108	-98.618	  34.12	-98.62	11	11	 0.054	 0.999	  53333	 0.946	11	 0.054	 0.999	  53333	 0.946
4813	4126804	 0.961	 102875	 102559	33.8198	-96.5633	   102378	  33.903	-96.647	  33.87	-96.62	16	13	 0.041	 0.999	 102806	 0.959	16	 0.039	 0.995	 102378	 0.961
4814	4126805	 0.955	  79725	  79492	33.7279	-97.1600	    79008	  33.811	-97.243	  33.79	-97.21	16	24	 0.050	 0.996	  79436	 0.951	16	 0.046	 0.991	  79008	 0.955
4815	4126806	 0.963	 146882	 146882	33.0840	-93.8560	   146739	  33.084	-93.856	  33.12	-93.87	12	12	 0.037	 0.999	 146739	 0.963	12	 0.037	 0.999	 146739	 0.963
4816	4126810	 0.877	  10992	  11747	34.6345	-99.0967	    11920	  34.718	-99.097	  34.71	-99.12	17	22	 0.147	 0.928	  11850	 0.873	18	 0.146	 0.917	  11991	 0.880
4817	4126815	 0.747	   1077	   1136	35.0109	-99.9037	     1264	  35.011	-99.987	  35.04	-99.96	11	11	 0.293	 0.852	   1264	 0.747	11	 0.293	 0.852	   1264	 0.747
4818	4126850	 0.877	   7133	   8115	34.2276	-100.0737	     8380	  34.228	-100.157	  34.21	-100.12	11	11	 0.193	 0.851	   8380	 0.877	11	 0.193	 0.851	   8380	 0.877
4819	4126851	 0.859	   9034	   9687	34.1793	-99.2789	     9872	  34.179	-99.362	  34.21	-99.37	11	5	 0.171	 0.935	   9659	 0.842	12	 0.170	 0.902	  10014	 0.861
4820	4127100	 0.909	   9811	   9792	38.5056	-90.5926	     9948	  38.422	-90.593	  38.46	-90.62	7	7	 0.092	 0.986	   9948	 0.909	7	 0.092	 0.986	   9948	 0.909
4821	4127150	 0.859	   3833	   3787	35.2779	-88.9725	     3869	  35.278	-88.973	  35.29	-88.96	12	12	 0.141	 0.991	   3869	 0.859	12	 0.141	 0.991	   3869	 0.859
4822	4127200	 0.895	  13419	  13411	38.3300	-89.8801	    13682	  38.413	-89.880	  38.37	-89.87	17	17	 0.107	 0.981	  13682	 0.895	17	 0.107	 0.981	  13682	 0.895
4823	4127201	 0.870	   7042	   7016	38.6125	-89.3570	     7112	  38.613	-89.274	  38.62	-89.29	13	18	 0.131	 1.000	   7045	 0.869	13	 0.130	 0.990	   7112	 0.870
4824	4127202	 0.854	   5025	   5032	38.9606	-89.0882	     5172	  38.961	-89.088	  38.96	-89.12	12	18	 0.154	 0.997	   5039	 0.846	12	 0.149	 0.972	   5172	 0.854
4825	4127310	 0.912	  13522	  13453	33.6597	-90.2100	    13377	  33.826	-90.210	  33.79	-90.21	22	17	 0.089	 1.000	  13520	 0.911	22	 0.089	 0.989	  13377	 0.912
4826	4127400	 0.873	   4856	   4849	36.2406	-89.2178	     5058	  36.241	-89.218	  36.21	-89.21	12	18	 0.141	 0.999	   4850	 0.859	12	 0.133	 0.960	   5058	 0.873
4827	4127500	 0.990	2928254	2896282	33.5576	-91.2309	  2902572	  33.474	-91.148	  33.46	-91.12	8	3	 0.013	 0.991	2902644	 0.990	22	 0.013	 0.991	2901572	 0.990
4828	4127501	 0.988	1847188	1828448	37.2167	-89.4665	  1831514	  37.217	-89.466	  37.21	-89.46	12	9	 0.015	 0.992	1832608	 0.988	12	 0.015	 0.992	1831514	 0.988
4829	4127502	 0.988	1835274	1816004	37.9020	-89.8362	  1819083	  37.902	-89.836	  37.87	-89.87	12	9	 0.015	 0.992	1819895	 0.988	12	 0.015	 0.991	1819083	 0.988
4830	4127503	 0.988	1805230	1786754	38.6289	-90.1790	  1789645	  38.629	-90.179	  38.62	-90.21	12	1	 0.015	 0.992	1790317	 0.988	12	 0.015	 0.991	1789645	 0.988
4831	4127600	 0.476	   1986	   1258	33.5473	-90.5431	      996	  33.631	-90.543	  33.62	-90.54	17	8	 0.983	 0.862	   1712	 0.027	17	 0.723	 0.502	    996	 0.476
4833	4127700	 0.850	   7283	   7228	32.3483	-90.6975	     7128	  32.348	-90.698	  32.37	-90.71	12	12	 0.151	 0.979	   7128	 0.850	12	 0.151	 0.979	   7128	 0.850
4834	4127701	 0.812	   2660	   2612	33.1942	-89.7716	     2507	  33.194	-89.772	  33.21	-89.79	12	7	 0.267	 0.952	   2795	 0.737	13	 0.203	 0.916	   2436	 0.815
4835	4127800	 0.990	2964255	2933154	32.3158	-90.9058	  2938513	  32.316	-90.989	  32.29	-90.96	11	0	 0.013	 0.991	2938803	 0.990	11	 0.013	 0.991	2938513	 0.990
4836	4127910	 0.745	   2038	   2031	31.3247	-91.1094	     2194	  31.408	-91.026	  31.37	-91.04	18	19	 0.272	 0.961	   2120	 0.731	12	 0.265	 0.871	   2340	 0.769
4838	4127930	 0.990	3250000	2951988	31.0060	-91.6237	  2957684	  30.839	-91.540	  30.87	-91.54	3	3	 0.091	 0.910	2957684	 0.990	13	 0.091	 0.910	2957390	 0.990
4839	4131030	 0.871	  15317	  14665	47.2606	-68.5931	    15180	  47.261	-68.510	  47.29	-68.54	13	14	 0.132	 0.995	  15238	 0.868	13	 0.129	 0.991	  15180	 0.871
4840	4131031	 0.876	   6941	   6967	47.1131	-69.0890	     6727	  47.113	-69.089	  47.12	-69.12	12	12	 0.128	 0.969	   6727	 0.876	12	 0.128	 0.969	   6727	 0.876
4841	4132010	 0.742	   1577	   1600	48.0121	-89.6170	     1496	  48.012	-89.700	  48.04	-89.71	11	12	 0.268	 0.985	   1553	 0.733	11	 0.263	 0.948	   1496	 0.742
4842	4132100	 0.757	   1088	   1087	46.6341	-92.0941	     1185	  46.634	-92.094	  46.62	-92.12	12	12	 0.256	 0.918	   1185	 0.757	12	 0.256	 0.918	   1185	 0.757
4843	4132200	 0.891	   8884	   8876	46.7025	-92.4180	     8771	  46.702	-92.418	  46.71	-92.46	12	12	 0.109	 0.987	   8771	 0.891	12	 0.109	 0.987	   8771	 0.891
4844	4132300	 0.775	   1546	   1545	46.4871	-90.6963	     1604	  46.487	-90.696	  46.46	-90.71	12	12	 0.228	 0.964	   1604	 0.775	12	 0.228	 0.964	   1604	 0.775
4845	4132800	 0.841	   3471	   3495	46.7200	-89.2071	     3737	  46.720	-89.207	  46.71	-89.21	12	12	 0.174	 0.929	   3737	 0.841	12	 0.174	 0.929	   3737	 0.841
4846	4132900	 0.816	   2046	   1946	46.5742	-85.2696	     1901	  46.574	-85.270	  46.54	-85.29	12	14	 0.235	 0.984	   2079	 0.766	12	 0.197	 0.929	   1901	 0.816
4847	4133100	 0.654	   1166	   1172	45.7555	-87.2015	     1256	  45.755	-87.201	  45.79	-87.21	12	12	 0.353	 0.929	   1256	 0.654	12	 0.353	 0.929	   1256	 0.654
4848	4133200	 0.906	  15566	  15607	44.3167	-88.1973	    15554	  44.317	-88.281	  44.29	-88.29	11	11	 0.094	 0.999	  15554	 0.906	11	 0.094	 0.999	  15554	 0.906
4849	4133250	 0.852	   3471	   3437	43.9531	-88.9506	     3476	  43.953	-88.951	  43.96	-88.96	12	12	 0.148	 0.999	   3476	 0.852	12	 0.148	 0.999	   3476	 0.852
4850	4133260	 0.843	   5853	   5832	44.3922	-88.7404	     5850	  44.392	-88.740	  44.37	-88.71	12	12	 0.157	 0.999	   5850	 0.843	12	 0.157	 0.999	   5850	 0.843
4851	4133300	 0.776	   1803	   1796	43.1000	-87.9090	     1624	  43.100	-87.992	  43.12	-87.96	11	12	 0.249	 0.935	   1686	 0.760	11	 0.246	 0.901	   1624	 0.776
4852	4133400	 0.894	  10179	  10084	45.3258	-87.6617	    10109	  45.409	-87.662	  45.37	-87.62	17	11	 0.111	 0.999	  10169	 0.889	17	 0.107	 0.993	  10109	 0.894
