no	GRDC2022	lehner_id
1361	2817420	2817420
1362	2817460	2817460
1363	2817630	2817630
1364	2817635	2817635
1365	2836100	2836100
1366	2836500	2836500
1367	2837100	2837100
1368	2839100	2839100
1369	2846800	2846800
1370	2851050	2851050
1371	2851250	2851250
1372	2851300	2851300
1373	2851500	2851500
1374	2853050	2853050
1375	2853100	2853100
1376	2853150	2853150
1377	2853200	2853200
1378	2853300	2853300
1379	2853500	2853500
1380	2853700	2853700
1381	2853900	2853900
1382	2854020	2854020
1383	2854050	2854050
1384	2854080	2854080
1385	2854100	2854100
1386	2854150	2854150
1387	2854180	2854180
1388	2854200	2854200
1389	2854300	2854300
1390	2854400	2854400
1391	2854450	2854450
1392	2854500	2854500
1393	2854700	2854700
1394	2854750	2854750
1395	2854800	2854800
1396	2854900	2854900
1397	2854980	2854980
1398	2855800	2855800
1399	2856200	2856200
1400	2856300	2856300
1401	2856320	2856320
1402	2856500	2856500
1403	2856530	2856530
1404	2856550	2856550
1405	2856600	2856600
1406	2856800	2856800
1407	2856900	2856900
1408	2875100	2875100
1409	2876400	2876400
1410	2876500	2876500
1411	2878100	2893100
1412	2878200	2893200
1413	2878250	2893250
1414	2878300	2893300
1415	2901100	2901100
1416	2901190	2901190
1417	2901195	2901195
1418	2901200	2901200
1419	2901201	2901201
1420	2901202	2901202
1421	2901203	2901203
1422	2901204	2901204
1423	2901205	2901205
1424	2901300	2901300
1425	2902600	2902600
1426	2902700	2902700
1427	2902800	2902800
1428	2902850	2902850
1429	2903030	2903030
1430	2903035	2903035
1431	2903040	2903040
1432	2903050	2903050
1433	2903051	2903051
1434	2903052	2903052
1435	2903053	2903053
1436	2903054	2903054
1437	2903055	2903055
1438	2903056	2903056
1439	2903057	2903057
1440	2903058	2903058
1441	2903059	2903059
1442	2903060	2903060
1443	2903070	2903070
1444	2903071	2903071
1445	2903080	2903080
1446	2903081	2903081
1447	2903087	2903087
1448	2903090	2903090
1449	2903100	2903100
1450	2903110	2903110
1451	2903111	2903111
1452	2903115	2903115
1453	2903117	2903117
1454	2903120	2903120
1455	2903150	2903150
1456	2903151	2903151
1457	2903152	2903152
1458	2903200	2903200
1459	2903210	2903210
1460	2903212	2903212
1461	2903215	2903215
1462	2903216	2903216
1463	2903217	2903217
1464	2903218	2903218
1465	2903220	2903220
1466	2903221	2903221
1467	2903222	2903222
1468	2903225	2903225
1469	2903226	2903226
1470	2903230	2903230
1471	2903235	2903235
1472	2903236	2903236
1473	2903240	2903240
1474	2903241	2903241
1475	2903245	2903245
1476	2903300	2903300
1477	2903301	2903301
1478	2903305	2903305
1479	2903307	2903307
1480	2903310	2903310
1481	2903315	2903315
1482	2903320	2903320
1483	2903325	2903325
1484	2903330	2903330
1485	2903331	2903331
1486	2903335	2903335
1487	2903340	2903340
1488	2903341	2998341
1489	2903343	2903343
1490	2903345	2903345
1491	2903347	2903347
1492	2903350	2903350
1493	2903351	2903351
1494	2903355	2903355
1495	2903357	2903357
1496	2903360	2903360
1497	2903400	2903400
1498	2903401	2903401
1499	2903402	2903402
1500	2903405	2903405
1501	2903407	2903407
1502	2903412	2998412
1503	2903415	2998415
1504	2903418	2998418
1505	2903420	2903420
1506	2903421	2903421
1507	2903422	2903422
1508	2903423	2903423
1509	2903424	2903424
1510	2903425	2903425
1511	2903426	2903426
1512	2903427	2903427
1513	2903428	2903428
1514	2903429	2903429
1515	2903430	2903430
1516	2903432	2903432
1517	2903435	2903435
1518	2903440	2998440
1519	2903450	2903450
1520	2903455	2903455
1521	2903461	2903461
1522	2903470	2903470
1523	2903471	2903471
1524	2903473	2903473
1525	2903475	2903475
1526	2903478	2903478
1527	2903479	2903479
1528	2903480	2903480
1529	2903481	2903481
1530	2903482	2903482
1531	2903485	2903485
1532	2903486	2903486
1533	2903487	2903487
1534	2903488	2903488
1535	2903490	2903490
1536	2903491	2903491
1537	2903493	2903493
1538	2903495	2903495
1539	2903496	2903496
1540	2903497	2903497
1541	2903498	2903498
1542	2903500	2903500
1543	2903600	2903600
1544	2903601	2903601
1545	2903602	2903602
1546	2903603	2903603
1547	2903604	2903604
1548	2903605	2903605
1549	2903607	2903607
1550	2903610	2903610
1551	2903620	2903620
1552	2903630	2903630
1553	2903640	2903640
1554	2903642	2903642
1555	2903645	2903645
1556	2903647	2903647
1557	2903650	2903650
1558	2903651	2903651
1559	2903652	2903652
1560	2903653	2903653
1561	2903654	2903654
1562	2903655	2903655
1563	2903660	2903660
1564	2903662	2903662
1565	2903663	2903663
1566	2903665	2903665
1567	2903667	2903667
1568	2903700	2903700
1569	2903701	2903701
1570	2903702	2903702
1571	2903703	2903703
1572	2903704	2903704
1573	2903707	2903707
1574	2903710	2903710
1575	2903715	2903715
1576	2903720	2903720
1577	2903721	2903721
1578	2903722	2903722
1579	2903725	2903725
1580	2903727	2903727
1581	2903728	2903728
1582	2903732	2903732
1583	2903740	2903740
1584	2903741	2903741
1585	2903745	2903745
1586	2903750	2903750
1587	2903760	2903760
1588	2903810	2903810
1589	2903811	2903811
1590	2903930	2903930
1591	2903950	2903950
1592	2903960	2903960
1593	2903981	2998400
1594	2903983	2998401
1595	2903985	2998402
1596	2903991	2998425
1597	2903993	2998600
1598	2904200	2904200
1599	2904800	2904800
1600	2904850	2904850
1601	2905800	2905800
1602	2906100	2906100
1603	2906200	2906200
1604	2906201	2906201
1605	2906300	2906300
1606	2906500	2906500
1607	2906600	2906600
1608	2906650	2906650
1609	2906700	2906700
1610	2906800	2906800
1611	2906850	2906850
1612	2906860	2906860
1613	2906880	2906880
1614	2906900	2906900
1615	2906901	2906901
1616	2907005	2907005
1617	2907007	2907007
1618	2907008	2907008
1619	2907010	2907010
1620	2907011	2907011
1621	2907012	2907012
1622	2907013	2907013
1623	2907014	2907014
1624	2907015	2907015
1625	2907016	2907016
1626	2907018	2907018
1627	2907019	2907019
1628	2907020	2907020
1629	2907021	2907021
1630	2907022	2907022
1631	2907025	2907025
1632	2907026	2907026
1633	2907027	2907027
1634	2907028	2907028
1635	2907030	2907030
1636	2907031	2907031
1637	2907032	2907032
1638	2907033	2907033
1639	2907035	2907035
1640	2907037	2907037
1641	2907038	2907038
1642	2907039	2907039
1643	2907040	2907040
1644	2907041	2907041
1645	2907042	2907042
1646	2907043	2907043
1647	2907044	2907044
1648	2907045	2907045
1649	2907046	2907046
1650	2907047	2907047
1651	2907048	2907048
1652	2907050	2907050
1653	2907052	2907052
1654	2907053	2907053
1655	2907060	2907060
1656	2907061	2907061
1657	2907062	2907062
1658	2907065	2907065
1659	2907067	2907067
1660	2907068	2907068
1661	2907069	2907069
1662	2907070	2907070
1663	2907071	2907071
1664	2907075	2907075
1665	2907080	2907080
1666	2907081	2907081
1667	2907085	2907085
1668	2907086	2907086
1669	2907087	2907087
1670	2907100	2907100
1671	2907105	2907105
1672	2907106	2908106
1673	2907107	2908107
1674	2907108	2908108
1675	2907109	2908109
1676	2907110	2907110
1677	2907115	2907115
1678	2907120	2907120
1679	2907125	2907125
1680	2907200	2907200
1681	2907210	2907210
1682	2907215	2907215
1683	2907220	2907220
1684	2907225	2907225
1685	2907227	2907227
1686	2907400	2907400
1687	2907401	2907401
1688	2907402	2907402
1689	2907403	2907403
1690	2907410	2907410
1691	2907415	2907415
1692	2907420	2907420
1693	2907422	2907422
1694	2907424	2907424
1695	2907426	2907426
1696	2907428	2907428
1697	2907910	2907910
1698	2907915	2907915
1699	2907920	2907920
1700	2907925	2907925
1701	2907930	2907930
1702	2907935	2907935
1703	2907940	2907940
1704	2908010	2908010
1705	2908011	2908011
1706	2908012	2908012
1707	2908013	2908013
1708	2908014	2908014
1709	2908015	2908015
1710	2908020	2908020
1711	2908023	2908023
1712	2908025	2908025
1713	2908028	2908028
1714	2908030	2908030
1715	2908035	2908035
1716	2908036	2908036
1717	2908037	2908037
1718	2908038	2908038
1719	2908039	2908039
1720	2908040	2908040
1721	2908050	2908050
1722	2908060	2908060
1723	2908061	2908061
1724	2908065	2908065
1725	2908070	2908070
1726	2908099	2908099
1727	2908100	2908100
1728	2908101	2908101
1729	2908102	2908102
1730	2908103	2908103
1731	2908104	2908104
1732	2908105	2908105
1733	2908120	2908120
1734	2908125	2908125
1735	2908127	2908127
1736	2908128	2908128
1737	2908130	2908130
1738	2908131	2908131
1739	2908135	2908135
1740	2908140	2908140
1741	2908145	2908145
1742	2908147	2908147
1743	2908148	2908148
1744	2908150	2908150
1745	2908151	2908151
1746	2908152	2908152
1747	2908153	2908153
1748	2908155	2908155
1749	2908157	2908157
1750	2908160	2908160
1751	2908161	2908161
1752	2908165	2908165
1753	2908170	2908170
1754	2908171	2908171
1755	2908173	2908173
1756	2908180	2908180
1757	2908181	2908181
1758	2908182	2908182
1759	2908183	2908183
1760	2908184	2908184
1761	2908185	2908185
1762	2908186	2908186
1763	2908187	2908187
1764	2908190	2908190
1765	2908191	2908191
1766	2908192	2908192
1767	2908194	2908194
1768	2908196	2908196
1769	2908199	2908199
1770	2908200	2908200
1771	2908201	2908201
1772	2908205	2908205
1773	2908210	2908210
1774	2908211	2908211
1775	2908300	2908300
1776	2908301	2908301
1777	2908302	2908302
1778	2908303	2908303
1779	2908304	2908304
1780	2908305	2908305
1781	2908310	2908310
1782	2908500	2908500
1783	2908600	2908600
1784	2908650	2908650
1785	2908680	2908680
1786	2908700	2908700
1787	2909100	2909100
1788	2909150	2909150
1789	2909151	2909151
1790	2909152	2909152
1791	2909153	2909153
1792	2909154	2909154
1793	2909155	2909155
1794	2909156	2909156
1795	2909157	2909157
1796	2909158	2909158
1797	2909159	2909159
1798	2909160	2909160
1799	2909161	2909161
1800	2909162	2909162
1801	2909163	2909163
1802	2909164	2909164
1803	2909165	2909165
1804	2909166	2909166
1805	2909200	2909200
1806	2909205	2909205
1807	2909210	2909210
1808	2909215	2909215
1809	2909220	2909220
1810	2909230	2909230
1811	2909235	2909235
1812	2909238	2909238
1813	2909240	2909240
1814	2909245	2909245
1815	2909250	2909250
1816	2909251	2909251
1817	2909253	2909253
1818	2909260	2909260
1819	2909261	2909261
1820	2909262	2909262
1821	2909265	2909265
1822	2909268	2909268
1823	2909269	2909269
1824	2909270	2909270
1825	2909271	2909271
1826	2909280	2909280
1827	2909281	2909281
1828	2909290	2909290
1829	2909295	2909295
1830	2909300	2909300
1831	2909313	2909313
1832	2909314	2909314
1833	2909315	2909315
1834	2909316	2909316
1835	2909318	2909318
1836	2909319	2909319
1837	2909320	2909320
1838	2909321	2909321
1839	2909323	2909323
1840	2909325	2909325
1841	2909327	2909327
1842	2909330	2909330
1843	2909335	2909335
1844	2909340	2909340
1845	2909345	2909345
1846	2909350	2909350
1847	2909355	2909355
1848	2909356	2909356
1849	2909357	2909357
1850	2909359	2909359
1851	2909360	2909360
1852	2909361	2909361
1853	2909362	2909362
1854	2909363	2909363
1855	2909365	2909365
1856	2909367	2909367
1857	2909368	2909368
1858	2909369	2909369
1859	2909370	2909370
1860	2909375	2909375
1861	2909377	2909377
1862	2909380	2909380
1863	2909385	2909385
1864	2909390	2909390
1865	2909391	2909391
1866	2909392	2909392
1867	2909393	2909393
1868	2909395	2909395
1869	2909398	2909398
1870	2909400	2909400
1871	2909401	2909401
1872	2909402	2909402
1873	2909403	2909403
1874	2909404	2909404
1875	2909410	2909410
1876	2909420	2909420
1877	2909430	2909430
1878	2909431	2909431
1879	2909540	2909540
1880	2909550	2909550
1881	2909560	2909560
1882	2909570	2909570
1883	2909590	2909590
1884	2909595	2909595
1885	2909700	2909700
1886	2909701	2909701
1887	2909702	2909702
1888	2909703	2909703
1889	2909704	2909704
1890	2909705	2909705
1891	2909710	2909710
1892	2909720	2909720
1893	2909730	2909730
1894	2909751	2909751
1895	2909752	2909752
1896	2909900	2909900
1897	2909950	2909950
1898	2910100	2910100
1899	2910101	2910101
1900	2910102	2910102
1901	2910105	2910105
1902	2910108	2910108
1903	2910112	2910112
1904	2910120	2910120
1905	2910130	2910130
1906	2910140	2910140
1907	2910141	2910141
1908	2910150	2910150
1909	2910160	2910160
1910	2910161	2910161
1911	2910170	2910170
1912	2910175	2910175
1913	2910200	2910200
1914	2910201	2910201
1915	2910205	2910205
1916	2910210	2910210
1917	2910220	2910220
1918	2910230	2910230
1919	2910231	2910231
1920	2910235	2910235
1921	2910237	2910237
1922	2910240	2910240
1923	2910241	2910241
1924	2910242	2910242
1925	2910243	2910243
1926	2910245	2910245
1927	2910247	2910247
1928	2910250	2910250
1929	2910254	2910254
1930	2910257	2910257
1931	2910258	2910258
1932	2910259	2910259
1933	2910260	2910260
1934	2910265	2910265
1935	2910266	2910266
1936	2910267	2910267
1937	2910270	2910270
1938	2910271	2910271
1939	2910274	2910274
1940	2910275	2910275
1941	2910276	2910276
1942	2910277	2910277
1943	2910279	2910279
1944	2910280	2910280
1945	2910287	2910287
1946	2910289	2910289
1947	2910290	2910290
1948	2910291	2910291
1949	2910295	2910295
1950	2910300	2910300
1951	2910301	2910301
1952	2910310	2910310
1953	2910311	2910311
1954	2910312	2910312
1955	2910313	2910313
1956	2910314	2910314
1957	2910315	2910315
1958	2910316	2910316
1959	2910317	2910317
1960	2910318	2910318
1961	2910319	2910319
1962	2910320	2910320
1963	2910321	2910321
1964	2910322	2910322
1965	2910324	2910324
1966	2910325	2910325
1967	2910326	2910326
1968	2910327	2910327
1969	2910328	2910328
1970	2910330	2910330
1971	2910331	2910331
1972	2910332	2910332
1973	2910333	2910333
1974	2910334	2910334
1975	2910335	2910335
1976	2910337	2910337
1977	2910339	2910339
1978	2910340	2910340
1979	2910345	2910345
1980	2910346	2910346
1981	2910347	2910347
1982	2910349	2910349
1983	2910350	2910350
1984	2910352	2910352
1985	2910355	2910355
1986	2910356	2910356
1987	2910357	2910357
1988	2910359	2910359
1989	2910360	2910360
1990	2910362	2910362
1991	2910365	2910365
1992	2910366	2910366
1993	2910367	2910367
1994	2910368	2910368
1995	2910370	2910370
1996	2910371	2910371
1997	2910373	2910373
1998	2910375	2910375
1999	2910376	2910376
2000	2910380	2910380
2001	2910381	2910381
2002	2910383	2910383
2003	2910384	2910384
2004	2910385	2910385
2005	2910387	2910387
2006	2910389	2910389
2007	2910390	2910390
2008	2910391	2910391
2009	2910394	2910394
2010	2910395	2910395
2011	2910396	2910396
2012	2910397	2910397
2013	2910400	2910400
2014	2910405	2910405
2015	2910406	2910406
2016	2910407	2910407
2017	2910411	2910411
2018	2910412	2910412
2019	2910413	2910413
2020	2910415	2910415
2021	2910420	2910420
2022	2910423	2910423
2023	2910424	2910424
2024	2910428	2910428
2025	2910429	2910429
2026	2910430	2910430
2027	2910435	2910435
2028	2910437	2910437
2029	2910438	2910438
2030	2910439	2910439
2031	2910440	2910440
2032	2910441	2910441
2033	2910442	2910442
2034	2910445	2910445
2035	2910446	2910446
2036	2910447	2910447
2037	2910448	2910448
2038	2910450	2910450
2039	2910453	2910453
2040	2910455	2910455
2041	2910457	2910457
2042	2910460	2910460
2043	2910463	2910463
2044	2910465	2910465
2045	2910467	2910467
2046	2910470	2910470
2047	2910471	2910471
2048	2910472	2910472
2049	2910473	2910473
2050	2910474	2910474
2051	2910476	2910476
2052	2910478	2910478
2053	2910485	2910485
2054	2910487	2910487
2055	2910490	2910490
2056	2910491	2910491
2057	2910492	2910492
2058	2910493	2910493
2059	2910494	2910494
2060	2910500	2910500
2061	2910501	2910501
2062	2910510	2910510
2063	2910511	2910511
2064	2910512	2910512
2065	2910513	2910513
2066	2910514	2910514
2067	2910515	2910515
2068	2910517	2910517
2069	2910518	2910518
2070	2910519	2910519
2071	2910520	2910520
2072	2910521	2910521
2073	2910522	2910522
2074	2910560	2910560
2075	2910561	2910561
2076	2910562	2910562
2077	2910563	2910563
2078	2910564	2910564
2079	2910567	2910567
2080	2910570	2910570
2081	2910580	2910580
2082	2910581	2910581
2083	2910582	2910582
2084	2910583	2910583
2085	2910584	2910584
2086	2910585	2910585
2087	2910587	2910587
2088	2910590	2910590
2089	2910592	2910592
2090	2910593	2910593
2091	2910594	2910594
2092	2910595	2910595
2093	2910600	2910600
2094	2910601	2910601
2095	2910602	2910602
2096	2910603	2910603
2097	2910604	2910604
2098	2910605	2910605
2099	2910606	2910606
2100	2910607	2910607
2101	2910608	2910608
2102	2910630	2910630
2103	2910631	2910631
2104	2910633	2910633
2105	2910635	2910635
2106	2910637	2910637
2107	2910640	2910640
2108	2910643	2910643
2109	2910645	2910645
2110	2910647	2910647
2111	2910648	2910648
2112	2910650	2910650
2113	2910651	2910651
2114	2910655	2910655
2115	2910656	2910656
2116	2910657	2910657
2117	2910658	2910658
2118	2910660	2910660
2119	2910661	2910661
2120	2910662	2910662
2121	2910663	2910663
2122	2910665	2910665
2123	2910666	2910666
2124	2910668	2910668
2125	2910669	2910669
2126	2910690	2910690
2127	2910691	2910691
2128	2910693	2910693
2129	2910695	2910695
2130	2910697	2910697
2131	2910700	2910700
2132	2910701	2910701
2133	2910702	2910702
2134	2910710	2910710
2135	2910715	2910715
2136	2910716	2910716
2137	2910718	2910718
2138	2910720	2910720
2139	2910721	2910721
2140	2910723	2910723
2141	2910725	2910725
2142	2910728	2910728
2143	2910730	2910730
2144	2910731	2910731
2145	2910735	2910735
2146	2910736	2910736
2147	2910740	2910740
2148	2910745	2910745
2149	2910747	2910747
2150	2910750	2910750
2151	2910760	2910760
2152	2910765	2910765
2153	2911095	2911095
2154	2911096	2911096
2155	2911097	2911097
2156	2911098	2911098
2157	2911099	2911099
2158	2911100	2911100
2159	2911101	2911101
2160	2911150	2911150
2161	2911151	2911151
2162	2911152	2911152
2163	2911160	2911160
2164	2911162	2911162
2165	2911165	2911165
2166	2911170	2911170
2167	2911173	2911173
2168	2911180	2911180
2169	2911200	2912200
2170	2911209	2911209
2171	2911210	2912210
2172	2911230	2912230
2173	2911235	2912235
2174	2911240	2912240
2175	2911245	2912245
2176	2911270	2912270
2177	2911275	2912275
2178	2911277	2912277
2179	2911278	2912278
2180	2911279	2912279
2181	2911280	2912280
2182	2911300	2912300
2183	2911301	2912301
2184	2911302	2912302
2185	2911303	2911303
2186	2911304	2911304
2187	2911305	2912305
2188	2911306	2912306
2189	2911310	2911310
2190	2911315	2911315
2191	2911317	2911317
2192	2911380	2911380
2193	2911381	2911381
2194	2911385	2911385
2195	2911390	2911390
2196	2911391	2911391
2197	2911395	2911395
2198	2911397	2911397
2199	2911399	2911399
2200	2911400	2911400
2201	2911401	2911401
2202	2911402	2912402
2203	2911403	2912403
2204	2911405	2911405
2205	2911406	2911406
2206	2911410	2911410
2207	2911417	2912417
2208	2911420	2911420
2209	2911421	2911421
2210	2911422	2911422
2211	2911423	2911423
2212	2911427	2911427
2213	2911430	2911430
2214	2911431	2911431
2215	2911432	2911432
2216	2911433	2912433
2217	2911435	2911435
2218	2911437	2911437
2219	2911438	2911438
2220	2911439	2912439
2221	2911440	2911440
2222	2911445	2911445
2223	2911450	2911450
2224	2911451	2911451
2225	2911452	2911452
2226	2911453	2911453
2227	2911454	2911454
2228	2911455	2911455
2229	2911456	2911456
2230	2911457	2911457
2231	2911460	2911460
2232	2911461	2911461
2233	2911462	2911462
2234	2911463	2911463
2235	2911464	2911464
2236	2911467	2911467
2237	2911470	2911470
2238	2911471	2911471
2239	2911472	2911472
2240	2911475	2911475
2241	2911500	2912500
2242	2911501	2997501
2243	2911503	2997500
2244	2911505	2912505
2245	2911506	2912506
2246	2911560	2911560
2247	2911561	2911561
2248	2911562	2911562
2249	2911565	2911565
2250	2911570	2911570
2251	2911571	2911571
2252	2911572	2911572
2253	2911575	2911575
2254	2911577	2911577
2255	2911590	2911590
2256	2911591	2911591
2257	2911592	2911592
2258	2911595	2911595
2259	2911630	2912630
2260	2911631	2912631
2261	2911632	2912632
2262	2911633	2912633
2263	2911650	2912650
2264	2911651	2912651
2265	2911652	2912652
2266	2911655	2912655
2267	2911656	2912656
2268	2911657	2912657
2269	2911658	2912658
2270	2911659	2912659
2271	2911666	2912666
2272	2911667	2912667
2273	2911670	2912670
2274	2911671	2912671
2275	2911672	2912672
2276	2911673	2912673
2277	2911674	2912674
2278	2911675	2912675
2279	2911676	2912676
2280	2911680	2912680
2281	2911681	2912681
2282	2911682	2912682
2283	2911683	2912683
2284	2911684	2912684
2285	2911685	2912685
2286	2911686	2912686
2287	2911687	2912687
2288	2911688	2912688
2289	2911689	2912689
2290	2911690	2912690
2291	2911691	2912691
2292	2911692	2912692
2293	2911694	2912694
2294	2911695	2912695
2295	2911696	2912696
2296	2911697	2912697
2297	2911698	2912698
2298	2911699	2912699
2299	2911700	2911700
2300	2911701	2911701
2301	2911702	2911702
2302	2911703	2911703
2303	2911704	2911704
2304	2911705	2911705
2305	2911708	2912708
2306	2911715	2911715
2307	2911717	2911717
2308	2911719	2912719
2309	2911730	2911730
2310	2911731	2911731
2311	2911734	2911734
2312	2911735	2911735
2313	2911750	2912750
2314	2911751	2912751
2315	2911810	2912438
2316	2911815	2912437
2317	2911820	2912415
2318	2911825	2912430
2319	2911830	2912431
2320	2911835	2912432
2321	2911840	2912410
2322	2911845	2912425
2323	2911850	2912420
2324	2911855	2912421
2325	2911860	2912303
2326	2911865	2912304
2327	2911870	2912400
2328	2911875	2912401
2329	2911880	2912435
2330	2911905	2912905
2331	2911907	2912907
2332	2911909	2912909
2333	2911910	2912910
2334	2911911	2912911
2335	2911920	2911920
2336	2911940	2911940
2337	2911950	2912950
2338	2911955	2912955
2339	2911957	2912957
2340	2911958	2912958
2341	2911960	2912960
2342	2911963	2912963
2343	2912550	2912550
2344	2912551	2912551
2345	2912552	2912552
2346	2912553	2912553
2347	2912554	2912554
2348	2912555	2912555
2349	2912556	2912556
2350	2912560	2912560
2351	2912561	2912561
2352	2912565	2912565
2353	2912567	2912567
2354	2912600	2912600
2355	2912601	2912601
2356	2912602	2912602
2357	2912610	2912610
2358	2912611	2912611
2359	2912615	2912615
2360	2912617	2912617
2361	2912620	2912620
2362	2912640	2912640
2363	2912641	2912641
2364	2912645	2912645
2365	2912647	2912647
2366	2912654	2912654
2367	2912663	2912663
2368	2919100	2919100
2369	2919600	2919600
2370	2943100	2943100
2371	2962017	2962017
2372	2963700	2965700
2373	2964011	2964011
2374	2964035	2964035
2375	2964042	2964042
2376	2964043	2964043
2377	2964051	2964051
2378	2964078	2964078
2379	2964080	2964080
2380	2964081	2964081
2381	2964082	2964082
2382	2964100	2964100
2383	2964120	2964120
2384	2964121	2964121
2385	2964122	2964122
2386	2964123	2964123
2387	2964124	2964124
2388	2964125	2964125
2389	2964127	2964127
2390	2964128	2964128
2391	2964130	2964130
2392	2964140	2964140
2393	2964145	2964145
2394	2964150	2964150
2395	2964160	2964160
2396	2966060	2966060
2397	2966800	2966800
2398	2966998	2964998
2399	2966999	2964999
2400	2969003	2969003
2401	2969004	2969004
2402	2969005	2969005
2403	2969008	2969008
2404	2969009	2969009
2405	2969010	2969010
2406	2969011	2969011
2407	2969012	2969012
2408	2969013	2969013
2409	2969014	2969014
2410	2969015	2969015
2411	2969016	2969016
2412	2969017	2969017
2413	2969018	2969018
2414	2969019	2969019
2415	2969025	2969025
2416	2969028	2969028
2417	2969029	2969029
2418	2969030	2969030
2419	2969069	2969069
2420	2969071	2969071
2421	2969076	2969076
2422	2969077	2969077
2423	2969078	2969078
2424	2969079	2969079
2425	2969080	2969080
2426	2969081	2969081
2427	2969082	2969082
2428	2969083	2969083
2429	2969086	2969086
2430	2969087	2969087
2431	2969090	2969090
2432	2969095	2969095
2433	2969096	2969096
2434	2969100	2969100
2435	2969101	2969101
2436	2969115	2969115
2437	2969116	2969116
2438	2969120	2969120
2439	2969123	2969123
2440	2969124	2969124
2441	2969150	2969150
2442	2969152	2969152
2443	2969153	2969153
2444	2969160	2969160
2445	2969161	2969161
2446	2969165	2969165
2447	2969166	2969166
2448	2969167	2969167
2449	2969168	2969168
2450	2969170	2969170
2451	2969171	2969171
2452	2969200	2969200
2453	2969210	2969210
2454	2969211	2969211
2455	2969220	2969220
2456	2969221	2969221
2457	2969230	2969230
2458	2969231	2969231
2459	2969232	2969232
2460	2969233	2969233
2461	2969234	2969234
2462	2969235	2969235
2463	2969237	2969237
2464	2969240	2969240
2465	2969245	2969245
2466	2969248	2969248
2467	2969250	2969250
2468	2969255	2969255
2469	2969256	2969256
2470	2969400	2969400
2471	2969415	2969415
2472	2969417	2969417
2473	2969420	2969420
2474	2969425	2969425
2475	2969430	2969430
2476	2969435	2969435
2477	2969437	2969437
2478	2969440	2969440
2479	2969441	2969441
2480	2969442	2969442
2481	2969450	2969450
2482	2969452	2969452
2483	2969460	2969460
2484	2969500	2969500
2485	2969510	2969510
2486	2969550	2969550
2487	2997110	2910110
2488	2997115	2999500
2489	2997120	2999501
2490	2997200	2999200
2491	2997210	2999210
2492	2997250	2999250
2493	2997251	2999251
2494	2997252	2999252
2495	2997253	2999253
2496	2997515	2999515
2497	2997517	2999517
2498	2997525	2909525
2499	2997580	2909580
2500	2997585	2909585
2501	2997586	2909586
2502	2997587	2909587
2503	2998200	2998200
2504	2998220	2998220
2505	2998225	2998225
2506	2998250	2998250
2507	2998300	2998300
2508	2998310	2998310
2509	2998311	2998311
2510	2998315	2998315
2511	2998320	2998320
2512	2998325	2998325
2513	2998327	2998327
2514	2998328	2998328
2515	2998330	2998330
2516	2998331	2998331
2517	2998332	2998332
2518	2998333	2998333
2519	2998340	2998340
2520	2998343	2998343
2521	2998345	2998345
2522	2998346	2998346
2523	2998347	2998347
2524	2998450	2998450
2525	2998451	2998451
2526	2998454	2998454
2527	2998500	2998500
2528	2998502	2998502
2529	2998504	2998504
2530	2998505	2998505
2531	2998510	2998510
2532	2998511	2998511
2533	2998520	2998520
2534	2998523	2998523
2535	2998530	2998530
2536	2998540	2998540
2537	2998547	2998547
2538	2998548	2998548
2539	2998550	2998550
2540	2998551	2998551
2541	2998552	2998552
2542	2998553	2998553
2543	2998555	2998555
2544	2998556	2998556
2545	2998557	2998557
2546	2998558	2998558
2547	2998560	2998560
2548	2998561	2998561
2549	2998564	2998564
2550	2998565	2998565
2551	2998566	2998566
2552	2998701	2998701
2553	2998702	2998702
2554	2998705	2998705
2555	2998710	2998710
2556	2998720	2998720
2557	2998730	2998730
2558	2998735	2998735
2559	2998736	2998736
2560	2998737	2998737
2561	2998738	2998738
2562	2998740	2998740
2563	2998750	2998750
2564	2998751	2998751
2565	2998800	2998800
2566	2999100	2998100
2567	2999110	2998110
2568	2999111	2998111
2569	2999112	2998112
2570	2999140	2998150
2571	2999150	2999150
2572	2999151	2999151
2573	2999460	2998460
2574	2999461	2998461
2575	2999470	2998470
2576	2999471	2998471
2577	2999472	2998472
2578	2999473	2998473
2579	2999474	2998474
2580	2999475	2998475
2581	2999480	2998480
2582	2999850	2999850
2583	2999900	2999900
2584	2999910	2999910
2585	2999920	2999920
2586	2999921	2999921
2587	2999922	2999922
2588	3102400	3102400
2589	3102450	3102450
2590	3102500	3102500
2591	3102550	3102550
2592	3102600	3102600
2593	3102650	3102650
2594	3103045	3103045
2595	3103050	3103050
2596	3103055	3103055
2597	3103060	3103060
2598	3103075	3103075
2599	3103090	3103090
2600	3103100	3103100
2601	3103110	3103110
2602	3103140	3103140
2603	3103150	3103150
2604	3103190	3103190
2605	3103300	3103300
2606	3103350	3103350
2607	3103400	3103400
2608	3103410	3103410
2609	3103420	3103420
2610	3103430	3103430
2611	3103440	3103440
2612	3103450	3103450
2613	3103460	3103460
2614	3103465	3103465
2615	3103470	3103470
2616	3103480	3103480
2617	3103490	3102420
2618	3103500	3103500
2619	3103520	3103520
2620	3103530	3103530
2621	3103560	3103560
2622	3103570	3103570
2623	3103580	3103580
2624	3103600	3103600
2625	3103620	3103620
2626	3103700	3103700
2627	3104500	3104500
2628	3104600	3104600
2629	3105800	3102800
2630	3105850	3102850
2631	3106500	3106500
