no	GRDC2022	lehner_id
325	1428500	1428500
326	1431300	1431300
327	1434200	1434200
328	1434300	1434300
329	1434350	1434350
330	1434370	1434370
331	1434740	1434740
332	1434750	1434750
333	1434780	1434780
334	1434790	1434790
335	1434810	1434810
336	1434820	1434820
337	1434850	1434850
338	1444100	1444100
339	1445050	1445050
340	1445100	1445100
341	1445400	1445400
342	1445490	1445490
343	1445500	1445500
344	1445600	1445600
345	1445700	1445700
346	1445800	1445800
347	1447100	1447100
348	1447150	1447150
349	1447200	1447200
350	1447300	1447300
351	1447400	1447400
352	1447500	1447500
353	1447600	1447600
354	1448050	1448050
355	1448100	1448100
356	1448500	1448500
357	1457800	1457800
358	1468100	1468100
359	1468200	1468200
360	1468800	1468800
361	1469100	1469100
362	1472100	1472100
363	1472150	1472150
364	1472200	1472200
365	1472300	1472300
366	1472305	1472305
367	1472500	1472500
368	1473050	1473050
369	1491100	1491100
370	1491150	1491150
371	1491200	1491200
372	1491210	1491210
373	1491220	1491220
374	1491230	1491230
375	1491240	1491240
376	1491250	1491250
377	1491480	1491480
378	1491485	1491485
379	1491500	1491500
380	1491510	1491510
381	1491550	1491550
382	1491580	1491580
383	1491600	1491600
384	1491610	1491610
385	1491650	1491650
386	1491670	1491670
387	1491680	1491680
388	1491700	1491700
389	1491750	1491750
390	1491760	1491760
391	1491820	1491820
392	1491840	1491840
393	1491850	1491850
394	1494100	1494100
395	1495160	1495160
396	1495170	1495170
397	1495180	1495180
398	1495200	1495200
399	1495220	1495220
400	1495240	1495240
401	1495280	1495280
402	1495290	1495290
403	1495300	1495300
404	1495350	1495350
405	1495700	1495700
406	1495720	1495720
407	1495800	1495800
408	1495830	1495830
409	1496180	1496180
410	1496200	1496200
411	1496250	1496250
412	1496300	1496300
413	1496320	1496320
414	1496340	1496340
415	1496350	1496350
416	1496500	1496500
417	1512200	1512200
418	1512300	1512300
419	1526200	1526200
420	1526300	1526300
421	1526800	1526800
422	1526801	1526801
423	1530100	1530100
424	1531050	1531050
425	1531100	1531100
426	1531300	1531300
427	1531420	1531420
428	1531430	1531430
429	1531450	1531450
430	1531550	1531550
431	1531600	1531600
432	1531650	1531650
433	1531680	1531680
434	1531700	1531700
435	1531800	1531800
436	1535100	1535100
437	1535110	1535110
438	1537100	1537100
439	1537120	1537120
440	1537130	1537130
441	1537150	1537150
442	1537170	1537170
443	1537180	1537180
444	1537200	1537200
445	1537250	1537250
446	1537300	1537300
447	1537450	1537450
448	1537480	1537480
449	1537500	1537500
450	1537800	1537800
451	1547100	1547100
452	1547200	1547200
453	1547201	1547201
454	1547202	1547202
455	1547300	1547300
456	1547310	1547310
457	1547330	1547330
458	1547340	1547340
459	1547360	1547360
460	1547600	1547600
461	1547730	1547730
462	1547751	1547751
463	1547760	1547760
464	1547770	1547770
465	1547780	1547780
466	1547800	1547800
467	1553100	1553100
468	1553500	1553500
469	1563050	1563050
470	1563100	1563100
471	1563450	1563450
472	1563500	1563500
473	1563550	1563550
474	1563600	1563600
475	1563680	1563680
476	1563700	1563700
477	1563750	1563750
478	1563800	1563800
479	1563900	1563900
480	1566100	1566100
481	1577050	1577050
482	1577100	1577100
483	1577300	1577300
484	1577500	1577500
485	1577600	1577600
486	1577700	1577700
487	1577800	1577800
488	1578100	1578100
489	1578200	1578200
490	1582700	1582700
491	1582800	1582800
492	1582820	1582820
493	1582850	1582850
494	1587200	1587200
495	1591001	1591001
496	1591002	1591002
497	1591003	1591003
498	1591100	1591100
499	1591110	1591110
500	1591200	1591200
501	1591230	1591230
502	1591231	1591231
503	1591235	1591235
504	1591237	1591237
505	1591400	1591400
506	1591401	1591401
507	1591402	1591402
508	1591403	1591403
509	1591404	1591404
510	1591405	1591405
511	1591406	1591406
512	1591410	1591410
513	1591411	1591411
514	1591412	1591412
515	1591420	1591420
516	1591440	1591440
517	1591441	1591441
518	1591450	1591450
519	1591470	1591470
520	1591471	1591471
521	1591474	1591474
522	1591480	1591480
523	1591490	1591490
524	1591500	1591500
525	1591520	1591520
526	1591700	1591700
527	1591720	1591720
528	1591800	1591800
529	1591810	1591810
530	1591820	1591820
531	1615500	1615500
532	1616700	1616700
533	1617800	1617800
534	1617900	1617900
535	1619600	1619600
536	1622500	1622500
537	1626100	1642500
538	1626500	1626500
539	1631100	1631100
540	1631200	1631200
541	1631480	1631480
542	1631500	1631500
543	1632500	1632500
544	1634100	1634100
545	1634200	1634200
546	1634350	1634350
547	1634400	1634400
548	1634420	1634420
549	1634440	1634440
550	1634500	1634500
551	1634550	1634550
552	1634560	1634560
553	1634600	1634600
554	1634650	1634650
555	1634700	1634700
556	1634800	1634800
557	1643100	1643100
558	1643150	1643150
559	1643200	1643200
560	1643220	1643220
561	1643250	1643250
562	1643260	1643260
563	1643300	1643300
564	1643320	1643320
565	1643350	1643350
566	1643370	1643370
567	1643400	1643400
568	1643420	1643420
569	1643450	1643450
570	1643500	1643500
571	1643520	1643520
572	1643550	1643550
573	1644100	1644100
574	1644200	1644200
575	1653100	1653100
576	1653110	1653110
577	1653120	1653120
578	1653150	1653150
579	1653160	1653160
580	1653180	1653180
581	1653185	1653185
582	1653191	1653191
583	1653193	1653193
584	1653194	1653194
585	1653195	1653195
586	1653206	1653206
587	1653210	1653210
588	1653220	1653220
589	1653222	1653222
590	1653223	1653223
591	1653224	1653224
592	1653225	1653225
593	1653230	1653230
594	1653240	1653240
595	1653250	1653250
596	1653310	1653310
597	1653320	1653320
598	1653330	1653330
599	1653335	1653335
600	1653350	1653350
601	1662100	1662100
602	1662500	1662500
603	1663100	1663100
604	1663500	1663500
605	1663800	1663800
606	1664100	1664100
607	1664600	1664600
608	1666100	1666100
609	1670100	1670100
610	1670101	1670101
611	1670102	1670102
612	1670103	1670103
613	1670120	1670120
614	1670125	1670125
615	1670130	1670130
616	1670140	1670140
617	1670141	1670141
618	1670145	1670145
619	1670150	1670150
620	1670152	1670152
621	1670160	1670160
622	1670170	1670170
623	1670200	1670200
624	1670210	1670210
625	1673100	1673100
626	1673150	1673150
627	1673500	1673500
628	1673600	1673600
629	1673650	1673650
630	1673660	1673660
631	1673800	1673800
632	1673900	1673900
633	1726100	1726100
634	1731400	1731400
635	1731450	1731450
636	1732100	1732100
637	1733100	1733100
638	1733200	1733200
639	1733300	1733300
640	1733320	1733320
641	1733400	1733400
642	1733500	1733500
643	1733600	1733600
644	1733700	1733700
645	1734300	1734300
646	1734400	1734400
647	1734410	1734410
648	1734450	1734450
649	1734480	1734480
650	1734500	1734500
651	1734550	1734550
652	1734560	1734560
653	1734600	1734600
654	1737080	1737080
655	1737100	1737100
656	1737150	1737150
657	1737200	1737200
658	1737210	1737210
659	1737250	1737250
660	1737280	1737280
661	1737300	1737300
662	1737700	1737700
663	1748500	1748500
664	1749030	1749030
665	1749050	1749050
666	1749080	1749080
667	1749100	1749100
668	1749150	1749150
669	1749200	1749200
670	1749400	1749400
671	1749480	1749480
672	1749500	1749500
673	1749510	1749510
674	1749550	1749550
675	1749600	1749600
676	1749700	1749700
677	1749800	1749800
678	1769050	1769050
679	1769100	1769100
680	1769200	1769200
681	1789300	1789300
682	1812100	1812100
683	1812300	1812300
684	1812500	1812500
685	1812600	1812600
686	1813180	1813180
687	1813200	1813200
688	1813250	1813250
689	1813300	1813300
690	1813320	1813320
691	1813350	1813350
692	1813400	1813400
693	1813450	1813450
694	1813460	1813460
695	1813500	1813500
696	1813550	1813550
697	1813600	1813600
698	1813650	1813650
699	1813700	1813700
700	1813750	1813750
701	1813780	1813780
702	1813800	1813800
703	1814070	1814070
704	1814400	1814400
705	1815020	1815020
706	1815070	1815070
707	1816100	1816100
708	1816200	1816200
709	1816450	1816450
710	1816500	1816500
711	1834101	1834101
712	1834110	1834110
713	1835300	1835300
714	1835800	1835800
715	1835900	1835900
716	1870500	1870500
717	1870600	1870600
718	1870800	1870800
719	1878100	1878100
720	1878200	1878200
721	1878300	1878300
722	1878400	1878400
723	1878500	1878500
724	1880100	1880100
725	1891500	1891500
726	1894200	1894200
727	1894400	1894400
728	1895500	1895500
729	1896500	1896500
730	1897500	1897500
731	1898500	1898500
732	1899100	1899100
733	1926100	1926100
734	1926300	1926300
735	1926500	1926500
736	1926550	1926550
737	1926600	1926600
738	1926610	1926610
739	1926650	1926650
740	1926800	1926800
741	1928130	1928130
742	1928250	1928250
743	1928370	1928370
744	1928490	1928490
745	1928625	1928625
746	1928745	1928745
747	1928865	1928865
748	1931025	1931025
749	1931055	1931055
750	1931070	1931070
751	1931085	1931085
752	1931090	1931090
753	1931160	1931160
754	1931180	1931180
755	1931190	1931190
756	1931295	1931295
757	1931340	1931340
758	1931370	1931370
759	1931400	1931400
760	1931415	1931415
761	1931420	1931420
762	1931445	1931445
763	1931460	1931460
764	1931475	1931475
765	1931535	1931535
766	1931550	1931550
767	1931565	1931565
768	1931580	1931580
769	1931695	1931695
770	1931710	1931710
771	1931725	1931725
772	1931770	1931770
773	1931785	1931785
774	1931790	1931790
775	1931845	1931845
776	1931860	1931860
777	1931880	1931880
778	1931890	1931890
779	1931905	1931905
780	1934575	1934575
781	1934645	1934645
782	1934680	1934680
783	1934715	1934715
784	1934890	1934890
785	1988120	1988120
786	1988130	1988130
787	1992680	1992680
788	1992690	1992690
789	1992700	1992700
790	1992710	1992710
791	1992790	1992790
792	1992800	1992800
793	1992820	1992820
794	1992830	1992830
795	1992850	1992850
796	1992900	1992900
797	1993100	1992100
798	1993110	1992110
799	1993115	1992115
800	1993120	1992120
801	1993150	1992150
802	1993180	1992180
803	1993200	1992200
804	1993250	1992250
805	1993300	1992300
806	1993320	1992320
807	1993400	1992400
808	1993450	1992450
809	1993480	1992480
810	1993490	1992490
811	1993580	1992580
812	1993600	1992600
813	1993620	1992620
814	1993640	1992640
815	1993650	1992650
816	2106500	2106500
817	2106600	2106600
818	2124010	2124010
819	2124050	2124050
820	2124150	2124150
821	2124200	2124200
822	2124250	2124250
823	2124300	2124300
824	2124800	2124800
825	2124900	2124900
826	2151100	2151100
827	2178200	2178200
828	2178300	2178300
829	2178400	2178400
830	2178500	2178500
831	2178950	2181950
832	2178951	2181951
833	2178960	2181960
834	2179100	2179100
835	2180400	2180400
836	2180500	2180500
837	2180600	2180600
838	2180700	2180700
839	2180710	2180710
840	2180711	2180711
841	2180712	2180712
842	2180750	2180750
843	2180800	2180800
844	2181200	2181200
845	2181300	2181300
846	2181400	2181400
847	2181500	2181500
848	2181600	2181600
849	2181800	2181800
850	2181850	2181850
851	2181900	2181900
852	2182100	2182100
853	2182150	2182150
854	2182250	2182250
855	2186500	2186500
856	2186800	2186800
857	2186900	2186900
858	2186901	2186901
859	2186950	2186950
860	2218200	2218200
861	2218300	2218300
862	2260100	2260100
863	2260500	2260500
864	2261500	2261500
865	2261510	2261510
866	2271001	2285001
867	2271002	2285002
868	2311102	2311102
869	2311103	2311103
870	2311104	2311104
871	2311105	2311105
872	2311106	2311106
873	2311109	2311109
874	2311200	2311200
875	2311201	2311201
876	2311202	2311202
877	2311203	2311203
878	2311204	2311204
879	2311205	2311205
880	2311206	2311206
881	2311207	2311207
882	2311208	2311208
883	2311215	2312215
884	2311220	2312220
885	2311238	2312238
886	2311243	2312243
887	2311263	2312263
888	2311265	2312265
889	2311300	2311300
890	2311301	2311301
891	2311302	2311302
892	2311307	2312307
893	2311308	2312308
894	2311309	2312309
895	2311310	2312310
896	2311311	2312311
897	2311320	2311320
898	2311321	2311321
899	2311325	2311325
900	2311327	2311327
901	2311330	2311330
902	2311331	2311331
903	2311335	2311335
904	2311337	2311337
905	2311340	2311340
906	2311341	2911341
907	2311345	2311345
908	2311350	2311350
909	2311360	2311360
910	2311361	2311361
911	2311365	2311365
912	2311368	2311368
913	2311425	2310425
914	2311426	2310426
915	2311474	2312204
916	2311475	2313550
917	2311479	2312205
918	2311480	2311480
919	2311481	2311481
920	2311482	2311482
921	2311485	2311485
922	2311487	2311487
923	2311489	2311489
924	2311490	2311490
925	2311495	2311495
926	2311496	2311496
927	2311500	2311500
928	2311505	2311505
929	2311510	2311510
930	2311511	2311511
931	2311512	2311512
932	2311515	2311515
933	2311517	2311517
934	2311520	2311520
935	2311523	2311523
936	2311525	2311525
937	2311527	2311527
938	2311530	2311530
939	2311535	2311535
940	2311537	2311537
941	2311540	2311540
942	2311545	2311545
943	2311550	2311550
944	2311551	2311551
945	2311552	2311552
946	2311555	2311555
947	2311800	2311800
948	2311801	2311801
949	2311810	2311810
950	2311820	2311820
951	2311821	2311821
952	2311822	2311822
953	2311825	2311825
954	2311826	2311826
955	2311827	2311827
956	2311829	2311829
957	2311840	2311840
958	2311841	2311841
959	2311845	2311845
960	2311847	2311847
961	2311850	2311850
962	2311855	2311855
963	2311900	2311900
964	2313200	2313200
965	2313500	2313500
966	2314400	2314400
967	2314450	2314450
968	2314500	2314500
969	2314600	2314600
970	2315250	2313250
971	2315300	2313300
972	2315500	2315500
973	2316200	2316200
974	2316201	2316201
975	2316204	2316204
976	2316500	2316500
977	2319200	2319200
978	2319500	2319500
979	2335100	2335100
980	2335180	2335180
981	2335190	2335190
982	2335200	2335200
983	2335210	2335210
984	2335215	2335215
985	2335220	2335220
986	2335230	2335230
987	2335240	2335240
988	2335250	2335250
989	2335260	2335260
990	2335600	2335600
991	2335950	2335950
992	2336320	2336320
993	2336350	2336350
994	2336400	2336400
995	2336450	2336450
996	2336500	2336500
997	2337100	2337100
998	2340200	2340200
999	2340300	2340300
1000	2340500	2340500
1001	2340800	2340800
1002	2341300	2341300
1003	2357200	2357200
1004	2357400	2357400
1005	2357500	2357500
1006	2357600	2357600
1007	2357610	2357610
1008	2357700	2357700
1009	2357750	2357750
1010	2369800	2369800
1011	2369900	2369900
1012	2369901	2369901
1013	2369902	2369902
1014	2369905	2369905
1015	2369906	2369906
1016	2369907	2369907
1017	2396700	2396700
1018	2415400	2415400
1019	2415800	2415800
1020	2416202	2416202
1021	2416600	2416600
1022	2416660	2416660
1023	2416665	2416665
1024	2416670	2416670
1025	2416680	2416680
1026	2416690	2416690
1027	2416700	2416700
1028	2416710	2416710
1029	2416720	2416720
1030	2416730	2416730
1031	2416740	2416740
1032	2416750	2416750
1033	2416760	2416760
1034	2416770	2416770
1035	2416780	2416780
1036	2416800	2416800
1037	2416810	2416810
1038	2416850	2416850
1039	2416860	2416860
1040	2416880	2416880
1041	2416890	2416890
1042	2416900	2416900
1043	2418700	2418700
1044	2421200	2421200
1045	2421300	2421300
1046	2421400	2421400
1047	2421450	2421450
1048	2421500	2421500
1049	2421550	2421550
1050	2421800	2421800
1051	2422500	2422500
1052	2423300	2423300
1053	2423350	2423350
1054	2423500	2423500
1055	2423800	2423800
1056	2423850	2423850
1057	2427200	2427200
1058	2427500	2427500
1059	2428200	2428200
1060	2428300	2428300
1061	2428350	2428350
1062	2428500	2428500
1063	2428505	2428505
1064	2428800	2428800
1065	2469049	2469049
1066	2469050	2469050
1067	2469055	2469055
1068	2469057	2469057
1069	2469058	2469058
1070	2469060	2469060
1071	2469072	2469072
1072	2469091	2469091
1073	2469095	2469095
1074	2469098	2469098
1075	2469102	2469102
1076	2469110	2469110
1077	2469111	2469111
1078	2469112	2469112
1079	2469120	2469120
1080	2469121	2469121
1081	2469125	2469125
1082	2469127	2469127
1083	2469130	2469130
1084	2469135	2469135
1085	2469140	2469140
1086	2469141	2469141
1087	2469142	2469142
1088	2469143	2469143
1089	2469145	2469145
1090	2469148	2469148
1091	2469149	2469149
1092	2469260	2469260
1093	2469261	2469261
1094	2469265	2469265
1095	2469266	2469266
1096	2469267	2469267
1097	2469268	2469268
1098	2469269	2469269
1099	2469300	2469300
1100	2469301	2469301
1101	2469400	2469400
1102	2495450	2423450
1103	2496700	2427700
1104	2517450	2517450
1105	2517470	2517470
1106	2517475	2517475
1107	2517480	2517480
1108	2517500	2517500
1109	2517550	2517550
1110	2517600	2517600
1111	2517610	2517610
1112	2517700	2517700
1113	2517710	2517710
1114	2517750	2517750
1115	2517760	2517760
1116	2517800	2517800
1117	2517810	2517810
1118	2517820	2517820
1119	2517830	2517830
1120	2517840	2517840
1121	2517850	2517850
1122	2517900	2517900
1123	2517910	2517910
1124	2517920	2517920
1125	2517940	2517940
1126	2517950	2517950
1127	2548310	2548310
1128	2548320	2548320
1129	2548350	2548350
1130	2548400	2548400
1131	2548450	2548450
1132	2548460	2548460
1133	2548500	2548500
1134	2548550	2548550
1135	2548610	2548610
1136	2548620	2548620
1137	2549210	2549210
1138	2549220	2549220
1139	2549230	2549230
1140	2549235	2549235
1141	2549240	2549240
1142	2549250	2549250
1143	2549300	2549300
1144	2549350	2549350
1145	2549400	2549400
1146	2549500	2549500
1147	2550110	2550110
1148	2550120	2550120
1149	2550200	2550200
1150	2550225	2549225
1151	2550300	2550300
1152	2550350	2550350
1153	2550400	2550400
1154	2550450	2550450
1155	2550500	2550500
1156	2550600	2550600
1157	2569001	2569001
1158	2569002	2569002
1159	2569003	2569003
1160	2569004	2569004
1161	2569005	2569005
1162	2569015	2569015
1163	2569020	2569020
1164	2569025	2569025
1165	2569026	2569026
1166	2569030	2569030
1167	2569031	2569031
1168	2569040	2569040
1169	2569041	2569041
1170	2569045	2569045
1171	2569050	2569050
1172	2569051	2569051
1173	2587080	2587080
1174	2587081	2587081
1175	2587082	2587082
1176	2587083	2587083
1177	2587100	2587100
1178	2587101	2587101
1179	2587102	2587102
1180	2587103	2587103
1181	2587104	2587104
1182	2587105	2587105
1183	2587106	2587106
1184	2587200	2587200
1185	2587210	2587210
1186	2587220	2587220
1187	2587230	2587230
1188	2587240	2587240
1189	2587250	2587250
1190	2587400	2587400
1191	2587401	2587401
1192	2587402	2587402
1193	2587403	2587403
1194	2588250	2588250
1195	2588300	2588300
1196	2588301	2588301
1197	2588302	2588302
1198	2588303	2588303
1199	2588304	2588304
1200	2588320	2588320
1201	2588321	2588321
1202	2588322	2588322
1203	2588480	2588480
1204	2588481	2588481
1205	2588482	2588482
1206	2588483	2588483
1207	2588500	2588500
1208	2588501	2588501
1209	2588550	2588550
1210	2588551	2588551
1211	2588552	2588552
1212	2588553	2588553
1213	2588554	2588554
1214	2588555	2588555
1215	2588557	2588557
1216	2588558	2588558
1217	2588559	2588559
1218	2588560	2588560
1219	2588561	2588561
1220	2588600	2588600
1221	2588610	2588610
1222	2588620	2588620
1223	2588630	2588630
1224	2588640	2588640
1225	2588650	2588650
1226	2588651	2588651
1227	2588652	2588652
1228	2588653	2588653
1229	2588654	2588654
1230	2588655	2588655
1231	2588700	2588700
1232	2588701	2588701
1233	2588702	2588702
1234	2588703	2588703
1235	2588704	2588704
1236	2588705	2588705
1237	2588706	2588706
1238	2588707	2588707
1239	2588708	2588708
1240	2588709	2588709
1241	2588800	2588800
1242	2588900	2588900
1243	2588910	2588910
1244	2588920	2588920
1245	2589100	2589100
1246	2589101	2589101
1247	2589110	2588100
1248	2589120	2588101
1249	2589200	2589200
1250	2589201	2589201
1251	2589202	2589202
1252	2589203	2588203
1253	2589204	2588204
1254	2589210	2589210
1255	2589220	2589220
1256	2589230	2589230
1257	2589240	2589240
1258	2589250	2589250
1259	2589260	2588200
1260	2589270	2588201
1261	2589280	2588202
1262	2589300	2589300
1263	2589310	2589310
1264	2589320	2589320
1265	2589350	2589350
1266	2589351	2589351
1267	2589360	2589360
1268	2589370	2589370
1269	2589380	2589380
1270	2589390	2589390
1271	2589400	2589400
1272	2589410	2589410
1273	2589420	2589420
1274	2589500	2589500
1275	2589501	2589501
1276	2589502	2589502
1277	2589503	2589503
1278	2589504	2589504
1279	2589505	2589505
1280	2589506	2589506
1281	2589550	2589550
1282	2589551	2589551
1283	2589552	2589552
1284	2589600	2589600
1285	2589610	2589610
1286	2589620	2589620
1287	2589700	2589700
1288	2589701	2589701
1289	2589702	2589702
1290	2589703	2589703
1291	2589704	2589704
1292	2589705	2589705
1293	2589750	2589750
1294	2589751	2589751
1295	2589752	2589752
1296	2589753	2589753
1297	2589754	2589754
1298	2589800	2589800
1299	2589801	2589801
1300	2589802	2589802
1301	2589810	2588810
1302	2589820	2588820
1303	2589830	2588830
1304	2589850	2588850
1305	2590100	2590100
1306	2590101	2590101
1307	2590200	2590200
1308	2590210	2590210
1309	2590220	2590220
1310	2590230	2590230
1311	2590300	2590300
1312	2590301	2590301
1313	2590400	2590400
1314	2590401	2590401
1315	2591100	2591100
1316	2591200	2591200
1317	2591201	2591201
1318	2591210	2591210
1319	2591220	2591220
1320	2591230	2591230
1321	2591800	2591800
1322	2591801	2591801
1323	2591802	2591802
1324	2595300	2595300
1325	2595400	2595400
1326	2595600	2595600
1327	2595700	2595700
1328	2605450	2694450
1329	2605500	2694500
1330	2605510	2694510
1331	2617110	2617110
1332	2646100	2646100
1333	2646200	2646200
1334	2651080	2651080
1335	2651100	2651100
1336	2677100	2677100
1337	2677300	2677300
1338	2678100	2694100
1339	2678200	2694200
1340	2678300	2694300
1341	2706100	2706100
1342	2707050	2707050
1343	2707100	2707100
1344	2707200	2707200
1345	2707500	2707500
1346	2707600	2707600
1347	2707700	2707700
1348	2707800	2707800
1349	2707900	2707900
1350	2743100	2743100
1351	2744100	2744100
1352	2744200	2744200
1353	2792500	2792500
1354	2816203	2816203
1355	2816550	2816550
1356	2817100	2817100
1357	2817300	2817300
1358	2817310	2817310
1359	2817400	2817400
1360	2817410	2817410
